trial_index,LR,epochs,gradclip,attention_heads,hidden_size,num_layers,window_size,mae,mape,mse,rmse,r2,runtime_s,started_at
0,0.050005,300,0.505,4,132,4,60,1862.2222798665364,44.87120712553245,4196084.593019766,2048.434668965492,-4.751807917645868,381.239442,2025-11-08T01:27:41
1,0.04132889173209668,390,0.10419791862368583,4,128,5,50,2094.838104248047,51.10356916176423,5109631.213966596,2260.4493389515715,-6.004057382835772,429.76345,2025-11-08T01:34:02
2,0.08979938439307734,267,0.6073884485289455,1,167,4,80,1965.5381876627605,47.624720285061144,4592788.218236138,2143.079144183933,-5.295591771830812,521.440425,2025-11-08T01:41:12
4,0.021229875854728745,117,0.932941281804815,2,40,8,75,2147.4757792154946,52.29126528999338,5397233.864996858,2323.1947539965,-6.398290427632735,112.015638,2025-11-08T01:49:53
10,0.058067842372868474,339,0.5749804495607067,8,168,3,58,1829.2505696614583,43.987333510259546,4075493.2827718654,2018.7851006909739,-4.5865066617472126,465.483587,2025-11-08T01:51:50
27,0.0434498752509236,271,0.5666615155452032,8,128,1,47,2066.7469685872397,50.10431928956337,5071189.318613817,2251.9301318233247,-5.951362926096925,257.178093,2025-11-08T01:59:50
35,0.05402204687619659,365,0.6737067787237916,8,176,4,57,1835.1853942871094,44.14550404948391,4097296.8966811574,2024.178079290742,-4.616394095219212,532.306063,2025-11-08T02:04:13
36,0.03427206056648802,352,0.6764206633057864,8,128,3,73,2037.7557779947917,49.55954628934112,4879710.703694175,2209.0067233248014,-5.68889247562346,482.147451,2025-11-08T02:13:07
