trial_index,test_size,window_size,hidden_size,lstm_layers,num_attention_heads,dropout,batch_size,lr,epochs,grad_clip,mae,mape,mse,rmse,r2,runtime_s,started_at,epochs_ran
21,12,40,128,2,2,0.20203001125701459,32,0.0006567571867588458,2000,1.0,159.10442165134634,12.755479093553458,31239.56099127147,176.74716685500638,-3.0292217957601038,90.537731,2025-11-25T14:14:43,136
22,12,41,128,2,2,0.21152676679394766,32,0.001,2000,1.0,224.64423217034118,17.919104911928187,84474.35404676198,290.64472134680506,-9.895348644722294,83.241722,2025-11-25T14:16:15,123
23,12,39,128,2,2,0.16508657981349617,32,0.000646714206234668,2000,1.0,152.09754175637187,12.044834438277576,37737.29697536116,194.26089924470432,-3.8672879727305167,83.910628,2025-11-25T14:17:39,128
24,12,39,128,2,2,0.16261587349059148,32,0.0006668407821973949,2000,1.0,204.93965044829943,16.401032339053003,57700.20080663583,240.2086609734042,-6.44206702439865,83.438508,2025-11-25T14:19:03,127
25,12,36,128,2,2,0.20746569309978546,32,0.0007485165490401864,2000,1.0,140.7908925442526,11.396125455805645,30902.72272800753,175.79170267110882,-2.985777008800125,78.243656,2025-11-25T14:20:27,124
26,12,36,128,2,2,0.20032505095256636,32,0.0007458969080997804,2000,1.0,146.9864680404435,12.262374705538248,36655.00288726217,191.45496307816668,-3.7276956484206716,72.738823,2025-11-25T14:21:46,115
27,12,36,128,2,2,0.19749658830291347,32,0.0007477661103702146,2000,1.0,670.9188259159073,56.61308936684964,661658.4003289343,813.4238749440136,-84.3394978469126,79.822492,2025-11-25T14:23:00,126
28,12,44,128,2,2,0.18553815911306157,32,0.0005551849763783482,2000,1.0,235.47761793931556,18.78141451402936,95340.49290854373,308.7725585419529,-11.296843484866812,97.349595,2025-11-25T14:24:20,142
29,12,43,128,2,2,0.18296146205527428,64,0.000574092776098279,2000,1.0,226.68595191152156,18.183972708943404,77015.80813661266,277.5172213334024,-8.933358949852774,80.699367,2025-11-25T14:25:58,169
30,12,43,128,2,2,0.18220855229193023,32,0.0005871638271116557,2000,1.0,350.81150359429915,28.26747631939152,150600.9775680128,388.07341775495627,-18.42424035502166,99.325653,2025-11-25T14:27:19,144
31,12,41,128,3,2,0.1935892966579775,64,0.0005975884540471622,2000,1.0,275.6209989046496,22.186113822470567,87515.90984461228,295.8308804783778,-10.287642983210057,217.977356,2025-11-25T14:28:59,432
32,12,42,128,2,2,0.19163281395829423,64,0.0006026029061738062,2000,1.0,257.5473058494442,20.610742133935148,78248.58584196298,279.72948690111843,-9.09236037759731,125.734308,2025-11-25T14:32:37,265
33,12,41,128,2,2,0.19563581517813236,32,0.0006422000859916357,2000,1.0,215.9896735966886,17.208706464578942,60737.86192260112,246.45052631836907,-6.833859033895841,92.154543,2025-11-25T14:34:44,137
34,52,52,256,1,2,0.1,32,0.001,2000,1.0,3354.1095373097833,271.95267064836355,12815089.81118661,3579.8170080587374,-36.291530697557896,90.260917,2025-11-25T14:36:16,107
35,52,52,128,3,2,0.5,64,0.001,2000,1.0,3373.413372643962,271.9317774217809,12754990.196781866,3571.412913229422,-36.116642604808874,75.040856,2025-11-25T14:37:47,167
36,52,52,128,3,2,0.1,32,0.0001,2000,1.0,3287.9535604022676,266.1741922457544,12242836.138674567,3498.976441571816,-34.626289508483694,172.316782,2025-11-25T14:39:03,267
37,52,26,256,3,4,0.1,64,0.001,2000,1.0,792.1041180710282,52.1147034772156,1086298.4593525105,1042.2564268703313,-2.1610962498516435,137.74536,2025-11-25T14:41:56,136
38,52,26,256,3,2,0.1,32,0.001,2000,1.0,2274.7483439361663,185.80846478393943,6520642.600363524,2553.5548947229477,-17.97487628116313,180.086811,2025-11-25T14:44:14,143
39,12,42,128,2,2,0.19527927994109207,64,0.0005117106301647179,2000,1.0,171.13986775370424,13.78115610130152,42374.05647322769,205.8495967283582,-4.465328785010866,72.827133,2025-11-25T14:47:15,154
40,12,42,128,2,2,0.1877179503567471,64,0.0005105528583499768,2000,1.0,327.1100599554682,26.269469494553416,140652.60647759863,375.03680683047446,-17.141117533897308,67.609015,2025-11-25T14:48:29,143
41,12,42,128,2,2,0.19579566044559307,64,0.0006109468605996081,2000,1.0,211.86781229990723,16.91529549838334,55385.230577206654,235.34066919511946,-6.1434863718869845,96.994198,2025-11-25T14:49:37,205
42,12,42,128,2,2,0.19278758061096954,64,0.0006250490225997967,2000,1.0,236.1552117887737,18.826981068589728,84367.66068119355,290.46111733103544,-9.88158752835669,89.266768,2025-11-25T14:51:14,188
43,12,42,128,2,2,0.19907763203144285,64,0.000623480308947054,2000,1.0,314.6924714298241,25.319817904553837,132549.07989958383,364.0729046490329,-16.09593940480063,58.590972,2025-11-25T14:52:44,123
44,12,42,128,2,2,0.19782144653218292,64,0.0005996458711589607,2000,1.0,342.9217593896169,27.523547601445745,193462.34070720745,439.84354116800154,-23.9524210680824,227.10003,2025-11-25T14:53:44,474
45,12,41,128,2,2,0.18823454928894479,32,0.0006222570209660524,2000,1.0,223.06666425534976,17.823401540181003,70874.03557479172,266.2217789265028,-8.141204288088973,90.027586,2025-11-25T14:57:31,134
46,12,42,128,2,2,0.18592923214627047,32,0.0005970221685630904,2000,1.0,180.95623380939608,14.516721805848151,41692.718263333685,204.18794837926572,-4.3774510210961886,136.648444,2025-11-25T14:59:02,199
47,12,42,128,2,2,0.18348215295881498,32,0.0006232179793873465,2000,1.0,220.3114614968091,17.589931205432855,61189.297064069455,247.36470456406963,-6.89208431791582,153.205326,2025-11-25T15:01:19,219
48,12,42,128,2,2,0.18869981974285607,32,0.0005880968291911306,2000,1.0,246.22360063404798,19.72614585876899,77846.19791624947,279.0093151065919,-9.040461114317374,130.134799,2025-11-25T15:03:53,188
49,12,42,128,3,4,0.183580908766836,32,0.0006465817058315482,2000,1.0,297.2216949428637,23.822422139226205,108432.27892479389,329.2905691403777,-12.985398249667801,152.321057,2025-11-25T15:06:04,200
50,12,42,128,2,2,0.19738769104579712,64,0.0005925662418044997,2000,1.0,240.9913855836253,19.307347139991617,78611.26616284886,280.3770071936157,-9.13913822617895,94.868441,2025-11-25T15:08:37,194
51,12,42,128,2,2,0.1975987356614417,64,0.0005986266983243752,2000,1.0,269.7248392282617,21.587563389023746,96816.3477968363,311.1532545175067,-11.487196565851178,74.222043,2025-11-25T15:10:13,151
52,12,42,128,2,2,0.19411802269835254,64,0.0005876538491314567,2000,1.0,164.14740024457686,13.009962607903908,35642.95892103252,188.7934292316142,-3.5971640571432086,194.822271,2025-11-25T15:11:27,386
53,12,41,128,2,2,0.195462141004722,64,0.0005995460052881302,2000,1.0,178.6581852277715,14.324508126786185,45289.10914932724,212.81238015991278,-4.841306980786755,62.034516,2025-11-25T15:14:43,134
54,12,41,128,2,2,0.19180408948788866,64,0.0006247399017152189,2000,1.0,330.51122134226904,26.616212256410314,142289.47820237253,377.2127757676992,-17.352238273787513,66.396649,2025-11-25T15:15:46,142
55,12,41,128,2,2,0.1939032962944332,64,0.000601687793241659,2000,1.0,200.68403880365494,16.010031090863837,52853.04644511098,229.89790439477906,-5.816889865016466,236.606886,2025-11-25T15:16:53,504
56,12,41,128,2,2,0.18814875556537614,64,0.0005996637981187667,2000,1.0,194.34291186229916,15.397677394022368,50511.524341271266,224.74769040252954,-5.514884600003905,264.238149,2025-11-25T15:20:50,574
57,12,41,128,2,2,0.18264656134078747,32,0.000655524048558772,2000,1.0,216.60130500034646,17.252655530426527,70100.65034085837,264.76527404638693,-8.041454466317983,86.16562,2025-11-25T15:25:15,130
58,12,41,128,2,2,0.18294688958942945,32,0.0006496223588367412,2000,1.0,245.99106788748566,19.67659950480046,75388.10624226787,274.56894624532447,-8.723420918024269,238.829204,2025-11-25T15:26:42,358
59,12,41,128,2,2,0.18617480048896184,32,0.000658813282853563,2000,1.0,316.5958220073364,25.41497698319694,156138.37115823993,395.143481735736,-19.138443315545956,80.331968,2025-11-25T15:30:41,121
60,12,41,128,2,2,0.17816150205870468,64,0.0006342902154762156,2000,1.0,133.60917263428004,10.545568160831076,28722.82432329323,169.47809393338488,-2.704617674734206,166.739112,2025-11-25T15:32:02,359
61,12,40,128,2,2,0.17268686795696114,32,0.0006848391594962393,2000,1.0,272.03605389197696,21.779427916643538,93956.93949164341,306.523962344942,-11.118395279895855,86.244995,2025-11-25T15:34:49,133
62,12,40,128,2,2,0.17215024847682694,64,0.0006859142805638676,2000,1.0,226.5598605318985,18.5401807620281,84628.43320771925,290.9096650297464,-9.915221494848932,81.462838,2025-11-25T15:36:16,181
63,12,40,128,2,2,0.17568233474301798,64,0.0006991482668911254,2000,1.0,299.05312064701354,24.01251689926676,125225.95110486176,353.8727894383259,-15.151415563345342,55.915131,2025-11-25T15:37:38,124
64,12,41,128,2,2,0.17413930730367183,64,0.0006447380633760623,2000,1.0,188.3993422036191,15.028542965824585,53266.19238923354,230.7946974894214,-5.870176677957072,78.367299,2025-11-25T15:38:35,170
65,12,41,128,2,2,0.17352852504365268,32,0.0006791750704565454,2000,1.0,250.88003523685634,20.08862089928404,77180.55866833345,277.81389214424365,-8.954608173984251,91.241125,2025-11-25T15:39:54,136
66,12,41,128,2,2,0.17959961208728092,64,0.0006778129140026259,2000,1.0,295.3703296255237,23.716063821429234,116325.49540820472,341.06523629388664,-14.003450965021191,93.542155,2025-11-25T15:41:26,200
67,12,40,128,2,2,0.1869479614860126,32,0.0006494757871660313,2000,1.0,253.1687453806164,20.343257132190438,75756.62873107089,275.239220917134,-8.770952278805165,95.741374,2025-11-25T15:43:00,145
68,12,40,128,2,2,0.1777055107000665,64,0.0006264353589391676,2000,1.0,207.11651193541616,16.611852738633136,68367.23003068173,261.47127955223255,-7.817881065368834,73.380376,2025-11-25T15:44:37,157
69,12,40,128,2,2,0.17180615886882267,32,0.0006426181084106383,2000,1.0,206.9119464750179,16.443671300531513,60331.27239191311,245.62425041496434,-6.781417855243115,91.676828,2025-11-25T15:45:51,136
70,12,40,128,2,2,0.17657443513923518,32,0.0006432925602407658,2000,1.0,180.75041203333976,14.223322863018376,46541.076443517726,215.73380922682873,-5.002783446820979,214.388371,2025-11-25T15:47:23,319
71,12,40,128,2,2,0.16774886020451588,32,0.0006319022186051313,2000,1.0,252.94889843767874,20.2686689659386,83089.16518457462,288.2519127162466,-9.716689502990794,83.834452,2025-11-25T15:50:58,128
72,52,26,256,3,4,0.1,64,0.0001,2000,1.0,2904.8454537136245,213.27596875861997,9124023.396731747,3020.599840550176,-25.550637069078267,281.761773,2025-11-25T15:52:23,268
73,12,40,128,2,2,0.1781685448844483,32,0.0006376982545956335,2000,1.0,223.73041049047194,17.77812397410374,68893.96432169418,262.4765976648093,-7.885818296833598,116.453577,2025-11-25T15:57:05,173
74,12,40,128,2,2,0.17958208605386639,32,0.0006428375936257811,2000,1.0,200.39782679661394,15.997441400451743,49943.38803931888,223.480173705228,-5.441607412420228,109.638567,2025-11-25T15:59:02,163
75,12,40,128,2,2,0.17595179994313534,32,0.0006244835604439827,2000,1.0,310.2798206496206,24.98450881700652,121645.68479413436,348.77741439797154,-14.689639322064645,73.746594,2025-11-25T16:00:52,110
76,12,40,128,2,2,0.16569618155568133,32,0.0006348417318297764,2000,1.0,172.37134431608192,13.676974880112649,45564.722832058964,213.45894882168554,-4.876855132631228,72.665316,2025-11-25T16:02:07,111
77,12,39,128,2,2,0.17600151688225885,32,0.0006696347460157981,2000,1.0,259.0960540194804,20.72066548160099,114836.37758989335,338.8751652008352,-13.811387255429647,202.235001,2025-11-25T16:03:20,306
78,12,39,128,2,2,0.1771256690689463,32,0.000656994757137203,2000,1.0,292.1715641707229,23.335041310928236,127692.47247483193,357.3408351627784,-15.469543006505273,118.711711,2025-11-25T16:06:43,181
79,12,39,128,2,2,0.17434820406267992,32,0.0006460370585691066,2000,1.0,154.10017638642634,12.21049091604689,32011.33483482712,178.91711722143054,-3.128763783329034,121.829346,2025-11-25T16:08:42,184
80,12,39,128,2,2,0.16574834268467978,32,0.0006667158988649493,2000,1.0,168.45889565432046,13.393588630516126,38563.899706128,196.37693272410587,-3.9739016905151923,109.652482,2025-11-25T16:10:45,166
81,12,39,128,2,2,0.15970896504999438,32,0.0006178928142518794,2000,1.0,277.50150799253447,22.187319274020712,100889.36980475417,317.630870358588,-12.012527541324829,86.943853,2025-11-25T16:12:35,131
82,12,39,128,2,2,0.1779918837816845,32,0.0006904500518155295,2000,1.0,185.55689163836882,14.765820493770907,46725.77028319318,216.1614449507432,-5.0266049225635765,162.992846,2025-11-25T16:14:03,245
83,12,39,128,2,2,0.17903590407558648,32,0.0006886881583106006,2000,1.0,243.3740914971047,19.700391108062153,105354.70360219957,324.58389301103585,-12.58845817834749,80.801218,2025-11-25T16:16:46,121
84,12,39,128,2,2,0.16235839208962072,32,0.0006679839369196899,2000,1.0,311.1228114887809,24.99129156554547,120669.2260825369,347.3747631629806,-14.563697452250032,100.400744,2025-11-25T16:18:08,151
85,12,39,128,2,2,0.20077834490030233,32,0.0007190064755258394,2000,1.0,266.1392125880373,21.446658809579276,108967.69629233581,330.1025542045014,-13.054455408561012,76.039243,2025-11-25T16:19:49,115
86,12,39,128,2,2,0.18438580440186708,32,0.0006551495965534247,2000,1.0,277.2830620180374,22.22121401618756,128278.13232679095,358.15936721910674,-15.545080349718074,87.341999,2025-11-25T16:21:05,132
87,12,39,128,2,2,0.1823923193730288,32,0.0006866003260854744,2000,1.0,222.91694491146322,17.663926728117836,74069.31497153064,272.1567838058251,-8.553325616954025,76.391688,2025-11-25T16:22:33,118
88,12,39,128,2,2,0.18229169427620914,32,0.0006804723284518793,2000,1.0,211.77814738947882,16.82942941748023,64417.95267377971,253.80692006676986,-7.308510450065452,144.819607,2025-11-25T16:23:50,220
89,12,39,128,2,2,0.17519100234002072,32,0.0006827032812717947,2000,1.0,212.22925661742556,16.79214357221135,76116.88965861885,275.8928952666575,-8.81741807843156,94.352701,2025-11-25T16:26:16,143
90,12,39,128,2,2,0.18124751941594763,32,0.00069189453590131,2000,1.0,196.4206777607172,15.68701010994588,52784.09791730195,229.7479007897612,-5.80799700922021,78.21067,2025-11-25T16:27:51,118
91,12,39,128,2,2,0.17321853996200604,32,0.0006810900550775129,2000,1.0,194.17940099970807,15.435806678875668,56527.64104978223,237.7554227557854,-6.290832398199333,110.576612,2025-11-25T16:29:10,167
92,12,39,128,2,2,0.17861187097094383,32,0.0007110238886178788,2000,1.0,194.50045679492914,15.49734074375203,49477.26494830361,222.43485551572982,-5.3814877033644395,111.911291,2025-11-25T16:31:01,169
93,12,39,128,2,2,0.184079377378746,32,0.0007007783757364687,2000,1.0,155.26176962779368,12.36615236107863,38428.07729289008,196.0308069995379,-3.9563835625260086,75.284625,2025-11-25T16:32:54,114
94,12,38,128,2,2,0.17455049461417801,32,0.0007198333670911031,2000,1.0,167.86432102259084,13.253233094051394,41361.252633355856,203.37466074552123,-4.334699186612177,96.779387,2025-11-25T16:34:10,148
95,12,38,128,2,2,0.17304800284245425,32,0.0007196119034761567,2000,1.0,219.80643486928787,17.491485337563837,68672.0750425232,262.05357284823117,-7.85719942091114,94.268669,2025-11-25T16:35:47,143
96,12,38,128,2,2,0.18257633003900411,32,0.0007051536834672098,2000,1.0,225.4518185356609,17.949047150910133,77882.13488009539,279.07370868660377,-9.045096198595347,112.941564,2025-11-25T16:37:22,173
97,12,38,128,2,2,0.17635927723012612,32,0.000740850309470581,2000,1.0,170.95438237318277,13.469408945363767,45403.27660503209,213.08044632258515,-4.856032091713282,210.69857,2025-11-25T16:39:16,320
98,12,38,128,2,2,0.18889792310812148,32,0.0007769828619716396,2000,1.0,150.73182111539012,11.955215580652109,32628.665973747746,180.63406648179006,-3.208386031568546,96.880652,2025-11-25T16:42:47,149
99,12,38,128,2,2,0.18962907839627868,32,0.0007839259286654558,2000,1.0,136.42097514970686,10.64391501834046,30778.533374175062,175.43811836136143,-2.969759291668858,169.383246,2025-11-25T16:44:25,257
100,12,38,128,2,2,0.1837119454597929,32,0.000809486384263102,2000,1.0,172.56377479883443,13.553290070119775,46121.96068882322,214.7602400092327,-4.9487266585635075,103.61714,2025-11-25T16:47:15,159
101,12,37,128,2,2,0.18981903569159925,32,0.000856839655472955,2000,1.0,143.2384978383351,11.232416432542315,33907.96657025595,184.1411593594869,-3.3733878972548146,200.131903,2025-11-25T16:48:59,308
102,12,37,128,2,2,0.19522664815503227,32,0.000897981798511839,2000,1.0,146.48357698238155,11.536356834268046,32428.0381904127,180.07786701983312,-3.182509424734203,88.300096,2025-11-25T16:52:20,137
103,12,37,128,2,2,0.19823143303889454,32,0.0009415978087037559,2000,1.0,170.87189474018703,13.477271574558495,43010.696741476124,207.390204063442,-4.547441489654886,78.620237,2025-11-25T16:53:49,122
104,12,37,128,2,2,0.1941476344341624,32,0.0009482243094195986,2000,1.0,199.51088649590216,16.63281788184861,81768.37741375431,285.95170468761734,-9.546336696968662,82.030937,2025-11-25T16:55:08,127
105,12,37,128,2,2,0.1960684977614197,32,0.0009522841140647189,2000,1.0,188.05342294275306,14.968537885994563,57102.50890772156,238.96131257532372,-6.364977809638958,91.01091,2025-11-25T16:56:31,141
106,12,37,128,2,2,0.19881341904278313,32,0.0009399277558323036,2000,1.0,184.2469435835379,14.730640426542005,50691.811842371775,225.14842180741968,-5.538137754206048,87.921653,2025-11-25T16:58:03,136
107,12,37,128,2,2,0.2001537183241144,32,0.0009540890264202901,2000,1.0,216.96937618258244,17.233635550592684,63862.096731756574,252.7095105684718,-7.236817160984719,75.89186,2025-11-25T16:59:31,118
108,12,37,128,2,2,0.197291128927793,32,0.0009496761629061693,2000,1.0,152.46265841242075,12.410073519607613,36143.455754825925,190.11432285555426,-3.6617172290649505,104.514116,2025-11-25T17:00:48,162
109,12,37,128,2,2,0.20202498451091389,32,0.0009607510790904868,2000,1.0,124.81232490571148,10.26727701307713,19892.28796682611,141.04002257099262,-1.5656711458226553,95.060662,2025-11-25T17:02:33,147
110,12,37,128,2,2,0.19921978728596532,32,0.0009963117658143203,2000,1.0,151.6550053535496,11.87445912150334,35202.850621437225,187.6242271707927,-3.5403996886003934,99.771427,2025-11-25T17:04:09,154
111,12,37,128,2,2,0.20161592500346026,32,0.001,2000,1.0,136.85707551559457,11.215071843212773,27050.379623539146,164.46999611947203,-2.488908797188346,80.030762,2025-11-25T17:05:49,124
112,12,37,128,2,2,0.20284067390359625,32,0.001,2000,1.0,197.78833888563022,15.693964630090834,55150.20091713005,234.84079908978774,-6.113172673519222,105.8501,2025-11-25T17:07:10,164
113,12,36,128,2,2,0.20864061234018155,32,0.001,2000,1.0,159.454177164948,12.537870643644627,43274.997387421376,208.02643434770826,-4.581530506577167,88.470309,2025-11-25T17:08:56,141
114,12,37,128,2,2,0.20751513264639773,32,0.001,2000,1.0,204.84713362275605,16.383429524557197,58011.08675014062,240.85490808812807,-6.48216452832692,94.032601,2025-11-25T17:10:25,149
115,12,37,128,2,2,0.20462330547112254,32,0.001,2000,1.0,207.5756352476344,16.83483490301185,59901.58332486827,244.74799963404863,-6.725997340376704,70.522552,2025-11-25T17:12:00,112
116,12,36,128,2,2,0.2026619025158619,32,0.001,2000,1.0,561.1375370659142,47.59606502111463,594311.4866289751,770.9160049116733,-75.6532153273577,70.824555,2025-11-25T17:13:11,114
117,12,38,128,2,2,0.1882134555748628,32,0.0009023752861327118,2000,1.0,238.2708745423266,19.299832622925432,89740.99373933395,299.5680118759911,-10.574630259648172,75.067916,2025-11-25T17:14:23,118
118,12,38,128,2,2,0.2036535323031834,32,0.00087103527921488,2000,1.0,148.40547539872827,11.880186495152,33476.30312791049,182.96530580388864,-3.3177127310507455,75.090759,2025-11-25T17:15:38,118
119,12,38,128,2,2,0.2011686824131174,32,0.0008932838979702033,2000,1.0,189.17500165980118,14.947377402936759,49106.67928485735,221.6002691443703,-5.333690238068078,274.105748,2025-11-25T17:16:54,429
120,52,26,128,3,2,0.5,64,0.001,2000,1.0,1894.4631782637175,157.19392141261898,4723975.023309898,2173.4707321033557,-12.746626999248939,69.530372,2025-11-25T17:21:29,147
121,12,38,128,2,2,0.20142868703252223,32,0.0008846372300178239,2000,1.0,201.86912896337742,16.01388931824978,55347.641743759734,235.26079516944537,-6.1386382324703055,94.977654,2025-11-25T17:22:39,146
122,12,38,128,2,2,0.2014737943399066,32,0.0008912003802338676,2000,1.0,174.87947919674946,13.888807998768279,41881.373857267514,204.64939251624352,-4.401783476702163,106.325586,2025-11-25T17:24:15,163
123,12,38,128,2,2,0.20424290083999422,32,0.000903282125797891,2000,1.0,174.46157380482916,13.768035571372339,43943.803870756215,209.62777456901128,-4.667791951177856,79.855991,2025-11-25T17:26:02,122
124,12,38,128,2,2,0.20463822624351005,32,0.0008963522388995836,2000,1.0,186.71139463014313,14.802852409088338,45118.69770287911,212.41162327631486,-4.819327622163,280.088062,2025-11-25T17:27:23,429
125,12,38,128,2,2,0.19492701406192164,32,0.0009020867948983876,2000,1.0,158.49138888242655,12.565433368609256,32552.487145159932,180.4230781944481,-3.1985606247196063,151.441441,2025-11-25T17:32:04,233
126,12,38,128,2,2,0.19695601901510598,32,0.0009111917001299274,2000,1.0,129.26040364476032,10.139279456625738,26715.998402320354,163.45029336871914,-2.4457809150454413,110.755336,2025-11-25T17:34:36,171
127,12,38,128,2,2,0.20503043717860314,32,0.0009070379543546178,2000,1.0,243.59615433759407,19.43625200262319,75818.29272340583,275.3512170363622,-8.778905588456313,100.057318,2025-11-25T17:36:28,155
128,12,38,128,2,2,0.19959142654976708,32,0.0009103929363865772,2000,1.0,183.89023098590164,14.58612741307365,46122.37315746783,214.76120030738286,-4.948779858019587,80.218237,2025-11-25T17:38:09,124
129,12,38,128,2,2,0.20842769472498396,32,0.0009083529734888734,2000,1.0,180.79771684563875,14.426337062873436,46497.15305573759,215.63198523349357,-4.9971182881000615,74.721553,2025-11-25T17:39:30,116
130,12,38,128,2,2,0.20030974985907218,32,0.000917034044474434,2000,1.0,133.85498256727814,10.722801597755156,25207.82374880885,158.76971924396935,-2.2512592894874066,87.856805,2025-11-25T17:40:45,135
131,12,38,128,2,2,0.20068656036003324,32,0.0009249349446429773,2000,1.0,239.6110788760036,19.163224625311646,71667.11784074626,267.7071494016293,-8.243494597248812,103.603384,2025-11-25T17:42:14,160
132,12,38,128,2,2,0.19485547764220187,32,0.0009177307979947562,2000,1.0,208.16405320405627,16.523718051576523,55790.454059248324,236.20002976131974,-6.19575136006823,310.05662,2025-11-25T17:43:58,478
133,12,38,128,2,2,0.2076737300436856,32,0.000907597073458328,2000,1.0,246.82479881606943,19.75563996536104,75176.64610301143,274.18359925971396,-8.696147173612031,99.033449,2025-11-25T17:49:09,153
134,12,38,128,2,2,0.2001028973908361,32,0.0009099113393739801,2000,1.0,230.43522929596054,18.354323455953857,68134.35420866725,261.0255815215575,-7.787845165119517,107.067278,2025-11-25T17:50:49,165
135,12,38,128,2,2,0.19998396003579727,32,0.0009042631495476282,2000,1.0,136.96161264367362,10.873409298773208,26074.353096022558,161.4755495300219,-2.3630226696909498,103.73668,2025-11-25T17:52:37,160
136,12,38,128,2,2,0.19659622765056248,32,0.0009092783521294585,2000,1.0,212.10454587345043,16.81920810234851,59824.78309419177,244.5910527680679,-6.716091786215824,182.459058,2025-11-25T17:54:22,281
