seed,deleted_samples,window_size,test_size,hidden_size,n_head,num_layers,epoch_number,Target,LR,MAE,MAPE,MSE,RMSE,r2
1048596,0,8,4,64,2,2,50,XSICNESE Index  (L2),0.01,19.2633056640625,3.385466724791301,371.0749451071024,19.2633056640625,-inf
1048596,0,8,4,64,2,2,50,XSICNESE Index  (L2),0.001,396.418212890625,69.66928170309754,157147.39951139688,396.418212890625,-inf
1048596,0,8,4,64,2,2,50,XSICUENE Index  (R1),0.01,10.2635498046875,1.784965183423913,105.34045459330082,10.2635498046875,-inf
1048596,0,8,4,64,2,2,50,XSICUENE Index  (R1),0.001,13.4976806640625,2.3474227241847827,182.1873833090067,13.4976806640625,-inf
1048596,0,8,4,64,2,2,100,NE,0.01,1981.602294921875,57.74028301239014,3926747.75,1981.602294921875,-inf
1048596,0,8,4,64,2,2,100,NE,0.001,1841.1591796875,53.648024797439575,3389867.0,1841.1591796875,-inf
1048596,0,8,4,64,2,2,100,SE,0.01,1716.7442626953125,156.2086820602417,2947210.75,1716.7442626953125,-inf
1048596,0,8,4,64,2,2,100,SE,0.001,1628.4041748046875,148.17050695419312,2651700.25,1628.4041748046875,-inf
1048596,0,8,4,64,2,2,100,NAE,0.01,1321.025146484375,210.52193641662598,1745107.5,1321.025146484375,-inf
1048596,0,8,4,64,2,2,100,NAE,0.001,1485.678466796875,236.7614984512329,2207240.5,1485.678466796875,-inf
1048596,0,8,4,64,2,2,100,NAW,0.01,3063.71826171875,63.81959319114685,9386370.0,3063.71826171875,-inf
1048596,0,8,4,64,2,2,100,NAW,0.001,2872.8017578125,59.842658042907715,8252990.0,2872.8017578125,-inf
1048596,0,8,4,64,2,2,100,SAE,0.01,104.0185546875,3.358975797891617,10819.859375,104.0185546875,-inf
1048596,0,8,4,64,2,2,100,SAE,0.001,247.79052734375,8.001672476530075,61400.14453125,247.79052734375,-inf
1048596,0,8,4,64,2,2,100,SAW,0.01,908.6182250976562,102.615487575531,825587.0625,908.6182250976562,-inf
1048596,0,8,4,64,2,2,100,SAW,0.001,699.6901245117188,79.02003526687622,489566.28125,699.6901245117188,-inf
1048596,0,8,4,64,2,2,100,XSICFEUW Index  (R4),0.01,554.6552734375,12.070843818008706,307642.4723520279,554.6552734375,-inf
1048596,0,8,4,64,2,2,100,XSICFEUW Index  (R4),0.001,2299.69091796875,50.0476804781012,5288578.318187952,2299.69091796875,-inf
1048596,0,8,4,64,2,2,100,XSICFENE Index  (R1),0.01,665.150390625,13.250007781374501,442425.0421485901,665.150390625,-inf
1048596,0,8,4,64,2,2,100,XSICFENE Index  (R1),0.001,2297.006591796875,45.757103422248505,5276239.282758296,2297.006591796875,-inf
1048596,0,8,4,64,2,2,100,XSICFESE Index  (L4),0.01,1169.54833984375,21.156807884293595,1367843.3192312717,1169.54833984375,-inf
1048596,0,8,4,64,2,2,100,XSICFESE Index  (L4),0.001,751.2578125,13.590047259406656,564388.3008422852,751.2578125,-inf
1048596,0,8,4,64,2,2,100,XSICNEFE Index  (R2),0.01,28.93145751953125,8.459490502786915,837.0292342044413,28.93145751953125,-inf
1048596,0,8,4,64,2,2,100,XSICNEFE Index  (R2),0.001,1.840087890625,0.5380373949195907,3.385923445224762,1.840087890625,-inf
1048596,0,8,4,64,2,2,100,XSICNESE Index  (L2),0.01,5.854248046875,1.0288660890817223,34.27222019433975,5.854248046875,-inf
1048596,0,8,4,64,2,2,100,XSICNESE Index  (L2),0.001,25.554443359375,4.491114825900703,653.029575407505,25.554443359375,-inf
1048596,0,8,4,64,2,2,100,XSICUENE Index  (R1),0.01,1.81500244140625,0.3156525985054348,3.294233862310648,1.81500244140625,-inf
1048596,0,8,4,64,2,2,100,XSICUENE Index  (R1),0.001,112.64459228515625,19.590363875679348,12688.804171089083,112.64459228515625,-inf
1048596,0,8,4,64,2,3,50,NE,0.01,1999.602783203125,58.264780044555664,3998411.25,1999.602783203125,-inf
1048596,0,8,4,64,2,3,50,NE,0.001,1662.1068115234375,48.43076467514038,2762599.0,1662.1068115234375,-inf
1048596,0,8,4,64,2,3,50,SE,0.01,1710.1612548828125,155.60967922210693,2924651.5,1710.1612548828125,-inf
1048596,0,8,4,64,2,3,50,SE,0.001,2121.994140625,193.08286905288696,4502859.0,2121.994140625,-inf
1048596,0,8,4,64,2,3,50,NAE,0.01,1412.130615234375,225.04074573516846,1994112.875,1412.130615234375,-inf
1048596,0,8,4,64,2,3,50,NAE,0.001,1349.9989013671875,215.1392698287964,1822497.0,1349.9989013671875,-inf
1048596,0,8,4,64,2,3,50,NAW,0.01,3005.73486328125,62.61175870895386,9034442.0,3005.73486328125,-inf
1048596,0,8,4,64,2,3,50,NAW,0.001,3251.960693359375,67.74082779884338,10575248.0,3251.960693359375,-inf
1048596,0,8,4,64,2,3,50,SAE,0.01,83.673828125,2.702002413570881,7001.3095703125,83.673828125,-inf
1048596,0,8,4,64,2,3,50,SAE,0.001,422.43359375,13.64126056432724,178450.140625,422.43359375,-inf
1048596,0,8,4,64,2,3,50,SAW,0.01,878.0715942382812,99.16567802429199,771009.75,878.0715942382812,-inf
1048596,0,8,4,64,2,3,50,SAW,0.001,710.7603149414062,80.270254611969,505180.21875,710.7603149414062,-inf
1048596,0,8,4,64,2,3,50,XSICFEUW Index  (R4),0.01,118.2529296875,2.5735131596844396,13983.755379676819,118.2529296875,-inf
1048596,0,8,4,64,2,3,50,XSICFEUW Index  (R4),0.001,1785.4609375,38.856603645266595,3187870.759338379,1785.4609375,-inf
1048596,0,8,4,64,2,3,50,XSICFENE Index  (R1),0.01,1161.103515625,23.129552104083665,1348161.3739967346,1161.103515625,-inf
1048596,0,8,4,64,2,3,50,XSICFENE Index  (R1),0.001,2181.1181640625,43.44856900522908,4757276.445603371,2181.1181640625,-inf
1048596,0,8,4,64,2,3,50,XSICFESE Index  (L4),0.01,832.51220703125,15.059916914458213,693076.5748560429,832.51220703125,-inf
1048596,0,8,4,64,2,3,50,XSICFESE Index  (L4),0.001,53.74169921875,0.9721725618442475,2888.1702349185944,53.74169921875,-inf
1048596,0,8,4,64,2,3,50,XSICNEFE Index  (R2),0.01,98.54159545898438,28.813332005550983,9710.44603560213,98.54159545898438,-inf
1048596,0,8,4,64,2,3,50,XSICNEFE Index  (R2),0.001,466.9149169921875,136.52482952987938,218009.53970982134,466.9149169921875,-inf
1048596,0,8,4,64,2,3,50,XSICNESE Index  (L2),0.01,61.6253662109375,10.830468578372145,3797.6857606321573,61.6253662109375,-inf
1048596,0,8,4,64,2,3,50,XSICNESE Index  (L2),0.001,0.28564453125,0.050201147847100176,0.08159279823303223,0.28564453125,-inf
1048596,0,8,4,64,2,3,50,XSICUENE Index  (R1),0.01,7.8402099609375,1.3635147758152173,61.468892231583595,7.8402099609375,-inf
1048596,0,8,4,64,2,3,50,XSICUENE Index  (R1),0.001,24.25726318359375,4.218654466711957,588.4148171581328,24.25726318359375,-inf
1048596,0,8,4,64,2,3,100,NE,0.01,1906.1180419921875,55.54080605506897,3633286.0,1906.1180419921875,-inf
1048596,0,8,4,64,2,3,100,NE,0.001,832.973388671875,24.271327257156372,693844.6875,832.973388671875,-inf
1048596,0,8,4,64,2,3,100,SE,0.01,2808.63330078125,255.5610179901123,7888421.0,2808.63330078125,-inf
1048596,0,8,4,64,2,3,100,SE,0.001,2743.3486328125,249.6206760406494,7525961.5,2743.3486328125,-inf
1048596,0,8,4,64,2,3,100,NAE,0.01,1391.04296875,221.6801643371582,1935000.5,1391.04296875,-inf
1048596,0,8,4,64,2,3,100,NAE,0.001,2360.33447265625,376.1489152908325,5571179.0,2360.33447265625,-inf
1048596,0,8,4,64,2,3,100,NAW,0.01,3216.655029296875,67.00538396835327,10346870.0,3216.655029296875,-inf
1048596,0,8,4,64,2,3,100,NAW,0.001,3384.293701171875,70.49742937088013,11453444.0,3384.293701171875,-inf
1048596,0,8,4,64,2,3,100,SAE,0.01,290.240234375,9.372462332248688,84239.390625,290.240234375,-inf
1048596,0,8,4,64,2,3,100,SAE,0.001,559.164794921875,18.05659681558609,312665.28125,559.164794921875,-inf
1048596,0,8,4,64,2,3,100,SAW,0.01,854.5742797851562,96.51198983192444,730297.1875,854.5742797851562,-inf
1048596,0,8,4,64,2,3,100,SAW,0.001,678.3474731445312,76.6096830368042,460155.28125,678.3474731445312,-inf
1048596,0,8,4,64,2,3,100,XSICFEUW Index  (R4),0.01,476.7021484375,10.374366668933623,227244.93832492828,476.7021484375,-inf
1048596,0,8,4,64,2,3,100,XSICFEUW Index  (R4),0.001,2065.8818359375,44.95934354597389,4267867.760056496,2065.8818359375,-inf
1048596,0,8,4,64,2,3,100,XSICFENE Index  (R1),0.01,2225.171142578125,44.3261183780503,4951386.613762438,2225.171142578125,-inf
1048596,0,8,4,64,2,3,100,XSICFENE Index  (R1),0.001,669.5126953125,13.336906281125499,448247.24918460846,669.5126953125,-inf
1048596,0,8,4,64,2,3,100,XSICFESE Index  (L4),0.01,2568.703125,46.46713323082489,6598235.744384766,2568.703125,-inf
1048596,0,8,4,64,2,3,100,XSICFESE Index  (L4),0.001,2218.02880859375,40.12353126978564,4919651.79575181,2218.02880859375,-inf
1048596,0,8,4,64,2,3,100,XSICNEFE Index  (R2),0.01,438.60894775390625,128.2482303373995,192377.80904978886,438.60894775390625,-inf
1048596,0,8,4,64,2,3,100,XSICNEFE Index  (R2),0.001,57.462371826171875,16.8018631070678,3301.9241758892313,57.462371826171875,-inf
1048596,0,8,4,64,2,3,100,XSICNESE Index  (L2),0.01,2.2735595703125,0.39957110198813706,5.16907311975956,2.2735595703125,-inf
1048596,0,8,4,64,2,3,100,XSICNESE Index  (L2),0.001,18.3475341796875,3.224522702932777,336.63201047480106,18.3475341796875,-inf
1048596,0,8,4,64,2,3,100,XSICUENE Index  (R1),0.01,11.6549072265625,2.0269403872282608,135.83686245977879,11.6549072265625,-inf
1048596,0,8,4,64,2,3,100,XSICUENE Index  (R1),0.001,100.47772216796875,17.474386463994566,10095.772652063519,100.47772216796875,-inf
1048596,0,8,4,64,4,2,50,NE,0.01,1954.1234130859375,56.93959593772888,3818598.25,1954.1234130859375,-inf
1048596,0,8,4,64,4,2,50,NE,0.001,1629.8419189453125,47.49062359333038,2656384.75,1629.8419189453125,-inf
1048596,0,8,4,64,4,2,50,SE,0.01,2261.7744140625,205.8016538619995,5115623.5,2261.7744140625,-inf
1048596,0,8,4,64,4,2,50,SE,0.001,3001.439453125,273.10469150543213,9008639.0,3001.439453125,-inf
1048596,0,8,4,64,4,2,50,NAE,0.01,1426.362548828125,227.3087739944458,2034510.125,1426.362548828125,-inf
1048596,0,8,4,64,4,2,50,NAE,0.001,1403.260986328125,223.62725734710693,1969141.375,1403.260986328125,-inf
1048596,0,8,4,64,4,2,50,NAW,0.01,3062.34619140625,63.79101276397705,9377964.0,3062.34619140625,-inf
1048596,0,8,4,64,4,2,50,NAW,0.001,2829.478271484375,58.94019603729248,8005947.5,2829.478271484375,-inf
1048596,0,8,4,64,4,2,50,SAE,0.01,88.312255859375,2.8517868369817734,7799.0546875,88.312255859375,-inf
1048596,0,8,4,64,4,2,50,SAE,0.001,1316.562255859375,42.51453876495361,1733336.125,1316.562255859375,-inf
1048596,0,8,4,64,4,2,50,SAW,0.01,920.2842407226562,103.9330005645752,846923.0625,920.2842407226562,-inf
1048596,0,8,4,64,4,2,50,SAW,0.001,625.9212036132812,70.68888545036316,391777.34375,625.9212036132812,-inf
1048596,0,8,4,64,4,2,50,XSICFEUW Index  (R4),0.01,1057.521484375,23.014613370511423,1118351.6899147034,1057.521484375,-inf
1048596,0,8,4,64,4,2,50,XSICFEUW Index  (R4),0.001,2585.376708984375,56.26499910738575,6684172.727358878,2585.376708984375,-inf
1048596,0,8,4,64,4,2,50,XSICFENE Index  (R1),0.01,1174.7099609375,23.400596831424302,1379943.4923257828,1174.7099609375,-inf
1048596,0,8,4,64,4,2,50,XSICFENE Index  (R1),0.001,1773.666259765625,35.331997206486555,3145892.0010309815,1773.666259765625,-inf
1048596,0,8,4,64,4,2,50,XSICFESE Index  (L4),0.01,998.78564453125,18.06775767965358,997572.7637217045,998.78564453125,-inf
1048596,0,8,4,64,4,2,50,XSICFESE Index  (L4),0.001,1264.640625,22.877001175832127,1599315.9104003906,1264.640625,-inf
1048596,0,8,4,64,4,2,50,XSICNEFE Index  (R2),0.01,9.3741455078125,2.7409782186586256,87.87460400164127,9.3741455078125,-inf
1048596,0,8,4,64,4,2,50,XSICNEFE Index  (R2),0.001,75.89834594726562,22.19249881498995,5760.558917530812,75.89834594726562,-inf
1048596,0,8,4,64,4,2,50,XSICNESE Index  (L2),0.01,16.6412353515625,2.9246459317333042,276.9307140260935,16.6412353515625,-inf
1048596,0,8,4,64,4,2,50,XSICNESE Index  (L2),0.001,298.221923828125,52.411585910039534,88936.31585174799,298.221923828125,-inf
1048596,0,8,4,64,4,2,50,XSICUENE Index  (R1),0.01,11.5286865234375,2.004988960597826,132.91061295568943,11.5286865234375,-inf
1048596,0,8,4,64,4,2,50,XSICUENE Index  (R1),0.001,25.37432861328125,4.412926715353261,643.8565525747836,25.37432861328125,-inf
1048596,0,8,4,64,4,2,100,NE,0.01,1930.6966552734375,56.2569797039032,3727589.5,1930.6966552734375,-inf
1048596,0,8,4,64,4,2,100,NE,0.001,1663.1224365234375,48.46035838127136,2765976.25,1663.1224365234375,-inf
1048596,0,8,4,64,4,2,100,SE,0.01,1679.3258056640625,152.80393362045288,2820135.25,1679.3258056640625,-inf
1048596,0,8,4,64,4,2,100,SE,0.001,2282.439453125,207.6819896697998,5209530.0,2282.439453125,-inf
1048596,0,8,4,64,4,2,100,NAE,0.01,1408.48974609375,224.46050643920898,1983843.375,1408.48974609375,-inf
1048596,0,8,4,64,4,2,100,NAE,0.001,1426.10693359375,227.26802825927734,2033781.0,1426.10693359375,-inf
1048596,0,8,4,64,4,2,100,NAW,0.01,3123.7900390625,65.07093906402588,9758064.0,3123.7900390625,-inf
1048596,0,8,4,64,4,2,100,NAW,0.001,2950.669921875,61.46470904350281,8706453.0,2950.669921875,-inf
1048596,0,8,4,64,4,2,100,SAE,0.01,419.187255859375,13.536430895328522,175717.953125,419.187255859375,-inf
1048596,0,8,4,64,4,2,100,SAE,0.001,290.197265625,9.37107428908348,84214.453125,290.197265625,-inf
1048596,0,8,4,64,4,2,100,SAW,0.01,863.4835815429688,97.51816987991333,745603.875,863.4835815429688,-inf
1048596,0,8,4,64,4,2,100,SAW,0.001,747.9099731445312,84.46577787399292,559369.3125,747.9099731445312,-inf
1048596,0,8,4,64,4,2,100,XSICFEUW Index  (R4),0.01,449.62841796875,9.785166876360174,202165.71424508095,449.62841796875,-inf
1048596,0,8,4,64,4,2,100,XSICFEUW Index  (R4),0.001,2082.36669921875,45.31810009181175,4336251.070015192,2082.36669921875,-inf
1048596,0,8,4,64,4,2,100,XSICFENE Index  (R1),0.01,199.537109375,3.97484281623506,39815.05801773071,199.537109375,-inf
1048596,0,8,4,64,4,2,100,XSICFENE Index  (R1),0.001,671.970703125,13.385870580179283,451544.6258583069,671.970703125,-inf
1048596,0,8,4,64,4,2,100,XSICFESE Index  (L4),0.01,263.9951171875,4.775599080815847,69693.42189884186,263.9951171875,-inf
1048596,0,8,4,64,4,2,100,XSICFESE Index  (L4),0.001,1435.39892578125,25.965971884610166,2060370.0761339664,1435.39892578125,-inf
1048596,0,8,4,64,4,2,100,XSICNEFE Index  (R2),0.01,2.01336669921875,0.5887037132218567,4.0536454655230045,2.01336669921875,-inf
1048596,0,8,4,64,4,2,100,XSICNEFE Index  (R2),0.001,84.13690185546875,24.601433291072734,7079.018253836781,84.13690185546875,-inf
1048596,0,8,4,64,4,2,100,XSICNESE Index  (L2),0.01,15.314697265625,2.6915109429920916,234.53995233774185,15.314697265625,-inf
1048596,0,8,4,64,4,2,100,XSICNESE Index  (L2),0.001,19.467041015625,3.4212725862258346,378.96568590402603,19.467041015625,-inf
1048596,0,8,4,64,4,2,100,XSICUENE Index  (R1),0.01,2.55413818359375,0.4441979449728261,6.523621860891581,2.55413818359375,-inf
1048596,0,8,4,64,4,2,100,XSICUENE Index  (R1),0.001,2.488525390625,0.43278702445652173,6.192758619785309,2.488525390625,-inf
1048596,0,8,4,64,4,3,50,NE,0.01,2026.5927734375,59.0512216091156,4107078.25,2026.5927734375,-inf
1048596,0,8,4,64,4,3,50,NE,0.001,1737.7303466796875,50.634294748306274,3019706.75,1737.7303466796875,-inf
1048596,0,8,4,64,4,3,50,SE,0.01,1276.9813232421875,116.19410514831543,1630681.25,1276.9813232421875,-inf
1048596,0,8,4,64,4,3,50,SE,0.001,3636.591796875,330.89797496795654,13224800.0,3636.591796875,-inf
1048596,0,8,4,64,4,3,50,NAE,0.01,1369.5130615234375,218.24908256530762,1875566.0,1369.5130615234375,-inf
1048596,0,8,4,64,4,3,50,NAE,0.001,1369.7056884765625,218.2797908782959,1876093.625,1369.7056884765625,-inf
1048596,0,8,4,64,4,3,50,NAW,0.01,2979.3828125,62.06282377243042,8876722.0,2979.3828125,-inf
1048596,0,8,4,64,4,3,50,NAW,0.001,3240.919921875,67.51084327697754,10503562.0,3240.919921875,-inf
1048596,0,8,4,64,4,3,50,SAE,0.01,80.725341796875,2.606789581477642,6516.58056640625,80.725341796875,-inf
1048596,0,8,4,64,4,3,50,SAE,0.001,7.672607421875,0.2477644942700863,58.86890411376953,7.672607421875,-inf
1048596,0,8,4,64,4,3,50,SAW,0.01,915.2952270507812,103.36955785751343,837765.375,915.2952270507812,-inf
1048596,0,8,4,64,4,3,50,SAW,0.001,910.3855590820312,102.81507968902588,828801.875,910.3855590820312,-inf
1048596,0,8,4,64,4,3,50,XSICFEUW Index  (R4),0.01,138.9033203125,3.0229231841675737,19294.132393836975,138.9033203125,-inf
1048596,0,8,4,64,4,3,50,XSICFEUW Index  (R4),0.001,2688.503173828125,58.50931825523668,7228049.315683901,2688.503173828125,-inf
1048596,0,8,4,64,4,3,50,XSICFENE Index  (R1),0.01,426.79248046875,8.501842240413348,182151.82138466835,426.79248046875,-inf
1048596,0,8,4,64,4,3,50,XSICFENE Index  (R1),0.001,653.63720703125,13.020661494646415,427241.5984156132,653.63720703125,-inf
1048596,0,8,4,64,4,3,50,XSICFESE Index  (L4),0.01,743.72265625,13.453738354739508,553123.3894195557,743.72265625,-inf
1048596,0,8,4,64,4,3,50,XSICFESE Index  (L4),0.001,2194.512451171875,39.6981268301714,4815884.898348391,2194.512451171875,-inf
1048596,0,8,4,64,4,3,50,XSICNEFE Index  (R2),0.01,63.124420166015625,18.457432797080592,3984.69242129568,63.124420166015625,-inf
1048596,0,8,4,64,4,3,50,XSICNEFE Index  (R2),0.001,192.0389404296875,56.15173696774488,36878.954641357064,192.0389404296875,-inf
1048596,0,8,4,64,4,3,50,XSICNESE Index  (L2),0.01,3.73193359375,0.6558758512741651,13.92732834815979,3.73193359375,-inf
1048596,0,8,4,64,4,3,50,XSICNESE Index  (L2),0.001,150.1640625,26.390872144112475,22549.245666503906,150.1640625,-inf
1048596,0,8,4,64,4,3,50,XSICUENE Index  (R1),0.01,9.2591552734375,1.6102878736413042,85.73195637762547,9.2591552734375,-inf
1048596,0,8,4,64,4,3,50,XSICUENE Index  (R1),0.001,52.468017578125,9.12487262228261,2752.892868578434,52.468017578125,-inf
1048596,0,8,4,64,4,3,100,NE,0.01,1831.4862060546875,53.366172313690186,3354341.75,1831.4862060546875,-inf
1048596,0,8,4,64,4,3,100,NE,0.001,1540.2103271484375,44.87892389297485,2372247.75,1540.2103271484375,-inf
1048596,0,8,4,64,4,3,100,SE,0.01,1999.4561767578125,181.9329857826233,3997825.0,1999.4561767578125,-inf
1048596,0,8,4,64,4,3,100,SE,0.001,2320.1728515625,211.11538410186768,5383202.0,2320.1728515625,-inf
1048596,0,8,4,64,4,3,100,NAE,0.01,1425.988037109375,227.24909782409668,2033441.875,1425.988037109375,-inf
1048596,0,8,4,64,4,3,100,NAE,0.001,1415.5966796875,225.59309005737305,2003914.0,1415.5966796875,-inf
1048596,0,8,4,64,4,3,100,NAW,0.01,3205.544921875,66.77395105361938,10275518.0,3205.544921875,-inf
1048596,0,8,4,64,4,3,100,NAW,0.001,3002.8740234375,62.55216598510742,9017252.0,3002.8740234375,-inf
1048596,0,8,4,64,4,3,100,SAE,0.01,243.41162109375,7.860268652439117,59249.21875,243.41162109375,-inf
1048596,0,8,4,64,4,3,100,SAE,0.001,1521.093505859375,49.11927878856659,2313725.5,1521.093505859375,-inf
1048596,0,8,4,64,4,3,100,SAW,0.01,868.2131958007812,98.05231094360352,753794.125,868.2131958007812,-inf
1048596,0,8,4,64,4,3,100,SAW,0.001,761.7433471679688,86.02806329727173,580252.9375,761.7433471679688,-inf
1048596,0,8,4,64,4,3,100,XSICFEUW Index  (R4),0.01,1323.0908203125,28.794141900163222,1750569.3187952042,1323.0908203125,-inf
1048596,0,8,4,64,4,3,100,XSICFEUW Index  (R4),0.001,1545.04052734375,33.62438579638194,2387150.231134653,1545.04052734375,-inf
1048596,0,8,4,64,4,3,100,XSICFENE Index  (R1),0.01,312.8134765625,6.231344154631474,97852.27111911774,312.8134765625,-inf
1048596,0,8,4,64,4,3,100,XSICFENE Index  (R1),0.001,1783.276611328125,35.52343847267181,3180075.4725099206,1783.276611328125,-inf
1048596,0,8,4,64,4,3,100,XSICFESE Index  (L4),0.01,5.7119140625,0.10332695482091173,32.625962257385254,5.7119140625,-inf
1048596,0,8,4,64,4,3,100,XSICFESE Index  (L4),0.001,1435.2666015625,25.96357817587735,2059990.2175607681,1435.2666015625,-inf
1048596,0,8,4,64,4,3,100,XSICNEFE Index  (R2),0.01,54.214630126953125,15.852231031272842,2939.2261198023334,54.214630126953125,-inf
1048596,0,8,4,64,4,3,100,XSICNEFE Index  (R2),0.001,411.2542724609375,120.24978726927998,169130.07661737502,411.2542724609375,-inf
1048596,0,8,4,64,4,3,100,XSICNESE Index  (L2),0.01,14.6575927734375,2.576026849461775,214.84502591192722,14.6575927734375,-inf
1048596,0,8,4,64,4,3,100,XSICNESE Index  (L2),0.001,1377.4530029296875,242.0831288101384,1897376.7752800137,1377.4530029296875,-inf
1048596,0,8,4,64,4,3,100,XSICUENE Index  (R1),0.01,4.06268310546875,0.7065535835597826,16.505394015461206,4.06268310546875,-inf
1048596,0,8,4,64,4,3,100,XSICUENE Index  (R1),0.001,41.130126953125,7.153065557065218,1691.6873431801796,41.130126953125,-inf
1048596,0,16,4,32,2,2,50,NE,0.01,1936.2149658203125,56.41777515411377,3748928.5,1936.2149658203125,-inf
1048596,0,16,4,32,2,2,50,NE,0.001,1847.606689453125,53.83589267730713,3413650.5,1847.606689453125,-inf
1048596,0,16,4,32,2,2,50,SE,0.01,1765.2786865234375,160.62488555908203,3116208.75,1765.2786865234375,-inf
1048596,0,16,4,32,2,2,50,SE,0.001,2358.30712890625,214.585280418396,5561612.5,2358.30712890625,-inf
1048596,0,16,4,32,2,2,50,NAE,0.01,1293.940673828125,206.20567798614502,1674282.5,1293.940673828125,-inf
1048596,0,16,4,32,2,2,50,NAE,0.001,1413.48876953125,225.25718212127686,1997950.5,1413.48876953125,-inf
1048596,0,16,4,32,2,2,50,NAW,0.01,2983.542724609375,62.14947700500488,8901527.0,2983.542724609375,-inf
1048596,0,16,4,32,2,2,50,NAW,0.001,3054.14697265625,63.62021565437317,9327814.0,3054.14697265625,-inf
1048596,0,16,4,32,2,2,50,SAE,0.01,206.912353515625,6.681631505489349,42812.72265625,206.912353515625,-inf
1048596,0,16,4,32,2,2,50,SAE,0.001,63.321044921875,2.0447684451937675,4009.5546875,63.321044921875,-inf
1048596,0,16,4,32,2,2,50,SAW,0.01,878.0430297851562,99.16245341300964,770959.5625,878.0430297851562,-inf
1048596,0,16,4,32,2,2,50,SAW,0.001,840.9635620117188,94.97485756874084,707219.6875,840.9635620117188,-inf
1048596,0,16,4,32,2,2,50,XSICFEUW Index  (R4),0.01,615.397705078125,13.392768336847116,378714.3354154229,615.397705078125,-inf
1048596,0,16,4,32,2,2,50,XSICFEUW Index  (R4),0.001,405.01318359375,8.8142150945321,164035.67888474464,405.01318359375,-inf
1048596,0,16,4,32,2,2,50,XSICFENE Index  (R1),0.01,1213.65283203125,24.17635123568227,1472953.1966974735,1213.65283203125,-inf
1048596,0,16,4,32,2,2,50,XSICFENE Index  (R1),0.001,693.6044921875,13.816822553535857,481087.19158267975,693.6044921875,-inf
1048596,0,16,4,32,2,2,50,XSICFESE Index  (L4),0.01,962.11865234375,17.404461873077967,925672.3011877537,962.11865234375,-inf
1048596,0,16,4,32,2,2,50,XSICFESE Index  (L4),0.001,835.99267578125,15.122877637142729,698883.7539598942,835.99267578125,-inf
1048596,0,16,4,32,2,2,50,XSICNEFE Index  (R2),0.01,2.53289794921875,0.7406134354440789,6.4155720211565495,2.53289794921875,-inf
1048596,0,16,4,32,2,2,50,XSICNEFE Index  (R2),0.001,54.852447509765625,16.038727342036733,3008.790997811593,54.852447509765625,-inf
1048596,0,16,4,32,2,2,50,XSICNESE Index  (L2),0.01,21.4847412109375,3.775877189971441,461.59410490095615,21.4847412109375,-inf
1048596,0,16,4,32,2,2,50,XSICNESE Index  (L2),0.001,23.418701171875,4.115764705074692,548.4355645775795,23.418701171875,-inf
1048596,0,16,4,32,2,2,50,XSICUENE Index  (R1),0.01,4.48016357421875,0.779158882472826,20.071865651756525,4.48016357421875,-inf
1048596,0,16,4,32,2,2,50,XSICUENE Index  (R1),0.001,0.86871337890625,0.15108058763586957,0.7546629346907139,0.86871337890625,-inf
1048596,0,16,4,32,2,2,100,NE,0.01,1937.7230224609375,56.46171569824219,3754770.5,1937.7230224609375,-inf
1048596,0,16,4,32,2,2,100,NE,0.001,2145.619384765625,62.519437074661255,4603682.5,2145.619384765625,-inf
1048596,0,16,4,32,2,2,100,SE,0.01,1767.8280029296875,160.8568549156189,3125215.75,1767.8280029296875,-inf
1048596,0,16,4,32,2,2,100,SE,0.001,1445.3109130859375,131.51062726974487,2088923.625,1445.3109130859375,-inf
1048596,0,16,4,32,2,2,100,NAE,0.01,1397.298828125,222.6771116256714,1952444.0,1397.298828125,-inf
1048596,0,16,4,32,2,2,100,NAE,0.001,1418.830078125,226.10838413238525,2013078.75,1418.830078125,-inf
1048596,0,16,4,32,2,2,100,NAW,0.01,3403.2939453125,70.89321613311768,11582410.0,3403.2939453125,-inf
1048596,0,16,4,32,2,2,100,NAW,0.001,3021.87109375,62.94788718223572,9131705.0,3021.87109375,-inf
1048596,0,16,4,32,2,2,100,SAE,0.01,110.011962890625,3.552515432238579,12102.6318359375,110.011962890625,-inf
1048596,0,16,4,32,2,2,100,SAE,0.001,335.194091796875,10.824115574359894,112355.078125,335.194091796875,-inf
1048596,0,16,4,32,2,2,100,SAW,0.01,781.4968872070312,88.25893998146057,610737.375,781.4968872070312,-inf
1048596,0,16,4,32,2,2,100,SAW,0.001,696.3543090820312,78.64329814910889,484909.3125,696.3543090820312,-inf
1048596,0,16,4,32,2,2,100,XSICFEUW Index  (R4),0.01,680.93798828125,14.819107470756258,463676.54388451576,680.93798828125,-inf
1048596,0,16,4,32,2,2,100,XSICFEUW Index  (R4),0.001,609.380126953125,13.261809074061478,371344.13912540674,609.380126953125,-inf
1048596,0,16,4,32,2,2,100,XSICFENE Index  (R1),0.01,568.7470703125,11.329622914591633,323473.2299890518,568.7470703125,-inf
1048596,0,16,4,32,2,2,100,XSICFENE Index  (R1),0.001,1713.99951171875,34.143416568102595,2937794.3261721134,1713.99951171875,-inf
1048596,0,16,4,32,2,2,100,XSICFESE Index  (L4),0.01,87.287109375,1.5789998077966716,7619.039463043213,87.287109375,-inf
1048596,0,16,4,32,2,2,100,XSICFESE Index  (L4),0.001,508.66259765625,9.201566527790341,258737.63825440407,508.66259765625,-inf
