trial_index,window_size,batch_size,hidden_size,num_layers,epoch_number,lr,mae,mape,mse,rmse,r2,runtime_s,started_at
172,42,64,505,10,747,0.0005489464101403764,773.169127328125,20.61648546114203,730213.0260543181,854.5250295072217,-0.0009439458810556189,57.334355,2025-11-09T21:22:02
173,43,32,512,10,50,0.0009429563905649492,786.782896859375,21.386686215943985,741172.0721940026,860.9135102866039,-0.015966125018862964,6.413617,2025-11-09T21:23:01
174,43,64,453,10,365,0.00225286684676772,760.6235544114584,19.90671806661847,731928.4969543644,855.5281976383737,-0.003295438049053301,27.729362,2025-11-09T21:23:08
175,43,64,512,10,753,0.0001305222955016423,762.2129098802084,19.996636055818296,731084.2901800186,855.0346719168871,-0.0021382364795070607,58.391246,2025-11-09T21:23:37
176,43,64,32,10,952,0.048872149919669795,760.131041390625,19.878854079386656,732227.014138455,855.7026435266255,-0.00370463229442497,11.399395,2025-11-09T21:24:37
177,43,32,183,1,581,0.0040784439357765875,716.1030319264323,16.795858441943707,810442.0669973803,900.2455592766789,-0.11091839162564288,7.20638,2025-11-09T21:24:50
178,43,32,181,1,580,0.00459090962805233,605.667710407552,15.795683678640996,510282.54212976154,714.3406345223275,0.3005271023532994,7.176504,2025-11-09T21:24:59
179,43,64,368,10,928,0.0015060379627276166,761.28558240625,19.944172385212457,731554.7511941721,855.3097399154134,-0.0027831237755258087,68.105185,2025-11-09T21:25:07
180,43,64,350,10,658,0.001387361337064315,761.562193734375,19.95982170652788,731407.9381425167,855.2239111148125,-0.0025818788922007396,47.454414,2025-11-09T21:26:16
181,43,32,176,1,574,0.004471411710902212,569.1882104856771,15.274289388614978,517580.82736663846,719.4309052067741,0.2905229334840609,7.204983,2025-11-09T21:27:05
182,43,64,236,10,525,0.021362831023361926,753.9028018333335,19.054180993979678,762802.1018303417,873.3854257029606,-0.04561561967483896,35.437364,2025-11-09T21:27:14
183,43,64,232,9,495,0.014612807072031442,752.9218249583333,19.382670738314687,742208.7646624079,861.515388523274,-0.01738717752404484,29.993803,2025-11-09T21:27:51
184,43,32,176,1,562,0.004439293690736108,578.9170177916667,15.836617041914055,484120.93376816885,695.7879948433782,0.3363882861033952,6.862668,2025-11-09T21:28:22
185,43,32,182,1,577,0.004162765947711623,541.2849123802084,13.828074620752249,422501.66152556316,650.0012780953305,0.42085327823604,7.349693,2025-11-09T21:28:31
186,43,64,503,10,1000,0.004356418296588227,763.6054880052084,20.075421341593383,730494.0969621442,854.6894739975123,-0.001329225537147538,77.971845,2025-11-09T21:28:39
187,43,32,176,1,567,0.0045099710252622565,538.2562546328126,14.210741748588712,401165.882586489,633.3765724957697,0.45009942695940475,7.109266,2025-11-09T21:29:58
188,43,32,173,1,558,0.004593422554498453,615.1196368776042,16.361846757083693,502595.42817508586,708.9396505874713,0.3110642605519236,7.122422,2025-11-09T21:30:07
189,43,32,180,1,557,0.004224239435881954,562.7604447428386,14.820646131081478,447566.75427815225,669.0043006424938,0.3864951499248849,6.826896,2025-11-09T21:30:15
190,43,64,234,10,1000,0.014745828655261969,752.9217842682292,19.251794041952984,748674.9166937055,865.2600283693367,-0.026250694741542846,71.429771,2025-11-09T21:30:23
191,42,64,156,10,686,0.010742364507944947,774.5779814947917,20.696191566058953,730728.131640356,854.8263751431375,-0.0016500299954684827,66.211011,2025-11-09T21:31:36
192,43,32,482,10,894,0.019649719859575036,4028.389435492188,102.68562327471223,16957445.838492062,4117.941942098269,-22.244522001148106,107.552489,2025-11-09T21:32:44
193,43,64,32,8,505,0.011640155414760938,763.3697295416667,20.062083276323953,730584.19626841,854.7421811683391,-0.0014527297091040392,5.294597,2025-11-09T21:34:33
194,43,32,175,1,549,0.005078632472395238,523.9628252864583,13.697208691695973,378293.14852910646,615.0554028127112,0.4814523662573974,6.891953,2025-11-09T21:34:40
195,43,32,175,1,534,0.005063265503339686,672.9074444160157,15.825441733945786,699491.1967435662,836.3559031558074,0.041168188465751765,6.678205,2025-11-09T21:34:48
196,43,64,329,1,566,1e-05,678.371439935547,16.658813598653175,629430.091494639,793.3663034781847,0.1372048745265021,6.302921,2025-11-09T21:34:56
197,43,32,173,1,549,0.0049343176779644785,620.1984342753907,15.969502944211603,540013.5992999899,734.8561759283172,0.25977307494298874,6.637833,2025-11-09T21:35:04
198,43,64,331,9,50,0.0019414811716472991,755.9382516770834,19.641646464355205,735475.5085159839,857.5986873334077,-0.008157525716480096,3.565445,2025-11-09T21:35:12
199,43,32,176,1,553,0.005235603920751952,520.485692514974,14.481795445515596,391837.41112617,625.9691774569815,0.46288648593996584,7.047752,2025-11-09T21:35:17
