trial_index,test_size,window_size,batch_size,d_model,n_head,num_layers,epoch_number,lr,grad_clip,mae,mape,mse,rmse,r2,runtime_s,started_at
0,4,12,16,256,16,2,296,7.94956161328214e-05,0.6091964665957552,1439.7162118218116,97.59773134916446,2077631.7668841907,1441.3992392408811,-427.43140509470805,219.786248,2025-11-20T02:09:57
1,24,12,8,256,16,2,186,2.14469887445143e-05,0.03355857866696998,2410.573868558879,99.38909777279541,5869756.215709221,2422.757977122193,-98.67493014382742,105.803343,2025-11-20T02:13:37
2,24,24,32,512,4,1,375,0.0031106739200725377,0.6365909434113183,225.6410555255802,9.137037777921757,69011.72069572748,262.7008197469651,-0.17189508161214717,121.890148,2025-11-20T02:15:23
