trial_index,window_size,batch_size,d_model,num_layers,epoch_number,lr,n_head,mae,mape,mse,rmse,r2,runtime_s,started_at
0,90,64,192,3,125,0.00017320508075688776,4,669.3553066813884,15.257591652816055,771880.0427199852,878.5670393999454,-0.05805926235217296,4.341368,2025-11-10T15:47:27
1,14,64,64,3,52,1.0863674256667993e-05,4,1394.3216902405013,34.96405504195345,2424017.082959778,1556.9255226117202,-2.322736156887404,1.035559,2025-11-10T15:47:31
2,129,16,256,5,173,0.0002833141214154582,2,827.9024192737373,19.030344044752642,1111739.4601740732,1054.3905633938846,-0.5239236255086128,10.923983,2025-11-10T15:47:32
3,118,128,512,1,101,5.116264097435929e-05,1,1223.6064700509926,32.276949035213505,2348548.5183173656,1532.4974774261018,-2.2192871629803346,2.235744,2025-11-10T15:47:43
4,79,32,160,4,128,0.0013723985238526808,8,1256.2412661365727,28.692028943634,2307668.506344067,1519.1012166225353,-2.1632506379770478,5.884004,2025-11-10T15:47:46
