epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,9,,57.26008605957031,,,,,
0,10,,,129.67141723632812,0.22280311584472656,129.67141723632812,0.25073543190956116,129.67141723632812
0,10,82.30874633789062,,,,,,
1,19,,28.52267837524414,,,,,
1,21,,,90.70944213867188,0.1558581441640854,90.70944213867188,0.1690305471420288,90.70944213867188
1,21,45.41508483886719,,,,,,
2,29,,47.48704147338867,,,,,
2,32,,,27.22418212890625,0.046776946634054184,27.22418212890625,0.04789718613028526,27.22418212890625
2,32,40.70298385620117,,,,,,
3,39,,50.50910949707031,,,,,
3,43,,,102.41802978515625,0.1759759932756424,102.41802978515625,0.19295358657836914,102.41802978515625
3,43,41.089500427246094,,,,,,
4,49,,40.94727325439453,,,,,
4,54,,,24.6640625,0.04237811267375946,24.6640625,0.04329550638794899,24.6640625
4,54,32.256046295166016,,,,,,
5,59,,27.634815216064453,,,,,
5,65,,,29.56634521484375,0.05080128088593483,29.56634521484375,0.052125297486782074,29.56634521484375
5,65,28.14655876159668,,,,,,
6,69,,35.089046478271484,,,,,
6,76,,,124.20220947265625,0.21340586245059967,124.20220947265625,0.23889683187007904,124.20220947265625
6,76,30.344953536987305,,,,,,
7,79,,22.77109146118164,,,,,
7,87,,,10.6802978515625,0.018351027742028236,10.6802978515625,0.018520966172218323,10.6802978515625
7,87,27.512432098388672,,,,,,
8,89,,20.46472930908203,,,,,
8,98,,,39.67901611328125,0.0681770071387291,39.67901611328125,0.07058306783437729,39.67901611328125
8,98,29.515989303588867,,,,,,
9,99,,50.110382080078125,,,,,
9,109,,19.68294906616211,,,,,
9,109,,,117.56689453125,0.20200496912002563,117.56689453125,0.22470025718212128,117.56689453125
9,109,24.95819664001465,,,,,,
10,119,,30.102331161499023,,,,,
10,120,,,1.46136474609375,0.0025109359994530678,1.46136474609375,0.0025140924844890833,1.46136474609375
10,120,25.12372398376465,,,,,,
11,129,,32.457489013671875,,,,,
11,131,,,51.49652099609375,0.08848199248313904,51.49652099609375,0.0925777330994606,51.49652099609375
11,131,27.110017776489258,,,,,,
12,139,,20.18029022216797,,,,,
12,142,,,133.93325805664062,0.23012587428092957,133.93325805664062,0.2600477337837219,133.93325805664062
12,142,26.185911178588867,,,,,,
13,149,,21.738201141357422,,,,,
13,153,,,128.4923095703125,0.22077716886997223,128.4923095703125,0.2481725811958313,128.4923095703125
13,153,24.16596794128418,,,,,,
14,159,,19.991254806518555,,,,,
14,164,,,117.83477783203125,0.2024652510881424,117.83477783203125,0.22526991367340088,117.83477783203125
14,164,20.773109436035156,,,,,,
15,169,,16.071983337402344,,,,,
15,175,,,124.689697265625,0.21424347162246704,124.689697265625,0.23994700610637665,124.689697265625
15,175,19.485013961791992,,,,,,
16,179,,11.578514099121094,,,,,
16,186,,,124.36346435546875,0.21368293464183807,124.36346435546875,0.23924413323402405,124.36346435546875
16,186,19.486679077148438,,,,,,
17,189,,22.377168655395508,,,,,
17,197,,,97.63958740234375,0.16776561737060547,97.63958740234375,0.18312682211399078,97.63958740234375
17,197,21.805233001708984,,,,,,
18,199,,18.43381690979004,,,,,
18,208,,,110.5892333984375,0.19001586735248566,110.5892333984375,0.20996412634849548,110.5892333984375
18,208,20.460956573486328,,,,,,
19,209,,13.388372421264648,,,,,
19,219,,20.54875946044922,,,,,
19,219,,,121.43661499023438,0.20865397155284882,121.43661499023438,0.23295776546001434,121.43661499023438
19,219,19.747907638549805,,,,,,
20,229,,12.990043640136719,,,,,
20,230,,,117.07550048828125,0.20116065442562103,117.07550048828125,0.2236560434103012,117.07550048828125
20,230,18.05027961730957,,,,,,
21,239,,20.245872497558594,,,,,
21,241,,,122.2672119140625,0.21008111536502838,122.2672119140625,0.23473814129829407,122.2672119140625
21,241,20.69493293762207,,,,,,
22,249,,12.587005615234375,,,,,
22,252,,,116.12860107421875,0.19953368604183197,116.12860107421875,0.22164668142795563,116.12860107421875
22,252,18.414363861083984,,,,,,
23,259,,13.976966857910156,,,,,
23,263,,,119.38815307617188,0.2051342874765396,119.38815307617188,0.22857898473739624,119.38815307617188
23,263,17.34886360168457,,,,,,
24,269,,12.591150283813477,,,,,
24,274,,,118.63037109375,0.2038322538137436,118.63037109375,0.22696349024772644,118.63037109375
24,274,17.550153732299805,,,,,,
25,279,,22.608327865600586,,,,,
25,285,,,116.62612915039062,0.20038853585720062,116.62612915039062,0.2227019965648651,116.62612915039062
25,285,18.43437385559082,,,,,,
26,289,,19.564409255981445,,,,,
26,296,,,120.13702392578125,0.20642100274562836,120.13702392578125,0.23017774522304535,120.13702392578125
26,296,19.259519577026367,,,,,,
27,299,,15.288976669311523,,,,,
27,307,,,117.54281616210938,0.2019636034965515,117.54281616210938,0.2246490716934204,117.54281616210938
27,307,18.287128448486328,,,,,,
28,309,,16.810504913330078,,,,,
28,318,,,119.015869140625,0.2044946253299713,119.015869140625,0.22778502106666565,119.015869140625
28,318,18.948957443237305,,,,,,
29,319,,18.662376403808594,,,,,
29,329,,17.28639793395996,,,,,
29,329,,,116.62158203125,0.20038072764873505,116.62158203125,0.2226923555135727,116.62158203125
29,329,17.640005111694336,,,,,,
30,339,,13.50860595703125,,,,,
30,340,,,118.85174560546875,0.20421262085437775,118.85174560546875,0.22743520140647888,118.85174560546875
30,340,17.395463943481445,,,,,,
31,349,,12.188344955444336,,,,,
31,351,,,115.3741455078125,0.1982373595237732,115.3741455078125,0.22004826366901398,115.3741455078125
31,351,16.91236686706543,,,,,,
32,359,,10.502359390258789,,,,,
32,362,,,121.80166625976562,0.20928120613098145,121.80166625976562,0.23373989760875702,121.80166625976562
32,362,17.349180221557617,,,,,,
33,369,,15.22402572631836,,,,,
33,373,,,121.06683349609375,0.20801861584186554,121.06683349609375,0.23216605186462402,121.06683349609375
33,373,17.72318458557129,,,,,,
