epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,0,,,0.0069806817919015884,40063.1484375,0.009835530072450638,1.814054250717163,0.005853346548974514
0,0,0.03102174773812294,,,,,,
1,1,,,0.007130885496735573,61671.96484375,0.009798280894756317,1.763533592224121,0.009468091651797295
1,1,0.017606232315301895,,,,,,
2,2,,,0.009204920381307602,147009.859375,0.011171980760991573,1.7578651905059814,0.009954385459423065
2,2,0.015157108195126057,,,,,,
3,3,,,0.007019670680165291,44797.796875,0.009819400496780872,1.8133786916732788,0.008471999317407608
3,3,0.014453734271228313,,,,,,
4,4,,,0.008304045535624027,214211.515625,0.010725890286266804,1.464181661605835,0.00798792578279972
4,4,0.014862912707030773,,,,,,
5,5,,,0.00789166335016489,174780.1875,0.010334119200706482,1.5021406412124634,0.0075311316177248955
5,5,0.014519315212965012,,,,,,
6,6,,,0.006974689196795225,37040.5,0.009802875109016895,1.844369888305664,0.007130767218768597
6,6,0.014712819829583168,,,,,,
7,7,,,0.0068053510040044785,11475.9384765625,0.009850960224866867,1.9445821046829224,0.007125174626708031
7,7,0.013953023590147495,,,,,,
8,8,,,0.006763741839677095,4352.58642578125,0.009875830262899399,1.979788899421692,0.0072208065539598465
8,8,0.013752934522926807,,,,,,
9,9,,,0.0067725880071520805,5688.99951171875,0.009864828549325466,1.9743540287017822,0.0073169078677892685
9,9,0.014422773383557796,,,,,,
10,10,,,0.006844553630799055,9807.9970703125,0.009896139614284039,1.9877604246139526,0.007313886657357216
10,10,0.013975453563034534,,,,,,
11,11,,,0.00693455059081316,15150.353515625,0.009939825162291527,1.9383344650268555,0.007198456209152937
11,11,0.013439014554023743,,,,,,
12,12,,,0.007198084145784378,34398.1953125,0.010053441859781742,1.823546051979065,0.007064786273986101
12,12,0.013848892413079739,,,,,,
13,13,,,0.007606214843690395,64825.42578125,0.010276907123625278,1.7181212902069092,0.006943485699594021
13,13,0.01441232766956091,,,,,,
14,14,,,0.007949886843562126,83935.7421875,0.010449584573507309,1.7166346311569214,0.006850746460258961
14,14,0.013759199529886246,,,,,,
15,15,,,0.008019305765628815,87240.1796875,0.010484565049409866,1.7203377485275269,0.006854771636426449
15,15,0.013749262318015099,,,,,,
16,16,,,0.008082001470029354,90231.0546875,0.010517159476876259,1.7235521078109741,0.0069099185056984425
16,16,0.013491768389940262,,,,,,
17,17,,,0.007819753140211105,77026.2578125,0.010395622812211514,1.710338830947876,0.006924949586391449
17,17,0.013685610145330429,,,,,,
18,18,,,0.007633451372385025,66423.9921875,0.010304410010576248,1.7113416194915771,0.006941012106835842
18,18,0.013981644064188004,,,,,,
19,19,,,0.007532858289778233,58870.6640625,0.010244128294289112,1.7319655418395996,0.006993478164076805
19,19,0.013437219895422459,,,,,,
20,20,,,0.007450418081134558,52682.5234375,0.010197790339589119,1.7506155967712402,0.007065943442285061
20,20,0.013921222649514675,,,,,,
21,21,,,0.007405442651361227,49306.04296875,0.010174191556870937,1.761549711227417,0.007120409049093723
21,21,0.013166578486561775,,,,,,
22,22,,,0.007495127618312836,56024.98828125,0.01022601593285799,1.7405083179473877,0.007161993533372879
22,22,0.013200713321566582,,,,,,
23,23,,,0.007641787640750408,67015.578125,0.010316276922821999,1.710059642791748,0.00718678766861558
23,23,0.013581682927906513,,,,,,
24,24,,,0.007711260579526424,71455.0234375,0.010355666279792786,1.7047922611236572,0.007185311987996101
24,24,0.014365321956574917,,,,,,
25,25,,,0.007853282615542412,78525.0859375,0.01041978970170021,1.7135486602783203,0.007172220386564732
25,25,0.013758145272731781,,,,,,
26,26,,,0.007785062305629253,75074.2109375,0.010389684699475765,1.7096750736236572,0.0071142129600048065
26,26,0.013217116706073284,,,,,,
27,27,,,0.007653676439076662,67856.5859375,0.0103279585018754,1.7076687812805176,0.007027318701148033
27,27,0.013423801399767399,,,,,,
28,28,,,0.00745138805359602,52678.109375,0.010207530111074448,1.7502758502960205,0.006917795166373253
28,28,0.013399260118603706,,,,,,
29,29,,,0.007319740019738674,42801.4296875,0.010136876255273819,1.783464789390564,0.006861287169158459
29,29,0.013664402067661285,,,,,,
30,30,,,0.007169002667069435,31493.595703125,0.010063624009490013,1.828729271888733,0.006803165655583143
30,30,0.013601996004581451,,,,,,
31,31,,,0.0069939736276865005,18362.705078125,0.009989572688937187,1.895150899887085,0.006747434847056866
31,31,0.01409982517361641,,,,,,
32,32,,,0.00689705042168498,12753.720703125,0.009931353852152824,1.9763705730438232,0.006708452478051186
32,32,0.013857263140380383,,,,,,
33,33,,,0.006836875341832638,9648.8193359375,0.009896400384604931,1.9851882457733154,0.0066825528629124165
33,33,0.013443632051348686,,,,,,
34,34,,,0.006808970123529434,8986.2412109375,0.009874420240521431,1.9747616052627563,0.006667695939540863
34,34,0.013156251981854439,,,,,,
35,35,,,0.006851309910416603,15330.2783203125,0.009855284355580807,1.9494620561599731,0.006668101996183395
35,35,0.013364171609282494,,,,,,
36,36,,,0.006878229323774576,19357.853515625,0.009844931773841381,1.9324922561645508,0.006670675240457058
36,36,0.01397970225661993,,,,,,
37,37,,,0.006864180322736502,17246.91015625,0.009851079434156418,1.9410837888717651,0.006660989485681057
37,37,0.012714968994259834,,,,,,
38,38,,,0.006808442994952202,8877.697265625,0.009877003729343414,1.975291132926941,0.006648994982242584
38,38,0.014021368697285652,,,,,,
39,39,,,0.006856941618025303,10300.1259765625,0.009915351867675781,1.9905309677124023,0.006653062999248505
39,39,0.013290244154632092,,,,,,
40,40,,,0.0068876538425683975,11815.7626953125,0.009935195557773113,1.9764971733093262,0.006659998092800379
40,40,0.013974959030747414,,,,,,
41,41,,,0.006925021298229694,13695.005859375,0.00996068399399519,1.9369258880615234,0.006674256641417742
