epoch,step,train_loss_epoch,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,2,,12180.48046875,2.4263906478881836,12180.48046875,1.0963292121887207,12180.48046875
0,2,11268.6591796875,,,,,
1,5,,6096.82421875,1.2145068645477295,6096.82421875,0.7556411623954773,6096.82421875
1,5,7774.54931640625,,,,,
2,8,,1497.0439453125,0.29821592569351196,1497.0439453125,0.2595194876194,1497.0439453125
2,8,4903.25830078125,,,,,
