trial_index,LR,epochs,gradclip,attention_heads,hidden_size,mae,mape,mse,rmse,r2,runtime_s,started_at
12,0.07570717301371993,3,0.4670139797704532,1,29,2895.4428100585938,31.824013004695022,25342598.041988835,5034.143228195721,-0.3872036766455311,5.245421,2025-11-04T17:46:23
13,0.08888581998045397,3,0.7460761092468258,1,64,2861.2447509765625,31.009678844564124,25240577.18427545,5024.000117861807,-0.3816192567419341,5.229278,2025-11-04T17:46:30
14,0.06965573346023904,3,0.01,1,74,4736.7572021484375,132.9218003078946,22725296.994837493,4767.105725158347,-0.24393779563834417,5.878338,2025-11-04T17:46:36
15,0.09777956788389229,3,0.12989795556854278,8,41,4298.742431640625,114.37409755682701,19844646.5070695,4454.733045544873,-0.08625668728703562,5.354235,2025-11-04T17:46:44
16,0.08124140852377264,3,0.01,2,74,2900.0645141601562,42.60858513278415,21289855.940816924,4614.093187270596,-0.1653645923524747,5.592187,2025-11-04T17:46:51
17,0.09272798143171157,5,0.5494070821737922,2,41,3542.7179565429688,47.2732906216649,30693193.664825812,5540.143830698425,-0.6800846949193957,7.959031,2025-11-04T17:46:58
18,0.1,5,0.4662151188850558,1,96,3204.0405883789062,37.639662415749235,28549440.713928416,5343.167666649477,-0.5627398997891806,9.080904,2025-11-04T17:47:08
19,0.09637298725127708,3,0.01,8,67,3176.40673828125,36.847526968013504,28350111.20383939,5324.482247490303,-0.5518289967791059,5.464535,2025-11-04T17:47:19
0,0.050005,4,0.505,4,68,3154.312255859375,57.42983149123205,19375648.54385051,4401.777884429258,-0.06058466668998763,6.252954,2025-11-04T18:14:50
1,0.07314868292450905,4,0.7035651135444642,8,34,2867.690185546875,30.940816551479355,25365181.746593505,5036.385782145119,-0.3884398639538713,5.654722,2025-11-04T18:14:56
2,0.009316651452528314,4,0.1397645177692175,2,84,3807.1279907226562,55.012204559722214,32930305.402721718,5738.493304232542,-0.8025397653401289,6.867748,2025-11-04T18:15:02
3,0.03862403217093088,5,0.7593909097835422,4,119,5403.095458984375,100.77033280344716,47538700.68947676,6894.831447503032,-1.6021744207176916,9.282259,2025-11-04T18:15:09
0,0.050005,60,0.505,4,68,2895.8406982421875,41.366149752058334,21671419.97,4655.257239938519,-0.18625065238789262,76.940096,2025-11-04T18:15:39
1,0.05699861953020097,30,0.7592021375894547,8,48,2871.4224243164062,40.907948129340355,21669979.383974925,4655.102510576424,-0.18617179755907043,34.121404,2025-11-04T18:16:56
2,0.0032389923680108046,68,0.4693620926514268,1,111,2969.9876098632812,50.222203180515514,19651059.945583656,4432.951606501435,-0.07566014192111092,105.415525,2025-11-04T18:17:30
3,0.025668378356201577,47,0.7117023614514619,4,79,2888.591064453125,37.09329373028717,23041971.069126874,4800.205315309635,-0.2612719079272543,65.787588,2025-11-04T18:19:15
4,0.08440516195301898,85,0.017737895231693983,2,20,2910.330078125,43.39736032845561,21155528.56512952,4599.513948791711,-0.15801177757322504,100.591209,2025-11-04T18:20:21
5,1e-05,85,0.2821745754923001,1,128,2950.7174682617188,31.442515086104134,26533922.128507927,5151.10882514706,-0.4524144001142749,133.344547,2025-11-04T18:22:03
6,0.003872977529013138,63,0.43960716573113645,1,106,3000.6712646484375,33.09274764308292,26640601.128180593,5161.453393006721,-0.45825379749261796,98.513538,2025-11-04T18:24:17
7,0.004870458667983851,70,0.4845375274284465,1,112,2992.5682373046875,42.05435975467267,21855071.776540935,4674.940831341177,-0.19630338892398402,103.278329,2025-11-04T18:25:56
8,1e-05,68,0.18415461527216642,1,128,3045.7433471679688,33.095277943127236,27556257.82906969,5249.405473867463,-0.5083750336781874,106.422036,2025-11-04T18:27:40
9,1e-05,68,0.5402892075290171,1,119,3230.2739868164062,38.47538351942601,28784033.981605396,5365.075393841675,-0.5755810711204943,110.437811,2025-11-04T18:29:27
10,0.03326244015928634,100,1.0,1,34,2920.2030029296875,33.72897790882779,24824198.44155243,4982.388828820211,-0.3588275081680343,114.148858,2025-11-04T18:31:19
11,1e-05,52,0.3131483694420369,1,110,3290.8749389648438,40.143898605606246,29159187.036000147,5399.92472503091,-0.5961162070800732,80.934797,2025-11-04T18:33:14
12,0.1,75,0.4743966711633889,2,87,2796.413330078125,35.194710057493225,22686044.852826208,4762.986967526387,-0.2417892110447657,110.875971,2025-11-04T18:34:36
13,0.09994899027953148,41,0.31284676265943673,8,8,2909.3584594726562,45.44979986491221,20594717.35068743,4538.14029649673,-0.12731408125617216,29.493486,2025-11-04T18:36:27
14,0.06805657363319896,100,0.20233679852691497,8,8,2918.8902587890625,31.096643548168963,26180990.892860264,5116.736351705085,-0.433095642547181,69.139455,2025-11-04T18:36:58
15,0.1,51,0.33686735931714795,1,17,2893.7330932617188,43.115477024176975,21120693.98857455,4595.725621550371,-0.15610500177259956,58.034034,2025-11-04T18:38:08
16,0.025152890893582698,41,0.01,2,8,2892.4900512695312,44.297140252026615,20783432.583886936,4558.88501542723,-0.13764397974959564,29.118913,2025-11-04T18:39:06
17,0.1,53,0.01,8,40,2882.9953002929688,37.01558976748831,23038411.97501068,4799.834577879813,-0.26107709015697944,64.442253,2025-11-04T18:39:36
18,1e-05,34,0.9639376731941716,2,8,3138.3365478515625,57.25852331720915,19293179.913998395,4392.400245196059,-0.056070497055555,23.990473,2025-11-04T18:40:41
19,0.1,20,1.0,1,8,2892.9002075195312,33.7707763333325,24455475.262644187,4945.247745325221,-0.338644330871118,15.604119,2025-11-04T18:41:06
0,0.050005,60,0.505,4,68,2895.8406982421875,41.366149752058334,21671419.97,4655.257239938519,-0.18625065238789262,84.093699,2025-11-04T20:48:13
1,0.05699861953020097,30,0.7592021375894547,8,48,2871.4224243164062,40.907948129340355,21669979.383974925,4655.102510576424,-0.18617179755907043,37.109392,2025-11-04T20:49:37
