WEEK,NUMERO DE ACEPTACION,FECHA,RUT PROBABLE IMPORTADOR,PARTIDA ARANCELARIA,PESO BRUTO TOTAL,US$ CIF UNIT,IMPUESTO US$,CANTIDAD DE BULTO,NRO DOC. TRANSPORTE,ITEMS TOTALES,FOB TOTAL,FLETE TOTAL,SEGURO TOTAL,CIF TOTAL,TOTAL IVA,US$ FOB UNIT,DIFF FECHA DIN Y DOC TRANSPORTE,TEU,FOB_per_TEU,FLETE_per_TEU,SEGURO_per_TEU,PESO BRUTO PER TEU,ITEMS PER TEU,SUM_TEU_OTRA,SUM_TEU_SAN ANTONIO,SUM_TEU_VALPARAISO_x,SUM_TEU_CHINA,SUM_TEU_U.S.A,SUM_TEU_other_countries,MEAN_FLETE_per_TEU_CHINA,MEAN_FLETE_per_TEU_U.S.A,MEAN_FLETE_per_TEU_other_countries,SUM_TEU_SAN  ANTONIO,SUM_TEU_VALPARAISO_y,SUM_TEU_other_ports,SUM_TEU_CMA CGM,SUM_TEU_COSCO,SUM_TEU_EVERGREEN,SUM_TEU_HAMBURG,SUM_TEU_HAPAG-LLOYD,SUM_TEU_HYUNDAI,SUM_TEU_MAERSK,SUM_TEU_MSC,SUM_TEU_ONE,SUM_TEU_OOCL,SUM_TEU_PACIFIC INT. LINE,SUM_TEU_SEALAND,SUM_TEU_WAN HAI,SUM_TEU_YANG MING,SUM_TEU_ZIM,SUM_TEU_other_companies,MEAN_FLETE_per_TEU_CMA CGM,MEAN_FLETE_per_TEU_COSCO,MEAN_FLETE_per_TEU_EVERGREEN,MEAN_FLETE_per_TEU_HAMBURG,MEAN_FLETE_per_TEU_HAPAG-LLOYD,MEAN_FLETE_per_TEU_HYUNDAI,MEAN_FLETE_per_TEU_MAERSK,MEAN_FLETE_per_TEU_MSC,MEAN_FLETE_per_TEU_ONE,MEAN_FLETE_per_TEU_OOCL,MEAN_FLETE_per_TEU_PACIFIC INT. LINE,MEAN_FLETE_per_TEU_SEALAND,MEAN_FLETE_per_TEU_WAN HAI,MEAN_FLETE_per_TEU_YANG MING,MEAN_FLETE_per_TEU_ZIM,MEAN_FLETE_per_TEU_other_companies,SUM_TEU_CFR,SUM_TEU_CIF,SUM_TEU_CYS,SUM_TEU_EXW,SUM_TEU_FOB,SUM_TEU_OTRO,SUM_TEU_SIN CLAUSULA,SUM_TEU_CONTENEDOR 20,SUM_TEU_CONTENEDOR 40,SUM_TEU_CONTENEDOR REFRIGERADO 20,SUM_TEU_CONTENEDOR REFRIGERADO 40,MEAN_FLETE_per_TEU_AF,MEAN_FLETE_per_TEU_FE,MEAN_FLETE_per_TEU_ME,MEAN_FLETE_per_TEU_NAE,MEAN_FLETE_per_TEU_NAW,MEAN_FLETE_per_TEU_NE,MEAN_FLETE_per_TEU_OC,MEAN_FLETE_per_TEU_SAE,MEAN_FLETE_per_TEU_SAW,MEAN_FLETE_per_TEU_SE,boat_price,boat_volume,brent_oil_price,brent_oil_volume,clp_price,clp_volume,cny_price,cny_volume,cosco_shipping_price,cosco_shipping_volume,csi300_price,csi300_volume,gcfgold_price,gcfgold_volume,hapag_price,hapag_volume,hgfcopper_price,hgfcopper_volume,ipsa_price,ipsa_volume,lefcattle_price,lefcattle_volume,maersk_price,maersk_volume,ngfnaturalgas_price,ngfnaturalgas_volume,sea_price,sea_volume,sp500_price,sp500_volume,wan_hai_price,wan_hai_volume,wti_oil_price,wti_oil_volume,yang_ming_price,yang_ming_volume,zcfcorn_price,zcfcorn_volume,zim_price,zim_volume,zsfsoybean_price,zsfsoybean_volume
2014-04-14,4,2014-04-20,3,2,20851.5,5.595,1388.6899999999998,1.5,4,2.25,86359.20999999999,2558.3975,290.21500000000003,89207.8225,17147.3775,5.425000000000001,1946.0,6.0,37091.7575,1032.8162499999999,127.44875,6251.916666666666,1.1666666666666665,0.0,0.0,11.0,5.0,0.0,6.0,1075.3333333333333,0.0,905.265,0.0,11.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,905.265,0.0,0.0,1445.0,0.0,0.0,0.0,0.0,1650.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,1075.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,905.265,0.0,24.48900032043457,15400.0,109.06999969482422,19510.0,549.25,0.0,6.209099769592285,0.0,2.6769230365753174,38206167.0,5128.22021484375,390600.0,1327.199951171875,867.0,19.924043655395508,1438448.0,3.066999912261963,949.0,3893.510009765625,0.0,144.1999969482422,14343.0,10635.8955078125,97837.0,4.741000175476074,413275.0,20.104999542236328,13200.0,1830.6099853515625,13344490000.0,11.739130020141602,16190735.0,104.0500030517578,923795.0,26.799440383911133,3922131.0,503.0,453659.0,11.5,7824600.0,1514.0,320606.0
2014-04-21,5,2014-04-24,4,1,29281.904,3.848,0.0,1.4,5,1.4,65543.284,3204.252,401.466,69149.00200000001,13138.310000000001,3.6420000000000003,1193.4,6.0,33483.63333333333,1568.9926666666665,289.235,13389.376,0.8333333333333334,0.0,12.0,0.0,0.0,10.0,2.0,0.0,1547.6544444444444,1601.0,12.0,0.0,0.0,0.0,6.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.3333333333334,0.0,1601.0,1537.13,0.0,0.0,2222.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,4.0,0.0,6.0,0.0,1150.0,0.0,1547.6544444444444,0.0,0.0,0.0,2052.0,0.0,0.0,24.48900032043457,15400.0,109.9499969482422,28320.0,557.1500244140625,0.0,6.209099769592285,0.0,2.49230694770813,36435931.0,5128.22021484375,390600.0,1288.0,1172.0,19.924043655395508,1438448.0,3.068000078201294,857.0,3887.860107421875,0.0,145.0,16245.0,10984.61328125,83499.0,4.646999835968018,355950.0,20.104999542236328,13200.0,1871.8900146484373,15348510000.0,11.97628402709961,18465205.0,104.37000274658205,1113342.0,26.9045352935791,5270425.0,488.5,587390.0,11.5,7824600.0,1498.0,336647.0
2014-04-28,4,2014-04-28,2,2,5721.46,1139.1924999999999,484.855,1.0,2,3.0,19597.185,386.40999999999997,52.4275,20036.0225,3898.965,1106.2725,1192.0,2.0,14887.810000000001,261.40999999999997,36.51125,3058.96,2.5,0.0,2.0,3.0,4.0,0.0,1.0,247.87,0.0,302.03,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,181.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,261.40999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.48900032043457,15400.0,108.12000274658205,47930.0,559.0,0.0,6.243000030517578,0.0,2.384614944458008,41880967.0,5128.22021484375,390600.0,1298.9000244140625,1588.0,19.924043655395508,1438448.0,3.1085000038146973,40746.0,3812.860107421875,0.0,138.0500030517578,101252.0,10897.4345703125,98573.0,4.673999786376953,442697.0,20.104999542236328,13200.0,1869.4300537109373,18038030000.0,12.015810012817385,10020065.0,100.83999633789062,1182346.0,26.484153747558597,5606308.0,507.75,250574.0,11.5,7824600.0,1480.75,127482.0
2014-05-05,1,2014-05-10,1,1,2070.0,5.07,0.0,1.0,1,1.0,21446.62,3842.0,33.5,25322.12,4811.2,4.29,2595.0,1.0,21446.62,3842.0,33.5,2070.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3842.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.48900032043457,15400.0,107.72000122070312,35439.0,563.5,0.0,6.235599994659424,0.0,2.369230031967163,31400305.0,5128.22021484375,390600.0,1309.0,134.0,19.924043655395508,1438448.0,3.071000099182129,1713.0,3907.0,0.0,138.0500030517578,125227.0,11228.7158203125,76840.0,4.531000137329102,515720.0,20.104999542236328,13200.0,1884.6600341796875,16112380000.0,11.97628402709961,19660630.0,99.4800033569336,1256427.0,26.063770294189453,5492126.0,503.25,13952.0,11.5,7824600.0,1501.0,11156.0
2014-05-12,1,2014-05-15,1,1,212678.4,0.51,6487.2,8.0,1,1.0,103673.0,4235.0,212.0,108120.0,20542.8,0.49,1117.0,16.0,6479.5625,264.6875,13.25,13292.4,0.0625,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,264.6875,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,264.6875,0.0,0.0,0.0,0.0,0.0,0.0,24.48900032043457,15400.0,108.41000366210938,25963.0,549.9000244140625,0.0,6.22760009765625,0.0,2.338460922241211,39151361.0,5128.22021484375,390600.0,1295.5999755859375,99.0,19.924043655395508,1438448.0,3.1665000915527344,2040.0,3920.169921875,0.0,137.89999389648438,147070.0,11472.818359375,122091.0,4.413000106811523,489114.0,20.104999542236328,13200.0,1896.6500244140625,15469770000.0,12.33201503753662,26565000.0,100.58999633789062,1123669.0,25.853578567504883,4812748.0,497.5,341572.0,11.5,7824600.0,1465.0,253246.0
2014-05-19,1,2014-05-22,0,1,8950.0,3.31,0.0,1.0,1,1.0,31471.2,1100.0,629.42,33200.62,6308.12,3.14,1859.0,2.0,15735.6,550.0,314.71,4475.0,0.5,0.0,2.0,0.0,2.0,0.0,0.0,550.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.48900032043457,15400.0,109.37000274658205,36271.0,547.7000122070312,0.0,6.227499961853027,0.0,2.41538405418396,32264997.0,5128.22021484375,390600.0,1293.699951171875,61.0,19.924043655395508,1438448.0,3.179500102996826,2066.0,3935.280029296875,0.0,136.3000030517578,79261.0,11437.947265625,245846.0,4.40500020980835,422620.0,20.104999542236328,13200.0,1885.0799560546875,13605170000.0,11.936758041381836,16375425.0,102.61000061035156,962754.0,25.95867347717285,6293777.0,477.25,525966.0,11.5,7824600.0,1515.5,461709.0
2014-05-26,2,2014-05-29,2,1,12293.6,32.055,3049.73,1.5,2,1.5,56364.520000000004,2400.0,75.27,58839.79,11759.005,31.04,1118.5,4.0,15818.150000000001,862.5,32.03625,3828.4,0.625,0.0,4.0,2.0,6.0,0.0,0.0,862.5,0.0,0.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,862.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.48900032043457,15400.0,110.0199966430664,35675.0,553.7999877929688,0.0,6.229499816894531,0.0,2.369230031967163,26378097.0,5128.22021484375,390600.0,1265.4000244140625,210734.0,19.924043655395508,1438448.0,3.19350004196167,2252.0,3959.010009765625,0.0,137.8000030517578,49992.0,12301.0234375,65475.0,4.541999816894531,411856.0,20.104999542236328,13200.0,1911.9100341796875,11860010000.0,11.660079002380373,83188930.0,104.11000061035156,788761.0,26.484153747558597,6601114.0,469.75,463865.0,11.5,7824600.0,1493.25,252166.0
2014-06-02,3,2014-06-06,3,2,12588.196666666665,5.77,0.0,1.0,3,2.3333333333333335,25361.103333333333,1371.0266666666666,40.31333333333333,26772.443333333333,5086.763333333333,5.496666666666666,1619.0,2.0,12680.551666666666,685.5133333333333,20.156666666666666,6294.098333333332,1.1666666666666667,0.0,4.0,2.0,4.0,0.0,2.0,681.25,0.0,694.04,4.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,681.25,0.0,0.0,0.0,694.04,0.0,0.0,0.0,0.0,24.48900032043457,15400.0,108.83000183105467,38832.0,550.5999755859375,0.0,6.2378997802734375,0.0,2.3615379333496094,26806528.0,5128.22021484375,390600.0,1243.699951171875,3730.0,19.924043655395508,1438448.0,3.178999900817871,1553.0,3891.18994140625,0.0,140.125,77757.0,12449.228515625,115430.0,4.710000038146973,502562.0,20.104999542236328,13200.0,1924.969970703125,14147690000.0,11.620553016662598,25139345.0,102.47000122070312,925950.0,26.27396011352539,6162943.0,465.5,649615.0,11.5,7824600.0,1457.0,432745.0
2014-06-09,5,2014-06-11,4,3,11511.496000000001,239.39600000000002,767.73,2.0,4,6.4,55438.64399999999,2563.1279999999997,70.194,58071.96599999999,11179.538,231.32800000000003,1711.4,6.0,14258.1305,843.5319999999999,21.746166666666664,3918.59,2.6166666666666667,0.0,4.0,16.0,0.0,0.0,20.0,0.0,0.0,843.5319999999999,4.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,421.71999999999997,0.0,0.0,0.0,0.0,1367.5,0.0,0.0,0.0,0.0,1585.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,12.0,0.0,0.0,18.0,0.0,2.0,0.0,1367.5,0.0,1585.0,0.0,462.5,0.0,0.0,340.16,0.0,24.48900032043457,15400.0,109.98999786376952,34415.0,550.7999877929688,0.0,6.230299949645996,0.0,2.4384610652923584,74958843.0,5128.22021484375,390600.0,1253.5,1506.0,19.924043655395508,1438448.0,3.0455000400543213,1486.0,3912.010009765625,0.0,147.60000610351562,35576.0,12658.4599609375,90917.0,4.738999843597412,736757.0,20.104999542236328,13200.0,1951.27001953125,13863870000.0,11.620553016662598,24286735.0,104.41000366210938,1266939.0,25.74848175048828,6579706.0,451.0,772037.0,11.5,7824600.0,1425.75,505535.0
2014-06-16,5,2014-06-20,5,2,17109.906,89.544,2267.2374999999997,1.8,5,1.6,58580.5,4012.244,624.264,63217.00800000001,12538.310000000001,75.022,2233.4,8.0,26205.616749999997,1402.494,306.15175000000005,7304.795999999999,0.7,0.0,7.0,10.0,15.0,0.0,2.0,1552.6174999999998,0.0,802.0,7.0,10.0,0.0,2.0,4.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802.0,2125.0,725.0,0.0,0.0,735.25,2625.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,0.0,4.0,0.0,0.0,1.0,14.0,0.0,2.0,0.0,1552.6174999999998,0.0,0.0,0.0,802.0,0.0,0.0,0.0,0.0,24.48900032043457,15400.0,113.22000122070312,59443.0,555.0499877929688,0.0,6.2170000076293945,0.0,2.3615379333496094,53465096.0,5128.22021484375,390600.0,1274.9000244140625,2151.0,19.924043655395508,1438448.0,3.046999931335449,1220.0,3841.280029296875,0.0,147.5500030517578,15846.0,12239.998046875,256714.0,4.531000137329102,508336.0,20.104999542236328,13200.0,1937.780029296875,16251000000.0,12.015810012817385,20413305.0,106.9000015258789,970269.0,25.853578567504883,8768659.0,441.0,563744.0,11.5,7824600.0,1415.75,351540.0
2014-06-23,3,2014-06-29,3,2,28739.2,5.510000000000001,0.0,2.6666666666666665,3,2.3333333333333335,116835.0,3642.346666666667,285.2633333333333,120762.61,22944.893333333337,5.353333333333334,1240.0,10.0,22858.483333333334,837.84,99.90133333333334,7397.093333333333,0.5166666666666667,0.0,12.0,4.0,14.0,0.0,2.0,650.0,0.0,1213.52,12.0,4.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,881.76,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,1213.52,0.0,24.48900032043457,15400.0,114.12000274658205,52121.0,552.0,0.0,6.215499877929688,0.0,2.3153839111328125,35806920.0,5128.22021484375,390600.0,1318.0,2488.0,19.924043655395508,1438448.0,3.1454999446868896,43832.0,3879.97998046875,0.0,152.25,8836.0,11638.4599609375,93500.0,4.408999919891357,381170.0,20.104999542236328,13200.0,1962.6099853515625,15983470000.0,12.213438034057615,13687300.0,106.16999816894533,924441.0,25.32809829711914,5990720.0,444.5,591144.0,11.5,7824600.0,1432.0,271445.0
2014-07-07,2,2014-07-08,1,1,2280.0,2.86,391.15,1.0,1,1.0,5617.8150000000005,885.0,16.335,6519.15,1312.96,2.46,1652.0,2.0,2808.9075000000003,442.5,8.1675,1140.0,0.5,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,442.5,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,442.5,0.0,0.0,0.0,0.0,0.0,24.48900032043457,15400.0,110.23999786376952,60546.0,550.0,0.0,6.19379997253418,0.0,2.392307043075561,72309440.0,5128.22021484375,390600.0,1316.5,255.0,19.924043655395508,1438448.0,3.248500108718872,1744.0,3882.169921875,0.0,149.125,200069.0,11865.1259765625,86372.0,4.145999908447266,507598.0,20.104999542236328,13200.0,1977.6500244140625,14692810000.0,12.134387016296388,10963755.0,103.52999877929688,1200241.0,25.53829002380371,9107873.0,409.25,14528.0,11.5,7824600.0,1295.75,7841.0
2014-07-14,3,2014-07-14,3,2,51950.0,1.7566666666666666,0.0,2.6666666666666665,3,2.6666666666666665,78405.62333333334,1850.0,471.75,80727.37333333334,15338.199999999999,1.6933333333333334,1592.0,10.0,16872.24233333333,678.3333333333334,227.8083333333333,14595.0,0.6666666666666666,0.0,14.0,0.0,2.0,0.0,12.0,1350.0,0.0,342.5,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1350.0,0.0,0.0,500.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,10.0,0.0,2.0,0.0,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,342.5,0.0,24.48900032043457,15400.0,106.9800033569336,31503.0,553.3499755859375,0.0,6.196100234985352,0.0,2.376923084259033,48104258.0,5128.22021484375,390600.0,1306.300048828125,548.0,19.924043655395508,1438448.0,3.2385001182556152,1672.0,3964.81005859375,0.0,151.625,125966.0,11734.357421875,62675.0,3.950999975204468,438674.0,20.104999542236328,13200.0,1977.0999755859373,15952350000.0,12.411067008972168,9834110.0,100.91000366210938,1339474.0,25.853578567504883,7017402.0,390.25,418944.0,11.5,7824600.0,1176.75,138218.0
2014-08-04,2,2014-08-04,2,2,19904.5,715.995,0.0,1.5,2,6.5,131418.35,4230.0,497.59000000000003,136145.945,25867.725,685.7,1119.5,4.0,38599.3375,1295.0,140.84875,5673.25,2.375,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,1295.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1640.0,0.0,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1640.0,950.0,0.0,24.48900032043457,15400.0,105.41000366210938,65770.0,571.5999755859375,0.0,6.168499946594238,0.0,2.57692289352417,65700206.0,5128.22021484375,390600.0,1287.699951171875,3259.0,19.924043655395508,1438448.0,3.236500024795532,1971.0,3934.929931640625,0.0,152.5500030517578,31557.0,11089.2294921875,90829.0,3.961999893188477,498335.0,20.104999542236328,13200.0,1938.989990234375,16207390000.0,12.450592041015623,7337000.0,98.29000091552734,1262634.0,26.379056930541992,6667721.0,358.75,473586.0,11.5,7824600.0,1284.75,7969.0
2014-08-11,1,2014-08-14,1,1,99590.0,2.96,0.0,4.0,1,1.0,287720.59,6130.0,294.14,294144.74,55887.5,2.89,1125.0,4.0,71930.1475,1532.5,73.535,24897.5,0.25,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,1532.5,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1532.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1532.5,0.0,0.0,0.0,0.0,0.0,0.0,24.48900032043457,15400.0,104.68000030517578,33468.0,574.4000244140625,0.0,6.143499851226807,0.0,2.607692003250122,102177232.0,5128.22021484375,390600.0,1308.5,1389.0,19.924043655395508,1438448.0,3.1670000553131104,1377.0,3926.35009765625,0.0,150.60000610351562,16550.0,11263.587890625,84354.0,3.776000022888184,619007.0,20.104999542236328,13200.0,1936.9200439453125,13747450000.0,12.25296401977539,11292655.0,98.08000183105467,1358157.0,25.74848175048828,11321092.0,356.75,612907.0,11.5,7824600.0,1102.5,25331.0
2014-08-18,1,2014-08-23,1,1,8650.0,3.72,,1.0,1,3.0,28962.0,1034.76,13.41,30010.17,5701.94,3.59,1124.0,1.0,28962.0,1034.76,13.41,8650.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1034.76,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1034.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1034.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.48900032043457,15400.0,101.5999984741211,50328.0,576.4000244140625,0.0,6.132999897003174,0.0,2.807692050933838,119919825.0,5128.22021484375,390600.0,1297.699951171875,959.0,19.924043655395508,1438448.0,3.1029999256134038,1513.0,3953.56005859375,0.0,151.85000610351562,9359.0,11769.228515625,160653.0,3.839999914169312,460172.0,20.104999542236328,13200.0,1971.739990234375,12814930000.0,12.964426040649414,48101625.0,96.41000366210938,891530.0,26.484153747558597,56040272.0,360.75,460355.0,11.5,7824600.0,1166.0,87693.0
2014-08-25,1,2014-08-30,1,1,15424.0,5.04,0.0,1.0,1,4.0,71630.15,1881.0,303.24,73814.39,14024.74,4.89,1075.0,1.0,71630.15,1881.0,303.24,15424.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1881.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1881.0,0.0,0.0,0.0,0.0,0.0,0.0,24.48900032043457,15400.0,102.6500015258789,43684.0,582.4000244140625,0.0,6.144400119781494,0.0,2.607692003250122,68153869.0,5128.22021484375,390600.0,1277.300048828125,2041.0,19.924043655395508,1438448.0,3.213500022888184,31549.0,3945.780029296875,0.0,155.89999389648438,26280.0,12606.15234375,128416.0,4.065000057220459,433706.0,20.104999542236328,13200.0,1997.9200439453125,11571710000.0,15.01976203918457,66041855.0,93.3499984741211,985872.0,29.006452560424805,35151244.0,360.0,340048.0,11.5,7824600.0,1089.5,39437.0
2014-09-01,9,2014-09-07,4,3,18612.348888888886,330.2577777777778,1106.5611111111111,2.4444444444444446,8,3.7777777777777777,45869.595555555556,4527.666666666667,102.50888888888889,50499.77111111111,9808.890000000001,261.84,1138.3333333333333,22.0,18133.96525252525,1102.7222222222222,44.323106060606065,5511.960707070707,1.51010101010101,0.0,4.0,35.0,31.0,2.0,6.0,1087.5,1149.5,1125.0,4.0,35.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,31.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,1087.5,1149.5,0.0,0.0,0.0,0.0,1950.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,33.0,0.0,4.0,5.0,34.0,0.0,0.0,0.0,1210.7142857142858,0.0,1149.5,0.0,300.0,0.0,0.0,0.0,0.0,24.48900032043457,15400.0,100.33999633789062,50915.0,590.7999877929688,0.0,6.131999969482422,0.0,2.561537981033325,81517206.0,5128.22021484375,390600.0,1263.699951171875,972.0,19.924043655395508,1438448.0,3.134500026702881,3261.0,4012.06005859375,0.0,159.75,134841.0,12388.203125,123879.0,3.7929999828338623,451513.0,20.104999542236328,13200.0,2002.280029296875,11520670000.0,15.652173042297363,60025515.0,92.87999725341795,1130277.0,28.48097419738769,16775160.0,355.75,31193.0,11.5,7824600.0,1085.5,1304.0
