epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,0,,,0.02242167480289936,784616.4375,0.02455531433224678,1.71986985206604,0.020439159125089645
0,0,0.03102174773812294,,,,,,
1,1,,,0.022229570895433426,777323.9375,0.02437693439424038,1.7184293270111084,0.019910309463739395
1,1,0.0315161794424057,,,,,,
2,2,,,0.02204432152211666,770273.625,0.024205965921282768,1.7170052528381348,0.01935158297419548
2,2,0.030881334096193314,,,,,,
3,3,,,0.021889187395572662,764372.8125,0.02406422793865204,1.7157697677612305,0.018791450187563896
3,3,0.03005947545170784,,,,,,
4,4,,,0.02175433374941349,759316.625,0.023941196501255035,1.7146921157836914,0.018218591809272766
4,4,0.030290277674794197,,,,,,
5,5,,,0.021664438769221306,756150.4375,0.0238585714250803,1.71396803855896,0.017686262726783752
5,5,0.029534082859754562,,,,,,
6,6,,,0.021622300148010254,754953.1875,0.02381902188062668,1.7136144638061523,0.017186328768730164
6,6,0.029984427616000175,,,,,,
7,7,,,0.02159496769309044,754517.0,0.02379109151661396,1.7134027481079102,0.016711587086319923
7,7,0.02875327877700329,,,,,,
8,8,,,0.02154926210641861,753429.9375,0.023745156824588776,1.7130730152130127,0.01624690182507038
8,8,0.02844034880399704,,,,,,
9,9,,,0.02147822082042694,751357.8125,0.02367614582180977,1.712538480758667,0.015789508819580078
9,9,0.028476456180214882,,,,,,
10,10,,,0.021382834762334824,748284.5,0.023585457354784012,1.7117977142333984,0.015317335724830627
10,10,0.028297059237957,,,,,,
11,11,,,0.02125772275030613,743989.875,0.02346831001341343,1.710817575454712,0.014843836426734924
11,11,0.02692975290119648,,,,,,
12,12,,,0.021116554737091064,739096.9375,0.02333555556833744,1.7097382545471191,0.014369879849255085
12,12,0.027342135086655617,,,,,,
13,13,,,0.02097596600651741,733548.75,0.02318563498556614,1.7094833850860596,0.013890469446778297
13,13,0.02758052758872509,,,,,,
14,14,,,0.02084345370531082,727652.5625,0.02302727848291397,1.7100474834442139,0.013439650647342205
14,14,0.02638419345021248,,,,,,
15,15,,,0.020698251202702522,721001.625,0.02285364642739296,1.710724115371704,0.012994862161576748
15,15,0.026572929695248604,,,,,,
16,16,,,0.02054673247039318,713958.0,0.022672481834888458,1.7114801406860352,0.012550113722682
16,16,0.02579304948449135,,,,,,
17,17,,,0.020366698503494263,705374.0,0.022457942366600037,1.7124066352844238,0.012091830372810364
17,17,0.025784388184547424,,,,,,
18,18,,,0.020174123346805573,696103.0,0.022228827700018883,1.713428258895874,0.011705353856086731
18,18,0.026260334998369217,,,,,,
19,19,,,0.019972238689661026,686335.3125,0.021989144384860992,1.7145214080810547,0.011353908106684685
19,19,0.024814214557409286,,,,,,
20,20,,,0.019765883684158325,676292.5,0.021744657307863235,1.715669870376587,0.011015137657523155
20,20,0.025531066581606865,,,,,,
21,21,,,0.01954684406518936,665565.4375,0.021485572680830956,1.7169311046600342,0.01068964134901762
21,21,0.024321412667632103,,,,,,
22,22,,,0.019328180700540543,654803.5625,0.021227534860372543,1.7182276248931885,0.010398397222161293
22,22,0.024181781336665154,,,,,,
23,23,,,0.01909663900732994,643345.125,0.020955108106136322,1.7196247577667236,0.010115466080605984
23,23,0.024507006630301476,,,,,,
24,24,,,0.01885891519486904,631553.9375,0.02067630924284458,1.7210838794708252,0.009832415729761124
24,24,0.025258438661694527,,,,,,
25,25,,,0.01861852966248989,619628.25,0.020395323634147644,1.7225821018218994,0.009542172774672508
25,25,0.024177908897399902,,,,,,
26,26,,,0.018377233296632767,607650.4375,0.020114338025450706,1.7241063117980957,0.009249333292245865
26,26,0.023477846756577492,,,,,,
27,27,,,0.0181321669369936,595472.75,0.019830185920000076,1.7256689071655273,0.008970065973699093
27,27,0.02375788427889347,,,,,,
28,28,,,0.01786830648779869,582328.6875,0.019525865092873573,1.7273495197296143,0.008699371479451656
28,28,0.023105882108211517,,,,,,
29,29,,,0.01760006695985794,568949.375,0.01921812817454338,1.7290637493133545,0.008427821099758148
29,29,0.023480357602238655,,,,,,
30,30,,,0.01731027103960514,554485.4375,0.018887514248490334,1.7309277057647705,0.008152511902153492
30,30,0.022912096232175827,,,,,,
31,31,,,0.017015326768159866,539768.0625,0.018553027883172035,1.732835054397583,0.00787982065230608
31,31,0.02339978888630867,,,,,,
32,32,,,0.01671001873910427,524539.1875,0.018209051340818405,1.7348251342773438,0.007598520256578922
32,32,0.022855058312416077,,,,,,
33,33,,,0.01641528680920601,509834.75,0.01787940226495266,1.7367581129074097,0.007316929753869772
33,33,0.022145582363009453,,,,,,
34,34,,,0.016129646450281143,495577.09375,0.01756236143410206,1.7386378049850464,0.007056985050439835
34,34,0.022132422775030136,,,,,,
35,35,,,0.01584598794579506,481411.5,0.017250047996640205,1.7405049800872803,0.006807164754718542
35,35,0.021743780001997948,,,,,,
36,36,,,0.015552371740341187,466750.53125,0.016929496079683304,1.7424366474151611,0.006562092341482639
36,36,0.022415252402424812,,,,,,
37,37,,,0.015270847827196121,452684.21875,0.016624977812170982,1.7442858219146729,0.006376760546118021
37,37,0.020495081320405006,,,,,,
38,38,,,0.014985852874815464,438439.96875,0.01631966605782509,1.7461354732513428,0.006217242684215307
38,38,0.022049764171242714,,,,,,
39,39,,,0.014711462892591953,424716.21875,0.016028739511966705,1.7479013204574585,0.006061557214707136
39,39,0.020901665091514587,,,,,,
40,40,,,0.0144601846113801,412147.375,0.015764998272061348,1.7494990825653076,0.0059275757521390915
40,40,0.021696407347917557,,,,,,
41,41,,,0.014197179116308689,398994.5,0.015491853468120098,1.751150369644165,0.0057999673299491405
41,41,0.021693304181098938,,,,,,
42,42,,,0.01390144880861044,384198.46875,0.015188466757535934,1.7529566287994385,0.005666390061378479
42,42,0.02178400568664074,,,,,,
43,43,,,0.013611029833555222,369668.59375,0.014894598163664341,1.7546744346618652,0.005534403026103973
43,43,0.020243359729647636,,,,,,
44,44,,,0.013311460614204407,354679.15625,0.014595977030694485,1.7563791275024414,0.005401655100286007
44,44,0.020160328596830368,,,,,,
45,45,,,0.013041054829955101,341144.0625,0.01433061808347702,1.7578418254852295,0.005287689156830311
45,45,0.02100970409810543,,,,,,
46,46,,,0.012779547832906246,328053.9375,0.014078035019338131,1.7591919898986816,0.0051835160702466965
46,46,0.020382260903716087,,,,,,
47,47,,,0.012511232867836952,314622.65625,0.013823159970343113,1.76047682762146,0.0050792451947927475
47,47,0.019901687279343605,,,,,,
48,48,,,0.012229378335177898,300510.21875,0.013560434803366661,1.7617056369781494,0.004978854209184647
48,48,0.020381784066557884,,,,,,
49,49,,0.019825417548418045,,,,,
49,49,,,0.011949908919632435,286511.09375,0.013305269181728363,1.7627694606781006,0.004917776212096214
49,49,0.019825417548418045,,,,,,
