epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,9,,560.7744140625,,,,,
0,11,,,1750.954833984375,2.7903661727905273,1750.954833984375,1.164990782737732,1750.954833984375
0,11,742.8025512695312,,,,,,
1,19,,301.7412109375,,,,,
1,23,,,1385.6181640625,2.2081563472747803,1385.6181640625,1.0494649410247803,1385.6181640625
1,23,602.1015625,,,,,,
2,29,,502.887939453125,,,,,
2,35,,,1248.622314453125,1.98983633518219,1248.622314453125,0.9974526166915894,1248.622314453125
2,35,517.1587524414062,,,,,,
3,39,,434.524169921875,,,,,
3,47,,,1367.9921875,2.180067300796509,1367.9921875,1.0430775880813599,1367.9921875
3,47,497.6046142578125,,,,,,
4,49,,527.7366333007812,,,,,
4,59,,1100.633056640625,,,,,
4,59,,,1309.865478515625,2.087435007095337,1309.865478515625,1.0213911533355713,1309.865478515625
4,59,507.672607421875,,,,,,
5,69,,641.7830810546875,,,,,
5,71,,,1420.4384765625,2.2636470794677734,1420.4384765625,1.0618360042572021,1420.4384765625
5,71,502.4988098144531,,,,,,
6,79,,477.4704895019531,,,,,
6,83,,,1302.927490234375,2.076378583908081,1302.927490234375,1.0187368392944336,1302.927490234375
6,83,499.4703369140625,,,,,,
7,89,,494.45849609375,,,,,
7,95,,,1363.700439453125,2.1732277870178223,1363.700439453125,1.0415092706680298,1363.700439453125
7,95,484.8963928222656,,,,,,
8,99,,402.9348449707031,,,,,
8,107,,,1467.96044921875,2.33937931060791,1467.96044921875,1.0782091617584229,1467.96044921875
8,107,483.4467468261719,,,,,,
9,109,,419.11199951171875,,,,,
9,119,,271.41619873046875,,,,,
9,119,,,1404.670166015625,2.238518238067627,1404.670166015625,1.0562739372253418,1404.670166015625
9,119,477.5204162597656,,,,,,
10,129,,381.8397216796875,,,,,
10,131,,,1302.84716796875,2.0762505531311035,1302.84716796875,1.0187060832977295,1302.84716796875
10,131,479.4183349609375,,,,,,
11,139,,338.03399658203125,,,,,
11,143,,,1455.53857421875,2.3195834159851074,1455.53857421875,1.0739847421646118,1455.53857421875
11,143,452.7574768066406,,,,,,
12,149,,272.91375732421875,,,,,
