trial_index,test_size,window_size,hidden_size,lstm_layers,num_attention_heads,dropout,batch_size,lr,epochs,grad_clip,mae,mape,mse,rmse,r2,sd,runtime_s,started_at,epochs_ran
0,12,49,256,4,2,0.22637823820114136,128,0.0008578517742989719,2000,1.2014334201812744,516.9750439843675,33.412821624770395,515630.0266192564,671.2170225703943,-21.339365466676934,21.061485916772593,1330.103863,2025-12-07T20:32:06,132.66666666666666
1,12,33,64,2,4,0.5537170147523284,64,0.00024607299683627635,2000,2.7147467406466603,505.970373342675,29.86834347410526,326151.84552485513,552.9616463244171,-17.145228331799192,5.991088506046101,665.068899,2025-12-07T20:54:16,128.66666666666666
2,12,28,128,3,2,0.43012282429262993,32,0.000352463998991062,2000,1.800959661602974,379.02942852090047,21.681102162636453,208132.99753492503,423.02870998159386,-9.80548224843711,9.028171728094947,1099.147933,2025-12-07T21:05:21,168.0
3,12,40,32,1,4,0.1038826041854918,128,0.00010640658865401232,2000,0.8142561647109687,888.0056180615405,52.45218263694852,1561862.139955244,1149.727744907323,-111.39997030871855,22.376644489000743,883.641856,2025-12-07T21:23:40,239.66666666666666
4,12,43,128,2,4,0.16363934557884932,64,0.0004821213548322312,2000,2.173764786683023,357.84159636653266,21.576648659201414,172706.5296696996,414.253998233894,-9.902789204856411,0.48520127507048916,1285.495752,2025-12-07T21:38:24,223.66666666666666
5,12,31,32,4,2,0.3664521727710962,64,0.00013829331277805164,2000,0.6414997433312237,714.1586560950408,42.628291176589116,721306.4963214728,809.7377173427385,-44.12675427156382,10.943215014240097,862.230663,2025-12-07T21:59:49,177.0
6,12,36,256,1,4,0.4928539813496172,32,0.0006269834801503366,2000,1.5303100920282304,466.5966990294839,26.984856848150937,287635.0458395527,517.9983072532968,-17.912351639907108,7.295997695345412,1325.617096,2025-12-07T22:14:11,149.66666666666666
7,12,51,64,3,2,0.2911398614756763,128,0.0001892788053089973,2000,2.4980281684547663,746.1647704504143,48.267534667058065,947122.8483680227,820.7543302120052,-35.86561641981525,35.88752525125475,1258.416123,2025-12-07T22:36:17,238.0
8,12,49,128,1,2,0.5914866806939244,128,0.0004923226957128282,2000,2.2272043274715543,435.18889580971137,25.692404036234777,241287.13139055378,474.20908136988584,-13.888471422574057,4.540698864057784,1253.624686,2025-12-07T22:57:15,190.33333333333334
9,12,37,32,3,4,0.2628196574747562,32,0.00017134856674303676,2000,0.7125659422017634,436.28391325561415,25.450496268255502,254417.7630479574,476.5115988992261,-13.418774563794939,7.589368473080638,1433.578116,2025-12-07T23:18:09,224.33333333333334
10,12,30,256,2,2,0.13531915741041303,64,0.0006719627690118948,2000,1.6154902982525527,377.46948258831236,21.85992653168761,219714.25495472332,442.00593892197344,-10.702483296456501,7.346963751926789,1531.050831,2025-12-07T23:42:03,188.0
11,12,46,64,4,4,0.4650848581455648,64,0.00022295083852755075,2000,2.600830264389515,453.1149047794219,26.136994147471427,287554.8022504751,501.1181254731725,-16.93345478206481,9.39595942079736,1319.138559,2025-12-08T00:07:34,262.0
12,12,41,256,3,4,0.4037555068731308,128,0.000874772053400055,2000,1.40250811772421,646.2814561040373,43.326216619356266,820288.0163419759,715.5236541909443,-26.908724732668762,39.339766546867445,1794.388876,2025-12-08T00:29:33,209.33333333333334
13,12,26,64,1,2,0.2005624169483781,32,0.00030446220411411154,2000,2.9360413243994117,387.02923207933173,22.661223658824685,200926.2573277549,429.9910498855523,-9.4092321134406,5.524360909060354,899.747672,2025-12-08T00:59:27,161.66666666666666
14,12,36,128,4,4,0.32305803513154385,32,0.0003780685551692657,2000,2.0484234411269426,436.3000442968928,25.17216710340055,252125.5584550988,471.99210362636387,-14.80975516764776,8.969828466425753,1041.411335,2025-12-08T01:14:27,140.0
15,12,47,32,2,2,0.527349713165313,64,0.00012544153818462968,2000,1.081935083027929,672.2843230797799,41.262677590132206,573411.3922187113,747.7732259599043,-29.975964096525235,9.180033704564822,1973.386745,2025-12-08T01:31:48,448.3333333333333
16,12,33,128,2,2,0.24487508316614506,32,0.00045391920984648226,2000,2.070564035426823,383.2884987407302,22.615414478952108,195183.20266906128,432.81759908535895,-9.642648061231222,3.50855333843183,754.44052,2025-12-08T02:04:42,112.66666666666667
17,12,34,128,2,4,0.22227091578127195,64,0.0004678377305825392,2000,2.0819410744371503,412.30657555520116,24.038603325365504,220423.02033799022,439.9035067235684,-12.556214699278007,8.482370339382465,1323.080099,2025-12-08T02:17:17,214.0
18,12,37,128,2,2,0.18577137139269545,64,0.0005056596185650965,2000,2.0642957189601954,335.22657717003625,19.757837737893038,147106.98900873316,373.29231437862177,-8.17826704950433,2.6131596570096174,693.142739,2025-12-08T02:39:21,134.0
19,12,38,128,2,2,0.17499183005280156,64,0.0005148778560886854,2000,2.0970818833863287,384.9152557279783,22.440434890654558,198766.09026919727,429.48851411574896,-12.725433093799685,5.060333799814007,778.444896,2025-12-08T02:50:54,150.0
20,12,31,128,2,2,0.26727923582611585,64,0.0004576989478007277,2000,1.9619544992921032,369.6646545228782,22.052922512509525,191706.2453028082,411.80956554478513,-8.320069906412716,5.5932261047565826,747.141376,2025-12-08T03:03:53,127.66666666666667
21,12,36,128,2,2,0.20070951109050705,64,0.00047565813954296947,2000,1.9270436154270882,414.19097265495924,24.89475936984041,226552.66289438118,461.03716807411837,-10.612932383831014,4.670757581106771,612.951059,2025-12-08T03:16:21,121.66666666666667
22,12,34,128,2,2,0.2138355061026485,64,0.0005683377188237124,2000,2.5353590880883035,707.2172070461053,46.27295981501129,772165.581283664,750.7215861706736,-26.918151935148632,34.862031305947795,740.574188,2025-12-08T03:26:34,122.0
23,12,36,128,2,2,0.2899977354057883,64,0.0005044114620801251,2000,2.0310001496148464,597.6691617120164,38.01840876079225,485531.20169332763,647.4184790200965,-16.843489435576107,20.199582833602125,687.699157,2025-12-08T03:38:56,136.0
24,12,32,128,2,2,0.14752098542661787,64,0.000464160358794488,2000,1.9109200084762616,351.5816751275591,20.631032502695998,193850.12556284515,408.69505671601695,-7.6158158958094075,7.237751110180161,753.568833,2025-12-08T03:50:25,126.0
25,12,28,128,2,2,0.219602866822666,32,0.0004264840872494492,2000,1.833482305555365,326.7229811251327,18.83159536839511,153590.16743761685,386.07175175817383,-9.141197294093894,3.9538323914182194,776.735053,2025-12-08T04:02:59,122.66666666666667
26,12,35,128,2,2,0.1426058796132464,32,0.0004843029408216939,2000,1.9433615130830182,316.26696508847294,18.73487430181518,129545.65503986845,351.2872478302707,-6.086416741428458,3.250596011801092,826.219439,2025-12-08T04:15:57,119.66666666666667
27,12,32,128,2,2,0.17128861816330987,32,0.0004524234342688096,2000,1.9193875041826256,380.1667856692762,21.999609822289443,212092.09075698085,432.47934540080286,-8.925597241432063,8.312251598575784,798.922241,2025-12-08T04:29:44,119.66666666666667
28,12,26,128,2,2,0.270449711761053,64,0.00039214629979035325,2000,1.8491159372185586,416.7692094820227,24.535480551276578,226683.02725076248,468.9884895918397,-12.283563147574396,2.66054416733326,686.717124,2025-12-08T04:43:03,130.0
29,12,37,128,2,2,0.1177364139150688,64,0.0005138404537207116,2000,1.9520374113043923,364.0801403086993,21.288218777263747,193042.62869761934,424.6107684200991,-12.73061146522567,4.707463652069772,683.120406,2025-12-08T04:54:31,133.33333333333334
