trial_index,window_size,batch_size,d_model,n_head,num_layers,epoch_number,lr,mae,mape,mse,rmse,r2,runtime_s,started_at
0,24,16,1024,32,8,358,6.539914238128767e-05,377.17292800787874,24.267342599607204,172376.88394941736,415.1829523829433,-6.306809858285601,12.336909,2025-11-20T19:57:50
1,12,32,512,16,5,736,0.0001610961451750279,410.7460989876965,26.094314338360697,189462.9359145135,435.27340363789,-7.031063192476161,5.575912,2025-11-20T19:58:02
2,24,64,1024,16,4,601,0.003454056071023344,1000.1016084278004,62.62253547879316,1023794.4121881925,1011.8272640071489,-42.3971825713565,6.873191,2025-11-20T19:58:08
3,24,16,1024,4,8,728,0.0011229618921073607,500.7651012663423,31.80805088488206,274356.93329592474,523.7909251752313,-10.629598464512931,23.823615,2025-11-20T19:58:14
4,24,32,1024,16,1,732,1.146300195055987e-05,440.0539389510256,27.4959322986441,344459.63399675646,586.9068358749594,-13.60115180065278,2.295528,2025-11-20T19:58:38
5,12,64,512,32,8,377,0.00044218850267882005,690.0239106738944,43.48737635255809,499724.3272034507,706.911824206846,-20.18260033930527,4.865999,2025-11-20T19:58:41
6,12,64,1024,8,1,642,0.002281998434284466,667.8984427376964,42.12186950760952,469679.1404427444,685.3314092048784,-18.909027794151353,1.90602,2025-11-20T19:58:45
7,24,32,1024,16,10,475,2.218494467753808e-05,234.44034018093205,15.621254009711896,95541.54001494199,309.0979456660008,-3.0498693935192573,13.476646,2025-11-20T19:58:47
8,24,32,1024,16,5,431,1.32240543119527e-05,772.5708467090507,49.15277501227691,671358.2926331228,819.3645663763614,-27.45791894284948,6.195215,2025-11-20T19:59:01
9,12,64,256,16,10,718,0.0002817789455750911,597.0614676400402,37.74947112528591,380016.354445595,616.4546653612048,-15.108350385238612,10.479024,2025-11-20T19:59:07
10,12,16,256,4,4,598,0.00499924414537619,723.830714059311,45.57353990012689,547517.9796745029,739.9445787858053,-22.20850499100692,7.892985,2025-11-20T19:59:17
11,12,16,512,4,9,384,3.240618380391278e-05,456.9204967741548,28.926480044623432,225378.3912078141,474.74034082623956,-8.553468034641146,10.005956,2025-11-20T19:59:25
12,12,32,256,8,9,356,3.9275031457037874e-05,412.4130097949881,26.260012827757723,191227.47932150113,437.2956429253568,-7.1058596667257685,5.172524,2025-11-20T19:59:35
13,24,32,256,32,6,746,2.6425939696346593e-05,316.88536086920686,20.76859400610832,149884.03183185568,387.1485914114317,-5.3533699896209175,6.672095,2025-11-20T19:59:41
14,24,16,1024,16,10,444,3.2937780438638424e-05,517.6902314746757,32.992803605048934,300428.11332090065,548.1132303830119,-11.734718541283392,18.3706,2025-11-20T19:59:48
15,24,32,512,16,10,483,1.905478030359377e-05,306.8760086042923,20.220532783307384,145841.93546792422,381.8925705848756,-5.182031299168772,7.251754,2025-11-20T20:00:07
16,24,32,1024,16,10,456,2.115057041958304e-05,398.01178502285273,25.796657567529664,205605.54401187043,453.4374753059902,-7.715325288888232,12.880428,2025-11-20T20:00:15
17,24,32,1024,16,10,580,2.491181462887432e-05,368.59707148118605,23.944782178065275,180462.34220984715,424.8085947928162,-6.649540883307503,16.340362,2025-11-20T20:00:29
18,24,32,512,32,10,512,3.3319631844259555e-05,397.05223098639436,25.587174665686753,194780.43212149627,441.3393616271908,-7.256464260278147,8.32356,2025-11-20T20:00:46
19,24,32,256,16,8,681,3.0032687298623e-05,370.75983189785273,24.033375761341414,180753.84426012076,425.15155446043093,-6.661897238787712,7.918133,2025-11-20T20:00:55
20,24,32,512,8,10,503,2.8679326487199493e-05,475.25324010097773,30.551115489748206,271772.61913011374,521.3181553812544,-10.52005307889617,7.79724,2025-11-20T20:01:04
21,12,32,256,32,7,743,3.6459169486600553e-05,364.115371855535,23.32480962225306,158256.22010875144,397.8143035497234,-5.708255090427103,7.766968,2025-11-20T20:01:12
22,24,32,512,32,7,760,3.840232010373571e-05,541.2192028288423,34.60310737809238,336938.72535160737,580.4642326204151,-13.282351227324357,8.452994,2025-11-20T20:01:21
23,24,32,256,16,6,714,2.864792791048034e-05,343.53098057949336,22.447782251362256,170801.3239046615,413.2811680982591,-6.240024118785164,6.141296,2025-11-20T20:01:30
24,24,32,1024,16,10,501,1.1021537730618949e-05,360.9298453255871,23.411149227104254,169419.56312518663,411.6060776096323,-6.1814532532843,14.167979,2025-11-20T20:01:37
25,24,32,1024,32,10,476,1.4400685282004107e-05,484.93203241868605,31.10561732552169,277214.31536729663,526.5114579639237,-10.750718808549987,13.709463,2025-11-20T20:01:52
26,12,32,512,16,10,488,3.2263751055270154e-05,312.39212559902455,19.881023342632666,109038.90346022481,330.2103927198913,-3.622003348045297,7.452838,2025-11-20T20:02:06
27,12,32,256,16,9,527,2.3713011840897168e-05,358.5640107715506,23.01843162079175,156041.72903396562,395.02117542476833,-5.614385977320971,6.923228,2025-11-20T20:02:14
28,12,32,256,32,6,684,3.089279029157736e-05,380.92649856451936,24.51228315198452,183325.0951897948,428.16479910169494,-6.770888892486369,6.477967,2025-11-20T20:02:22
29,24,32,256,32,7,692,3.228990317558449e-05,370.1206615690767,24.017241276010452,182339.82288256133,427.01267297653044,-6.729124606912544,7.448547,2025-11-20T20:02:29
30,24,32,256,16,6,760,3.171060729814097e-05,348.4628043099621,22.744336470565056,173778.91206560555,416.8679791799864,-6.3662398272364475,7.274522,2025-11-20T20:02:38
31,24,32,512,16,10,479,3.5309208646101864e-05,554.0619355762382,35.410049400893925,353362.50087554107,594.443017349469,-13.978531609281855,7.391183,2025-11-20T20:02:46
32,12,32,512,16,10,529,1.168823962180442e-05,243.26466384772246,15.86839613689113,84292.4105893167,290.3315528655415,-2.573034867328327,7.924516,2025-11-20T20:02:54
33,12,32,1024,16,10,520,1.3751314450002338e-05,359.54372675462355,22.872960975693754,144026.05907085034,379.5076535076076,-5.105058892802144,13.700046,2025-11-20T20:03:03
34,12,32,512,16,10,526,1.0791143577942852e-05,419.5620271289725,26.71283066893193,199352.7195203503,446.4893274428296,-7.4502769912860085,7.67024,2025-11-20T20:03:18
35,12,32,256,16,7,680,1.4817823982868956e-05,353.3628490690767,22.82550394909774,165012.23413866197,406.2169791363502,-5.994632873720552,7.33056,2025-11-20T20:03:26
36,12,32,512,16,9,576,2.316655064853044e-05,340.9259594206391,21.726619527944536,132138.4180696196,363.5084841783196,-4.601158773079353,7.541114,2025-11-20T20:03:34
37,12,32,512,16,9,530,2.024526584163366e-05,476.41042597337355,29.99024375746981,240566.1020493448,490.4753837343367,-9.19725340051568,7.316942,2025-11-20T20:03:43
38,12,32,256,16,6,796,2.8456762077081863e-05,444.1780346159517,28.453506765411824,238834.69290398582,488.707164776603,-9.12386144028192,7.181348,2025-11-20T20:03:51
39,12,32,256,16,9,651,1.120344409228823e-05,309.0225577279308,19.98963088683654,125335.00125312975,354.0268369108898,-4.312771653380977,8.650943,2025-11-20T20:03:59
40,12,32,512,16,10,633,1.2616184064959058e-05,401.0993704720715,25.524182590829042,180323.5521407793,424.6452073681973,-6.643657770550953,9.44023,2025-11-20T20:04:08
41,12,32,256,32,8,643,1e-05,377.3105826302746,24.541728843375633,201029.68150012442,448.3633364807212,-7.521361013952177,8.099157,2025-11-20T20:04:18
42,12,32,256,16,10,538,1.5462505817155734e-05,241.4335888151704,15.624179868645857,75675.54698956119,275.0918882656506,-2.2077783291217803,7.972984,2025-11-20T20:04:27
43,12,32,256,16,10,540,1.3496731975827065e-05,268.4153799935558,17.307114795566502,90346.69034358238,300.5772618538907,-2.8296671371532565,8.064263,2025-11-20T20:04:36
44,12,32,256,16,10,549,1e-05,357.1125540658215,22.872939725470108,150580.87761686507,388.04751979218355,-5.382908286954947,8.390138,2025-11-20T20:04:46
45,12,32,256,16,10,571,2.075998797531873e-05,219.4480744922537,14.266302541460016,66707.82196854097,258.2785743505275,-1.8276492764976884,8.470733,2025-11-20T20:04:55
46,12,32,256,16,10,590,2.480238212867153e-05,156.06628941738396,10.388478729216681,44255.739368845825,210.3704812202649,-0.8759375694532845,8.617879,2025-11-20T20:05:04
47,12,32,256,16,10,609,3.0141948878661972e-05,265.21931472662874,17.09431622815124,88586.82507659316,297.635389489545,-2.755068962575135,8.488394,2025-11-20T20:05:14
48,12,32,256,16,10,591,2.7578151693946608e-05,168.46957921230583,11.154839947232176,48237.93752963515,219.63136736275888,-1.0447372606429717,8.874507,2025-11-20T20:05:23
49,12,32,256,4,10,300,0.01,663.6942191048839,41.86254699100421,464081.2608237286,681.2350995241867,-18.671741674060428,4.277635,2025-11-20T20:05:33
50,12,32,1024,8,10,501,1.6223611291694913e-05,485.3584443653006,30.715612006686182,253793.3224568458,503.77904130367097,-9.757936377588207,13.139179,2025-11-20T20:05:39
51,12,32,256,16,10,601,2.6034972058960416e-05,222.58944208665477,14.432971195167443,66898.50158120207,258.6474465004479,-1.8357319128793455,8.848347,2025-11-20T20:05:54
52,24,16,256,32,1,800,0.01,608.8069612110038,39.80923472146207,564329.6882307156,751.2188018352014,-22.921129300013487,3.677335,2025-11-20T20:06:04
53,12,32,256,16,10,602,2.5956029085269654e-05,235.38116978847768,15.238304178031317,73255.52514244216,270.6575791335653,-2.105197060191401,9.059273,2025-11-20T20:06:08
54,12,32,256,16,10,594,2.4967016607329095e-05,240.51102208339955,15.540920996766463,75201.10814609089,274.2282045050999,-2.1876675443158566,8.838825,2025-11-20T20:06:18
55,24,64,256,4,1,800,0.01,663.1553193653007,42.48060358537254,549644.655672053,741.3802369041496,-22.298651748438953,2.087493,2025-11-20T20:06:28
56,12,64,256,32,1,800,0.01,371.8815799570331,24.670635239641417,238973.13144011205,488.8487817721468,-9.129729652059265,2.116327,2025-11-20T20:06:31
57,12,32,256,16,10,595,2.6086609231809533e-05,219.90350865566518,14.253332512720293,64990.87758793822,254.9330845299178,-1.7548704569780273,8.591686,2025-11-20T20:06:34
58,12,32,256,16,10,594,2.4865356149248287e-05,244.23431920254018,15.78212911689214,77308.67954674242,278.0443841309197,-2.277004485177604,9.237322,2025-11-20T20:06:44
59,12,32,256,16,10,590,2.470414874688871e-05,155.95406611009227,10.38278381879171,44135.24231277709,210.08389351108545,-0.8708298713849298,9.314403,2025-11-20T20:06:54
60,12,32,256,16,10,594,2.4751391726979936e-05,242.40641799811308,15.65308530244133,75876.05123313358,275.45607859173043,-2.2162774175725994,8.523148,2025-11-20T20:07:04
61,12,32,256,16,10,585,2.4316683652932597e-05,172.34335850918083,11.359752166426459,48505.27654310287,220.23913490363802,-1.0560693795115519,8.821555,2025-11-20T20:07:14
62,12,32,256,16,10,583,2.38984802302947e-05,137.4077977481725,9.174397102254584,36100.84012762167,190.0022108492995,-0.5302630404567656,8.587162,2025-11-20T20:07:24
63,12,32,256,16,10,577,2.3772836707392284e-05,157.03017694993602,10.415881604940282,43034.72415301189,207.4481240045614,-0.824180478758977,8.48333,2025-11-20T20:07:34
64,12,32,256,16,10,569,2.364030780339403e-05,180.1685233041027,11.823202557011443,50162.76645441012,223.97045888779644,-1.1263280090126089,8.004861,2025-11-20T20:07:44
65,12,32,256,16,10,562,2.364597025838963e-05,272.3886771126964,17.499562898354437,90936.15931624999,301.5562291120016,-2.854653884807339,9.141028,2025-11-20T20:07:53
66,12,32,256,16,10,587,2.2913458595658253e-05,283.58625808600374,18.251786131657415,100265.81889468034,316.6477836566685,-3.2501248262714366,8.324278,2025-11-20T20:08:04
67,12,16,1024,4,1,800,0.01,220.40567218949025,14.320640332163645,73802.04360523206,271.665315425492,-2.128363197089549,4.203298,2025-11-20T20:08:13
68,24,64,256,32,10,300,0.01,888.6809541309257,55.746672516995034,813345.1027256629,901.8564756798406,-33.47653698466961,4.496694,2025-11-20T20:08:19
69,12,32,256,16,10,582,2.728908680607333e-05,183.1086274707694,12.004923730137895,51396.57138989971,226.70811937356746,-1.1786272376521185,8.458784,2025-11-20T20:08:25
70,12,32,256,16,10,574,2.788804275117444e-05,243.74595657233183,15.787758764724735,78860.92036524543,280.82186589588326,-2.342801755990315,8.507992,2025-11-20T20:08:34
71,12,32,256,16,10,583,2.608706273977559e-05,131.59380238684437,8.804157372939963,34211.38837040551,184.96320815342037,-0.4501718796812102,8.540577,2025-11-20T20:08:44
