trial_index,test_size,window_size,hidden_size,lstm_layers,num_attention_heads,dropout,batch_size,lr,epochs,grad_clip,mae,mape,mse,rmse,r2,sd,runtime_s,started_at,epochs_ran
0,12,27,,,,,,,,,254.66994216845174,14.541289645148114,89060.59677788377,289.54574561028943,-1.1172458059531778,3.0719404242145356,19.402449,2026-01-19T17:43:26,
