trial_index,test_size,p,d,q,P,D,Q,m,mae,mape,mse,rmse,r2,sd,runtime_s,started_at
0,8,0,1,1,0,1,2,52,787662.9551441596,61923.44938301616,2581081925552.209,979299.213770603,-271149051.11010295,80919.00661755532,104.179021,2026-01-10T02:13:31
1,8,4,0,2,0,0,1,52,94.87436403450647,7.575910389064842,13217.355308772496,108.63223223162261,-0.7091861286072909,2.753379399491046,8.902681,2026-01-10T02:15:15
2,8,2,2,0,1,0,0,52,230.1862887734053,18.66120273990853,80975.67232925845,252.74738536728088,-9.074885379475342,9.70608961805455,1.146016,2026-01-10T02:15:24
3,8,4,0,4,1,1,1,52,134.93935360132957,10.913688034124533,25265.355621265695,153.15584870025353,-2.5852811902264743,3.353448269653178,247.992818,2026-01-10T02:15:25
4,8,4,0,3,1,0,1,52,97.88587225487515,7.785337923117178,13751.322845641052,110.81461421614806,-0.7738650209609323,2.7298897167745415,10.818216,2026-01-10T02:19:33
5,8,2,1,3,2,0,0,52,94.35542336425583,7.432626521553501,13903.427891056983,108.85631182541015,-0.7357943705237661,3.3372592409389408,76.295452,2026-01-10T02:19:44
6,8,3,2,4,0,1,0,52,194.15792088695807,15.812804466959713,51422.57638321729,221.83067248479063,-7.332752217552671,3.7205672064850512,7.97908,2026-01-10T02:21:00
7,8,0,1,3,2,0,2,52,474.8733695506637,38.11838255382952,794071.9287300591,591.7135731717811,-83.19162824940402,43.00633970901878,170.723077,2026-01-10T02:21:08
8,8,4,0,2,0,1,2,52,nan,nan,nan,nan,nan,nan,102.956933,2026-01-10T02:23:59
9,8,2,0,1,2,1,2,52,18600972165.605774,1445698061.025384,1.0581991237657461e+21,18781777421.551743,-1.530152813455352e+17,2044446897.8270612,163.850374,2026-01-10T02:25:42
10,8,4,0,0,1,0,1,52,91.57110422092187,7.310149877033553,12682.878705352143,105.34966961484228,-0.6278442000524478,2.982774856022335,4.449729,2026-01-10T02:28:26
11,8,0,2,2,1,1,1,52,147.31076703864366,11.76268611318975,31764.781145542933,164.02719342885842,-3.0638174694567346,5.121553836328672,64.819016,2026-01-10T02:28:30
