trial_index,test_size,window_size,hidden_size,lstm_layers,num_attention_heads,dropout,batch_size,lr,epochs,grad_clip,mae,mape,mse,rmse,r2,sd,runtime_s,started_at,epochs_ran
0,4,18,128,3,2,0.23480810821056367,32,0.0006490902607298573,2000,2.0201090276241302,380.2154155255228,26.729263172571077,205857.59602127504,416.8094461461248,-9.146062611634262,11.825291354177338,509.624426,2026-01-21T02:04:57,90.66666666666667
1,4,15,64,2,4,0.5537170147523284,64,6.0551919771986076e-05,2000,2.7147467406466603,415.8209761688961,29.01961773237353,250796.45772616638,477.26487669570037,-23.36943782015406,10.611640833120363,905.718445,2026-01-21T02:13:26,277.0
2,4,10,128,3,2,0.43012282429262993,32,0.00012423087058477137,2000,1.800959661602974,498.4275614215696,34.69581823097125,279249.7520574147,528.2625498512551,-18.219753944902788,0.7933746292050908,969.937157,2026-01-21T02:28:32,200.66666666666666
3,4,21,32,1,4,0.1038826041854918,128,1.1322362108984185e-05,2000,0.8142561647109687,588.1952548990431,40.302090840148004,459685.3008151725,675.3903753545186,-31.21932961509309,5.7175076273260546,3185.369464,2026-01-21T02:44:42,1254.6666666666667
4,4,24,64,2,4,0.16363934557884932,64,0.0002324410007852662,2000,2.173764786683023,475.8360104574199,32.979459901983724,265178.8454965936,513.6100166945636,-16.548622401174836,2.6834069280892026,532.972644,2026-01-21T03:37:47,121.0
5,4,13,32,4,2,0.3664521727710962,64,1.9125040359128024e-05,2000,0.6414997433312237,775.6222821369244,53.19686281667964,730880.4426382555,853.2264935976214,-53.943364094778225,2.081178046659809,2090.155523,2026-01-21T03:46:40,703.3333333333334
6,4,17,128,1,4,0.4928539813496172,32,0.00039310828438142746,2000,1.5303100920282304,932.1765974913818,63.87172548503932,945624.6389609631,957.1267257284117,-70.79249024721969,11.388587465950396,655.515709,2026-01-21T04:21:31,124.33333333333333
7,4,31,64,3,2,0.2911398614756763,128,3.5826466139201314e-05,2000,2.4980281684547663,504.5509278700297,34.85198095822837,337674.1706385068,577.4071779511329,-25.801397567818224,5.149530577204707,832.978411,2026-01-21T04:32:26,243.33333333333334
8,4,30,64,1,2,0.5914866806939244,128,0.000242381636713946,2000,2.2272043274715543,549.9519069218533,38.10534765573977,372513.28359029023,609.2323711284375,-27.27668286216482,1.251727001654167,625.989153,2026-01-21T04:46:19,194.33333333333334
9,4,19,32,3,4,0.2628196574747562,32,2.9360331324892923e-05,2000,0.7125659422017634,253.88970284302505,16.738242847462505,81296.2850633709,283.1354392018231,-3.90132861883918,1.2372150654814036,1285.247125,2026-01-21T04:56:45,255.0
10,4,12,128,2,2,0.13531915741041303,64,0.00045153396293813304,2000,1.6154902982525527,921.7632789873875,63.75242356073276,938060.0845240835,946.8345711219121,-82.37541822196742,14.320775169929876,393.026079,2026-01-21T05:18:10,115.33333333333333
11,4,26,32,4,4,0.4650848581455648,64,4.9707076400138e-05,2000,2.600830264389515,517.4109290189023,35.93473437828037,371571.8947666472,595.9589781572447,-32.21169801042026,8.647517112473178,1279.840601,2026-01-21T05:24:43,283.3333333333333
12,4,22,128,3,4,0.4037555068731308,128,0.0007652261454097486,2000,1.40250811772421,726.1761290615729,50.09043210444483,570368.0468182777,754.9291362692514,-40.89533252465028,1.8350489384571884,416.687608,2026-01-21T05:46:03,121.66666666666667
13,4,8,64,1,2,0.2005624169483781,32,9.269723373402291e-05,2000,2.9360413243994117,406.8549974449491,28.213056729059776,267869.86233599856,448.19578656609247,-7.026011296491727,18.198378043339,829.520524,2026-01-21T05:53:00,177.66666666666666
14,4,17,64,4,4,0.32305803513154385,32,0.00014293583240777613,2000,2.0484234411269426,949.984773519413,64.98055541243603,994011.3984964428,996.5816123140803,-71.65234781031985,2.486980909633178,675.183196,2026-01-21T06:06:49,130.33333333333334
15,4,28,32,2,2,0.527349713165313,64,1.5735579502125907e-05,2000,1.081935083027929,701.9040774963825,48.801751004747246,569579.1532646074,752.5900100115344,-43.04106219091,5.683250459279005,2745.012339,2026-01-21T06:18:05,591.0
16,4,20,32,3,4,0.22570412859035416,32,2.3535412838843014e-05,2000,0.5325115585551742,304.70535780080735,20.04690074166153,119052.83409328588,344.7113037659689,-6.969532661723257,1.0494557821219044,1385.116688,2026-01-21T07:03:50,274.6666666666667
17,4,19,32,3,4,0.2798253851296456,32,2.7987281081960335e-05,2000,0.7070886196824056,242.69040016325832,16.10550453480563,74131.32416149795,270.0331720516859,-3.402416806426524,1.3789910221483164,1245.850928,2026-01-21T07:26:56,249.33333333333334
18,4,18,32,3,4,0.3164436048692576,32,2.6502473471327467e-05,2000,0.7205794479121265,208.83925916791546,13.978269424444422,56811.99298452735,237.7910976564156,-3.0331181756426058,1.4503034913745425,1309.23159,2026-01-21T07:47:43,265.6666666666667
19,4,15,32,3,4,0.34494700822203944,32,2.4860377483211043e-05,2000,0.7116750166475835,193.31189745598098,12.997344287759374,48526.39132953701,219.27307597159975,-2.4692974853956082,2.999256713071196,1350.483828,2026-01-21T08:09:33,294.0
20,4,16,32,3,4,0.37905379429478314,32,2.6638586132657663e-05,2000,0.7769222398799427,235.6201345079271,16.36611928319047,75671.54901952542,268.8203131326638,-5.158631720320186,4.013018853248792,1009.981712,2026-01-21T08:32:05,212.0
21,4,15,32,3,4,0.28620832785448225,32,1.901388570656605e-05,2000,0.6826549561089886,272.1407591797022,17.94052661831242,92956.86503005416,303.9038607941166,-5.348073626966712,0.38893017313467204,1598.529728,2026-01-21T08:48:56,342.0
22,4,15,32,3,4,0.32389318893334634,32,3.3742789561156734e-05,2000,0.5,190.6851207969349,12.777652327871111,47443.17146781763,217.53504903560633,-2.2285058205908164,2.11586038958044,1085.218573,2026-01-21T09:15:36,232.33333333333334
23,4,15,32,3,4,0.3222168423524037,32,2.9810075091264615e-05,2000,0.6138956532856779,200.21812128766655,13.357752265667846,54988.95937483196,234.24736972107277,-2.761702964628853,2.747321996594625,1196.744902,2026-01-21T09:33:43,257.6666666666667
24,4,16,32,3,4,0.3366826187383959,32,3.0150251452406888e-05,2000,0.5,182.2876472959382,12.361855038513703,42868.94496522242,205.16801757944424,-2.4460090663908534,2.853946475851577,1184.492546,2026-01-21T09:53:41,248.0
25,4,16,32,3,4,0.3345822602486607,32,3.32302563036362e-05,2000,0.5,179.15963802422547,12.16935005051179,41456.25464142876,202.6086164019375,-2.2760631935188615,2.225987796117261,1067.479441,2026-01-21T10:13:27,223.66666666666666
26,4,16,32,3,4,0.3317419796396106,32,4.9352925341686025e-05,2000,0.5,184.7408350891861,12.220411209398486,44008.40300352757,208.3817969912957,-2.178388381560018,3.3011579211035795,903.760905,2026-01-21T10:31:17,189.66666666666666
27,4,8,128,4,4,0.1,128,1e-05,2000,0.5,341.2164910316786,23.95028043197071,181324.7667553173,423.79051661320045,-12.923964236022806,3.1170291179685483,1238.802489,2026-01-21T10:46:22,494.0
28,4,8,128,1,4,0.1,32,1e-05,2000,0.5,677.7986274179087,46.964036162462016,556637.6938714908,735.2412699802463,-46.72932555902162,8.807677738898441,1887.738435,2026-01-21T11:07:02,361.0
29,4,16,32,3,4,0.33330282299795905,32,4.3998969019359445e-05,2000,0.5,168.12895442335522,11.25605185778628,37470.95317488519,193.50917807200585,-1.7365746973319924,2.0884149323180874,1016.954313,2026-01-21T11:38:31,207.0
30,4,16,32,3,4,0.3354782713210258,32,4.677800883620589e-05,2000,0.5,175.1655870822857,11.656645754398468,39561.77605469319,198.63818838519433,-1.9744269702375696,2.598858465508276,1015.408254,2026-01-21T11:55:30,205.66666666666666
31,4,16,32,3,4,0.33772441087334226,32,4.5503617804329255e-05,2000,0.5,172.28438238560253,11.563936902772861,36735.10135392557,190.8984033759422,-1.7317511373113985,2.4982698071720666,1022.325527,2026-01-21T12:12:27,207.0
32,4,15,128,2,2,0.23353331630237897,32,0.00031021319910980546,2000,2.637252990481596,547.866420702995,37.81750458607189,374332.03455780115,575.3912326109111,-36.893421524783825,15.053968000523795,529.306394,2026-01-21T12:29:31,101.33333333333333
33,4,16,32,3,4,0.3402605755942566,32,4.475799472244655e-05,2000,0.5000353370449039,160.004466782999,10.816344327331166,32310.5187725798,179.1737648816829,-1.3153272374489415,2.1318348009753176,1148.726709,2026-01-21T12:38:22,236.33333333333334
