trial_index,test_size,p,d,q,P,D,Q,m,mae,mape,mse,rmse,r2,sd,runtime_s,started_at
0,12,2,0,2,0,0,2,52,5.3087752766286075e+34,1.904011298974049e+33,1.2923478304235691e+70,6.578256228292048e+34,-1.0610346385268479e+65,2.676036379148624e+33,96.416932,2026-01-08T11:57:59
1,12,0,1,2,2,1,0,52,413.6138519406456,28.41521004791923,248068.26884761473,465.5404289160668,-21.607648256346213,18.739693834699114,47.322475,2026-01-08T11:59:36
2,12,0,0,4,0,1,0,52,620.7788409449236,26.924432398458986,843517.757363635,676.283853449072,-7.614013063775462,17.293234917398134,2.400759,2026-01-08T12:00:23
3,12,4,1,4,0,0,0,52,375.4117583827374,17.393824509229887,261834.27062245357,429.73650435344797,-2.4533271087619006,6.502579075050143,0.469367,2026-01-08T12:00:26
4,12,0,1,0,0,0,2,52,91561.56550765752,6254.269867097569,32708090675.926975,104873.96950259923,-691319.8130506166,8803.88348923307,60.51524,2026-01-08T12:00:26
5,12,0,2,4,0,0,2,52,392.45373072924303,23.703933166986616,257871.6998341086,493.7303384636557,-16.53927036603972,12.410133813867624,104.723861,2026-01-08T12:01:27
6,12,4,2,0,1,0,0,52,288.0974417526737,16.626568160254294,131673.6998166802,357.3881368615587,-3.673155034561958,3.8821981814386284,1.567353,2026-01-08T12:03:11
7,12,0,0,4,0,0,2,52,1031044306403.4069,39327386507.13113,4.043988840028549e+24,1177962307770.177,-3.3305119654087447e+19,53726548608.89419,171.307486,2026-01-08T12:03:13
8,12,3,2,3,2,1,0,52,358.79918381721535,23.687256403901642,199857.41947754184,416.91857073683167,-8.152587191576266,12.737111613160527,277.590172,2026-01-08T12:06:04
9,12,0,2,3,2,0,1,52,331.33838427977093,14.71485281080833,227102.48140942177,389.4127021506722,-1.7052800606553076,7.081278215872678,56.825806,2026-01-08T12:10:42
10,12,0,1,0,2,1,0,52,391.34598263837233,26.55466017651703,222940.5707948288,444.97126718525516,-18.922281489503654,17.177082882788547,7.593271,2026-01-08T12:11:39
11,12,0,1,4,1,1,1,52,351.95377241862815,19.362166535067548,211224.84737809247,403.5939216632659,-2.914919691597728,12.8370778308076,101.238418,2026-01-08T12:11:46
12,12,2,2,3,1,1,0,52,473.2711560145489,31.969137565024294,401598.4995529,584.4447841766756,-37.23484412546852,21.552454815828472,99.813332,2026-01-08T12:13:28
13,12,2,2,3,2,0,1,52,347.7758747481669,15.557612920198956,243692.70535419544,405.8630959099266,-1.9739741715917773,7.261771637928947,162.193783,2026-01-08T12:15:08
14,12,2,2,3,1,0,0,52,363.46850505090225,17.554088762137237,230855.80098124035,424.2054717381505,-3.146259820944259,4.1255140270808335,8.532027,2026-01-08T12:17:51
15,12,1,2,4,1,0,1,52,382.4964462995061,18.918960921338023,243659.78807018793,445.29523059726677,-3.843796868565363,3.17879183119232,10.191511,2026-01-08T12:18:00
16,12,1,2,2,2,0,0,52,329.3840884278991,14.596860720325688,225617.61208662298,387.4303692817134,-1.672729160351133,7.119391497182643,62.525215,2026-01-08T12:18:11
17,12,1,2,2,2,0,1,52,328.27617036623207,14.513650190129416,225226.15948641207,386.08279250363495,-1.6395401338047157,7.2019148501791355,89.10327,2026-01-08T12:19:15
18,12,1,2,2,2,0,1,52,328.27617036623207,14.513650190129416,225226.15948641207,386.08279250363495,-1.6395401338047157,7.2019148501791355,88.898324,2026-01-08T12:20:44
19,12,4,2,4,2,1,0,52,361.0275047547188,23.365692111609533,189521.58540248775,413.11448466269417,-7.467224820309217,11.508807021676592,234.229104,2026-01-08T12:22:14
20,12,4,0,4,2,0,2,52,22346455991081.945,1872474712500.4944,1.5193509353041305e+27,23205006794640.98,-1.928747685050606e+23,2552302923186.4966,253.998665,2026-01-08T12:26:09
21,12,1,2,2,2,0,1,52,328.27617036623207,14.513650190129416,225226.15948641207,386.08279250363495,-1.6395401338047157,7.2019148501791355,89.562148,2026-01-08T12:30:23
22,12,1,2,2,2,0,1,52,328.27617036623207,14.513650190129416,225226.15948641207,386.08279250363495,-1.6395401338047157,7.2019148501791355,87.246554,2026-01-08T12:31:54
23,12,4,2,4,0,1,0,52,385.545876403829,20.05522069394789,252472.6735177585,447.0026278176261,-5.372872018690942,3.828491311909184,13.707842,2026-01-08T12:33:21
24,12,4,2,4,0,0,0,52,350.5103906553516,16.786163608797295,219772.64984492472,412.66928650092086,-2.7098359053252437,4.2014727755668275,0.452041,2026-01-08T12:33:36
25,12,1,2,2,2,0,1,52,328.27617036623207,14.513650190129416,225226.15948641207,386.08279250363495,-1.6395401338047157,7.2019148501791355,87.561543,2026-01-08T12:33:37
