trial_index,window_size,batch_size,d_model,n_head,num_layers,epoch_number,lr,mae,mape,mse,rmse,r2,runtime_s,started_at
12,42,16,512,4,11,96,0.0007530882507297658,752.9217639231771,19.280341980617386,747151.1839061327,864.379074194958,-0.024162028757175547,17.693199,2025-11-11T23:45:13
13,43,32,512,2,1,279,0.0003219267145549465,750.0202683841145,22.03312370101257,817949.3966432977,904.4055487685255,-0.12120910938977048,4.008926,2025-11-11T23:45:30
14,43,32,128,4,2,472,0.00026524686424202675,607.5323246445313,16.014334627577494,546118.4514019777,738.9982756420868,0.25140481180065277,9.931728,2025-11-11T23:45:35
15,42,32,128,4,7,267,0.0007278610109932266,799.0273630052084,22.079379419614607,762426.5568106544,873.1704053680784,-0.04510083905541751,15.901218,2025-11-11T23:45:45
16,43,64,128,4,1,492,0.00015287309322995103,625.1217460052084,15.220855399898173,638495.808620797,799.0593273473485,0.12477798764729853,3.6754,2025-11-11T23:46:02
17,43,64,128,8,1,531,0.00024110872832866465,657.2982398151042,15.975494614206573,701587.4412991427,837.6081669248114,0.03829474849395609,3.996782,2025-11-11T23:46:07
18,43,64,128,4,1,600,0.00018833320362455876,585.9691548723958,14.819522898365909,557224.4620184518,746.4746894694098,0.23618118021259682,4.921712,2025-11-11T23:46:12
19,43,64,256,4,1,574,0.00018272323687457806,658.8955684895833,16.383731538129183,621985.9674285045,788.6608697206325,0.14740895285778977,4.362778,2025-11-11T23:46:17
20,43,32,96,4,1,571,0.00018142744427951255,704.0902930833334,17.468335413589454,713977.8246431601,844.9720851265798,0.021310555179364088,7.668528,2025-11-11T23:46:22
21,43,64,128,4,3,530,0.00023987867745291325,734.8114939752604,17.629232421813114,843044.231255047,918.1744013285531,-0.15560800653522944,8.540316,2025-11-11T23:46:31
22,43,32,512,8,11,132,0.001,752.9217842682292,19.377861079668833,742422.82859744,861.6396164275642,-0.01768060696471041,19.718558,2025-11-11T23:46:40
23,43,64,128,4,1,569,0.00016182352809059609,615.0484534381511,15.00226602140026,620679.7466133446,787.8323086884319,0.14919946298328401,4.472681,2025-11-11T23:47:01
