trial_index,test_size,p,d,q,P,D,Q,m,mae,mape,mse,rmse,r2,sd,runtime_s,started_at
0,24,3,0,3,0,1,0,52,506.7500728447073,26.202060762692696,384985.05007659364,598.8927691932927,-9.95701854731853,14.343190778798581,3.497871,2026-01-10T12:09:43
1,24,0,2,0,1,1,2,52,1553.9939130511718,87.45031993420075,5519952.642998138,1759.608359657617,-201.33665185897428,90.19559592605493,32.810376,2026-01-10T12:09:47
2,24,3,2,2,1,0,0,52,333.58942858425195,16.450887474873134,158283.61064504416,395.12219719470477,-2.359763122691698,4.5473536017696645,7.025451,2026-01-10T12:10:20
3,24,1,0,1,1,1,0,52,486.33497845370033,24.69372043377889,340662.0467902418,567.8841197612854,-7.147836048509176,9.979318993306425,11.937361,2026-01-10T12:10:27
4,24,4,0,4,2,1,1,52,323.8830325163492,15.898237198337489,149356.26547761084,385.3280304010582,-2.1826308569369672,4.107257171408673,278.018478,2026-01-10T12:10:39
5,24,1,0,3,2,0,2,52,461.8684351858603,24.153688526615586,354712.8616568374,541.5429043921947,-10.40953659067079,16.114685299205583,132.363553,2026-01-10T12:15:17
6,24,0,1,4,1,1,1,52,402.6785686333076,20.410668592323365,248878.89521733802,491.1365270619599,-4.9382487317765245,8.759097267167299,36.971102,2026-01-10T12:17:29
7,24,1,0,2,0,0,2,52,795.993581800063,45.072935572958414,1735257.3998619467,995.245071869245,-62.89603701672223,44.63704234453143,55.782074,2026-01-10T12:18:06
8,24,1,2,3,0,1,2,52,327.7649332584629,14.96350370110124,199392.52495532742,397.95873232901823,-2.0132035102257757,8.101549494180878,115.107743,2026-01-10T12:19:02
9,24,0,2,4,2,0,1,52,276.3918938742445,12.601523922749957,126707.36889775134,330.24452576903695,-0.9838005310465734,4.695382281581924,128.705878,2026-01-10T12:20:57
10,24,4,0,2,0,0,0,52,276.15435077683566,13.221652980897654,113792.01191472485,334.4332583291579,-1.2193372638815827,2.7815551256649447,0.213442,2026-01-10T12:23:06
11,24,3,1,2,0,0,0,52,300.8787220316353,14.35052215224629,133537.1999522644,363.39359118857556,-1.6804183339216292,2.8060001111304382,0.163311,2026-01-10T12:23:06
12,24,2,2,4,2,0,1,52,278.83824713329545,12.690534366030834,129348.45084006655,332.4442498124652,-1.0136618431197708,4.93808313571185,147.270673,2026-01-10T12:23:07
13,24,1,2,4,2,0,0,52,282.5449890733136,12.858532027078445,133087.33229168213,336.3564434058784,-1.0649240991348303,5.130275484704565,103.082566,2026-01-10T12:25:35
14,24,1,2,4,1,0,1,52,289.3298249942912,13.19350391140921,141497.13100714676,345.02259894526424,-1.1847045897518453,5.588539606365769,8.875722,2026-01-10T12:27:18
15,24,4,1,3,1,0,0,52,309.7495029326815,15.352687796040025,143308.78639983476,378.1353662944277,-2.22318990034887,5.336323464228375,6.607579,2026-01-10T12:27:27
16,24,1,2,4,2,0,1,52,282.6185733089339,12.86390631747694,133130.08859604035,336.474639421375,-1.066338301867462,5.126391874710628,124.936991,2026-01-10T12:27:35
17,24,4,0,0,0,1,0,52,483.40235364246456,25.170166194255543,358993.90769674984,572.9636703984942,-9.458234982311675,14.722761223327371,0.79349,2026-01-10T12:29:40
18,24,0,0,4,0,0,2,52,3834.0128383089614,218.23668076264167,33640380.36021822,3935.1727244512035,-1268.9455660658525,261.3566222574054,74.83324,2026-01-10T12:29:42
