trial_index,test_size,window_size,hidden_size,num_layers,batch_size,lr,epochs,mae,mape,mse,rmse,r2,sd,runtime_s,started_at,epochs_ran
0,4,33,32,4,64,1.6039891717382914e-05,2000,100.95608904807752,9.411738745062243,16673.748831186444,120.16677823794032,-2.3189313880100255,4.029232855752637,10.7254,2026-01-19T22:20:12,267.3333333333333
1,4,37,256,2,32,5.54419542369449e-05,2000,82.13882044963458,7.4878274443785315,9313.630159129867,96.41668626693622,-0.6609021809480359,0.49235188398964225,15.910266,2026-01-19T22:20:23,105.0
2,4,30,128,2,32,0.0008319835880494291,2000,114.11910302230082,10.463161851758215,17887.39682058839,126.1503374430029,-2.310211232010053,4.646101346553235,6.475572,2026-01-19T22:20:39,115.0
3,4,37,64,4,64,2.668869831209508e-05,2000,148.43204772163637,13.640074523128526,28005.63063704582,164.72457093613193,-4.283705552828634,3.06606155324012,5.785225,2026-01-19T22:20:46,156.66666666666666
4,4,39,64,3,64,0.00025933986607166884,2000,77.40699300522084,7.083406831104163,9665.207667242155,98.23797340390074,-0.6870880167656325,0.5332935732789277,8.990545,2026-01-19T22:20:51,284.3333333333333
5,4,52,256,4,128,0.0001309424698258091,2000,82.67057726320212,7.538222873999133,11817.530502259266,108.61524963418066,-1.0877546548236128,1.1051398701054556,14.916881,2026-01-19T22:21:00,107.0
6,4,41,512,4,128,2.3701192725021237e-05,2000,84.97036021536388,7.809532316729171,12143.638737049849,109.84555609120058,-1.2137711170705796,1.3359328518938482,17.507202,2026-01-19T22:21:15,118.0
7,4,35,64,1,64,1.7764861035243343e-05,2000,173.56141821562906,15.683888808008327,51580.90577728545,227.0246949246656,-8.012573535602185,0.989444209469882,5.022488,2026-01-19T22:21:33,195.66666666666666
8,4,40,32,4,32,0.00013997490434338212,2000,88.55194387421805,8.162697717003919,12211.13412121255,108.01244513781852,-1.2970253591998093,2.7163790474943457,32.763934,2026-01-19T22:21:38,490.6666666666667
9,4,32,32,3,32,0.0001648437914718627,2000,131.89680760412503,12.11663044505732,21627.19546740862,140.72310057677498,-3.2088657382281256,4.254188965182085,30.99923,2026-01-19T22:22:11,529.6666666666666
10,4,46,128,3,64,0.0003213178486325714,2000,66.0349320075498,5.930196859728919,6011.433441989706,76.48391998918581,0.0028692605671601923,0.6187515202091005,12.02553,2026-01-19T22:22:42,303.0
11,4,46,64,4,64,0.0003758894050620079,2000,64.51515968878981,5.895307443573781,8813.887707289081,93.70944758504906,-0.5496950136320625,1.1205160656015836,10.859563,2026-01-19T22:22:55,277.6666666666667
12,4,46,128,4,32,0.000284422344341883,2000,62.96173371317466,5.697309832782186,7272.953176466185,84.68931112686788,-0.2517693868035583,0.5725579963501927,14.428196,2026-01-19T22:23:06,182.66666666666666
13,4,47,64,3,32,0.0002929253433559733,2000,77.77053124495707,7.09727685369175,8675.224613715722,92.14377717990531,-0.5391698959936593,1.1143397246548445,11.215181,2026-01-19T22:23:21,197.66666666666666
14,4,43,128,4,64,0.00030580597924184265,2000,86.80986486887792,7.959449364733665,10736.352840238242,101.59623917029069,-0.8588637930744598,1.7776665556947104,9.136437,2026-01-19T22:23:33,197.0
