trial_index,test_size,p,d,q,P,D,Q,m,mae,mape,mse,rmse,r2,sd,runtime_s,started_at
0,4,0,1,3,2,0,2,52,1417.1317946375295,95.40992760764306,7217474.741544734,1624.1640915527014,-120.08078335848104,126.1691756381374,108.320771,2026-01-09T16:20:45
1,4,0,1,2,0,1,0,52,125.93276935893137,7.791676327776202,49264.41970793009,181.54174663934532,-0.2399081128765144,3.5969952539359182,0.653738,2026-01-09T16:22:34
2,4,0,0,4,1,1,0,52,218.45864956305195,14.602776630696875,77323.37451009998,261.5286012254588,-2.4031498821969444,4.634424240207105,17.143702,2026-01-09T16:22:34
3,4,0,2,0,2,0,0,52,779.9316211340642,53.52506950523176,1297939.5217399446,864.9447928304518,-158.90215600057903,48.98374834251979,6.218111,2026-01-09T16:22:52
4,4,2,0,0,0,1,2,52,223.994087583376,14.351840993266128,87513.40085751233,268.6179958827821,-4.487203801506694,6.120782706467029,170.365901,2026-01-09T16:22:58
5,4,3,2,4,2,1,2,52,17774363340998.69,1186919056386.0037,6.193102092367076e+26,17777921744949.016,-1.1836293181792888e+22,1147911304942.2546,340.647681,2026-01-09T16:25:48
6,4,3,1,3,2,1,0,52,181.28715779091337,11.488277114073284,67989.6161242382,243.4258012739665,-2.1010101878648397,2.5116723307785773,160.546121,2026-01-09T16:31:29
7,4,1,1,2,1,0,1,52,125.02221069320944,7.939422830293253,36311.95810327411,171.4986971493175,-0.27629813398321884,2.1873884397964196,4.291624,2026-01-09T16:34:09
8,4,1,2,3,2,0,0,52,121.96998156198458,7.7644811832804495,35450.517819215405,169.68111383255118,-0.26328978793409813,2.0420005858826067,101.514063,2026-01-09T16:34:14
9,4,2,1,2,1,0,0,52,125.23981995131072,7.952517411691521,36364.364469530614,171.6616455836638,-0.27938155966472716,2.185550688614405,3.232455,2026-01-09T16:35:55
10,4,4,2,4,2,1,2,52,4051545130525.8823,271432079827.26114,2.795997220477251e+25,4053858080042.6543,-1.0168212108981356e+21,224578436179.06775,205.597184,2026-01-09T16:35:58
11,4,2,1,0,2,1,2,52,98203463782457.45,6756779720476.022,2.8933960330869034e+28,98207196496275.77,-1.9703812562496358e+24,9555529518645.756,207.417553,2026-01-09T16:39:24
12,4,0,1,2,1,0,0,52,126.80387857254458,8.085832281490914,34887.87573139682,169.0217409200374,-0.24780772475659188,2.276167256161669,0.727131,2026-01-09T16:42:52
13,4,1,1,3,1,1,0,52,175.777219834554,10.935628472688785,68725.09578978254,225.60771292076984,-1.01254556955361,4.402426020203476,43.272955,2026-01-09T16:42:53
