trial_index,test_size,window_size,hidden_size,num_layers,batch_size,lr,epochs,mae,mape,mse,rmse,r2,sd,runtime_s,started_at,epochs_ran
0,12,27,1024,2,128,1.4715539279580123e-05,2000,248.24013903570827,16.00033819908052,94660.7256192435,295.5598927247502,-3.3551745233459864,8.042634352632197,26.606709,2025-12-13T19:09:55,236.66666666666666
1,12,45,256,4,128,0.0006832037492849924,2000,410.03107296569823,26.17607498813976,255464.6584274977,449.8076841047227,-7.128949167260667,15.347236488553277,20.252795,2025-12-13T19:10:21,167.33333333333334
2,12,41,32,2,32,0.0005071124237497725,2000,304.0656643442085,19.69473647223982,141791.38675719305,349.97863043828784,-5.087123052206244,11.67094081413813,10.030311,2025-12-13T19:10:42,229.0
3,12,28,64,1,64,4.5878474999220814e-05,2000,453.80019504034664,29.09417010292064,330903.0384652698,571.2819950119014,-18.120816593734048,7.344013657711817,3.497072,2025-12-13T19:10:52,132.66666666666666
4,12,35,32,1,128,0.00012654861626111702,2000,576.43286073943,35.87294325816852,523247.73653947655,717.646404574452,-25.73337479467934,5.151896192974498,2.202632,2025-12-13T19:10:55,120.66666666666667
5,12,29,64,2,128,2.042600648622569e-05,2000,294.5895245284292,18.332093112764202,129876.5028083928,358.38286731466457,-5.831857531460012,3.686787311652173,3.801456,2025-12-13T19:10:57,184.66666666666666
6,12,33,64,1,32,0.00022905756701454506,2000,368.4852496230582,24.22465522244535,240879.22025682172,462.56513482284555,-8.390174134700002,11.936055681133162,5.939854,2025-12-13T19:11:01,144.0
7,12,46,64,3,32,0.00030720638719096107,2000,323.4968881168745,20.22355361114782,163710.24963152476,388.086703485076,-5.495679383738582,6.180732423820644,11.473763,2025-12-13T19:11:07,224.0
8,12,27,256,2,64,2.1104508752651708e-05,2000,295.12461840119437,19.065013310967203,132434.97568514734,346.4475238663788,-4.875752021334026,10.831830085302707,17.018311,2025-12-13T19:11:19,262.0
9,12,51,1024,3,128,0.0004702624738336125,2000,241.53017534675914,15.242795817632567,99186.22867174055,288.27077094599,-2.321284659814443,8.030220590582681,45.542479,2025-12-13T19:11:36,159.66666666666666
10,12,27,256,2,128,1.0023293213063381e-05,2000,288.82184930570014,18.409275955638975,126451.59001975362,346.6030653226126,-5.168143458578535,8.053232768409838,7.375896,2025-12-13T19:12:22,171.33333333333334
11,12,32,1024,2,128,3.1660960448925156e-05,2000,264.419381258688,16.957376727699415,106896.02061136253,313.65215626550525,-3.5721958052298746,8.290193129009042,19.763094,2025-12-13T19:12:30,154.33333333333334
12,12,47,1024,3,128,0.00022872986374889895,2000,289.08645953405596,18.253345414850546,131123.69066507075,324.75323346830015,-3.183322082474762,9.320775286990521,66.604051,2025-12-13T19:12:50,246.66666666666666
