trial_index,test_size,p,d,q,P,D,Q,m,mae,mape,mse,rmse,r2,sd,runtime_s,started_at
75,8,0,0,0,2,1,2,52,1504.5245792019386,103.37198527583439,8801920.773620758,1902.0254831104867,-1535.9916978769634,123.48420585073042,161.973964,2026-01-10T00:17:29
76,8,0,0,1,1,0,1,52,86.5868771894277,5.961490243580426,12603.550509484441,105.27304568777647,0.13107639221469855,2.4671363195112748,1.981294,2026-01-10T00:20:12
77,8,0,0,1,1,0,1,52,86.5868771894277,5.961490243580426,12603.550509484441,105.27304568777647,0.13107639221469855,2.4671363195112748,1.952936,2026-01-10T00:20:15
78,8,0,2,0,2,1,0,52,1495.5675002991509,102.01935748066603,4031228.8310165987,1671.6527872174313,-619.2533853084607,65.125062326401,4.733578,2026-01-10T00:20:18
79,8,0,0,1,1,0,1,52,86.5868771894277,5.961490243580426,12603.550509484441,105.27304568777647,0.13107639221469855,2.4671363195112748,1.960486,2026-01-10T00:20:23
80,8,0,0,1,1,0,1,52,86.5868771894277,5.961490243580426,12603.550509484441,105.27304568777647,0.13107639221469855,2.4671363195112748,1.952939,2026-01-10T00:20:26
81,8,0,2,4,0,1,2,52,7014468518159.1875,480474227753.9826,5.398287191523308e+25,7016003741183.648,-6.93965589276558e+21,146884781237.2205,132.294124,2026-01-10T00:20:29
82,8,0,0,1,1,0,1,52,86.5868771894277,5.961490243580426,12603.550509484441,105.27304568777647,0.13107639221469855,2.4671363195112748,1.972453,2026-01-10T00:22:42
83,8,0,0,1,1,0,1,52,86.5868771894277,5.961490243580426,12603.550509484441,105.27304568777647,0.13107639221469855,2.4671363195112748,1.961417,2026-01-10T00:22:45
84,8,0,0,1,1,0,1,52,86.5868771894277,5.961490243580426,12603.550509484441,105.27304568777647,0.13107639221469855,2.4671363195112748,1.970987,2026-01-10T00:22:48
85,8,0,0,1,1,0,1,52,86.5868771894277,5.961490243580426,12603.550509484441,105.27304568777647,0.13107639221469855,2.4671363195112748,1.954552,2026-01-10T00:22:51
86,8,0,0,1,1,0,1,52,86.5868771894277,5.961490243580426,12603.550509484441,105.27304568777647,0.13107639221469855,2.4671363195112748,1.969719,2026-01-10T00:22:54
87,8,0,0,1,1,0,1,52,86.5868771894277,5.961490243580426,12603.550509484441,105.27304568777647,0.13107639221469855,2.4671363195112748,1.956606,2026-01-10T00:22:57
88,8,0,0,1,1,0,1,52,86.5868771894277,5.961490243580426,12603.550509484441,105.27304568777647,0.13107639221469855,2.4671363195112748,1.961933,2026-01-10T00:22:59
89,8,0,0,1,1,0,1,52,86.5868771894277,5.961490243580426,12603.550509484441,105.27304568777647,0.13107639221469855,2.4671363195112748,1.95547,2026-01-10T00:23:02
90,8,0,0,1,1,0,1,52,86.5868771894277,5.961490243580426,12603.550509484441,105.27304568777647,0.13107639221469855,2.4671363195112748,1.950029,2026-01-10T00:23:05
91,8,0,0,1,1,0,1,52,86.5868771894277,5.961490243580426,12603.550509484441,105.27304568777647,0.13107639221469855,2.4671363195112748,1.961167,2026-01-10T00:23:08
92,8,0,0,1,1,0,1,52,86.5868771894277,5.961490243580426,12603.550509484441,105.27304568777647,0.13107639221469855,2.4671363195112748,1.949259,2026-01-10T00:23:11
93,8,0,0,1,1,0,1,52,86.5868771894277,5.961490243580426,12603.550509484441,105.27304568777647,0.13107639221469855,2.4671363195112748,1.953175,2026-01-10T00:23:14
94,8,0,0,1,1,0,1,52,86.5868771894277,5.961490243580426,12603.550509484441,105.27304568777647,0.13107639221469855,2.4671363195112748,1.95207,2026-01-10T00:23:17
95,8,0,0,1,1,0,1,52,86.5868771894277,5.961490243580426,12603.550509484441,105.27304568777647,0.13107639221469855,2.4671363195112748,1.971813,2026-01-10T00:23:20
96,8,0,0,1,1,0,1,52,86.5868771894277,5.961490243580426,12603.550509484441,105.27304568777647,0.13107639221469855,2.4671363195112748,1.946997,2026-01-10T00:23:23
97,8,0,0,1,1,0,1,52,86.5868771894277,5.961490243580426,12603.550509484441,105.27304568777647,0.13107639221469855,2.4671363195112748,1.952906,2026-01-10T00:23:26
98,8,0,0,1,1,0,1,52,86.5868771894277,5.961490243580426,12603.550509484441,105.27304568777647,0.13107639221469855,2.4671363195112748,1.959182,2026-01-10T00:23:29
99,8,0,0,1,1,0,1,52,86.5868771894277,5.961490243580426,12603.550509484441,105.27304568777647,0.13107639221469855,2.4671363195112748,1.964938,2026-01-10T00:23:32
