trial_index,test_size,window_size,d_model,n_head,num_layers,dropout,batch_size,lr,epochs,optimizer,weight_decay,mae,mape,mse,rmse,r2,sd,runtime_s,started_at,epochs_ran
1,12,2,64,2,3,0.5444604177027941,64,6.0551919771986076e-05,2000,adam,0.00045466977932026635,242.34835763020646,15.667284152385102,96658.93071611664,296.9405190480602,-1.879786257311644,5.983573343637411,146.344095,2026-02-24T03:37:01,253.06666666666666
2,12,4,128,4,2,0.4390781980007887,64,2.0717892454277534e-05,2000,adam,4.423965694158458e-06,222.06145083068822,14.695082950719186,77760.90716889725,274.31636223564084,-1.3648439828074108,3.2951169384987136,245.034311,2026-02-24T03:39:27,581.1333333333333
3,12,5,64,8,1,0.43490961045026777,64,8.134698065203954e-05,2000,adam,3.962273124068042e-06,231.78184278279616,15.38393766297183,80709.86400485599,277.70617443584894,-1.6170541244796406,4.560266845640582,163.889057,2026-02-24T03:43:32,605.7333333333333
4,12,2,256,8,3,0.4452778989449143,128,4.852859034060373e-05,2000,adam,1.5760799150758296e-05,209.6887126311577,13.556595511585305,73312.91226892397,263.1602999199912,-1.1481380898388385,3.4771762636456964,96.235943,2026-02-24T03:46:16,309.06666666666666
5,12,1,64,8,1,0.11067081727087498,128,0.000358443091314621,2000,adam,0.00028898154557332377,272.41921836025233,17.822903002872025,107545.52427765704,322.74288038209244,-2.2142780049099207,4.082453807295824,41.976391,2026-02-24T03:47:52,298.53333333333336
6,12,3,32,8,1,0.1846256487071514,64,4.851665801602565e-05,2000,adam,0.0002941157339653978,325.1274284620755,21.653856293121432,165844.1621534187,380.3956628925947,-4.720929956379425,10.562549074423925,159.369971,2026-02-24T03:48:34,598.8666666666667
7,12,5,128,4,2,0.5198461895808577,64,0.0005767669209464941,2000,adam,3.033599401850737e-05,215.1251570019509,14.088480144257746,70050.29325232998,258.003648370727,-1.2345011728242394,3.9612867469344915,86.151983,2026-02-24T03:51:14,206.4
8,12,1,128,4,4,0.4230672838166356,64,0.000109958205676049,2000,adam,0.0007705881167765255,281.8728316210911,18.350036883608727,132512.36960274453,336.72395829393554,-3.0611361572243836,9.859506736772854,126.195338,2026-02-24T03:52:40,196.26666666666668
9,12,3,128,2,4,0.35262873172760006,64,0.00015312736073633054,2000,adam,0.00035372850994551695,195.88923793132028,12.675175858627258,60934.25670951183,244.6822273217922,-0.8469573175355216,2.9533244128514453,114.130363,2026-02-24T03:54:46,162.73333333333332
10,12,1,64,2,1,0.2762261940166354,64,0.0004771991802870921,2000,adam,2.0674590640288002e-06,241.21142841291547,15.681493109749217,96666.44298050675,291.4341775411195,-1.8585915065174907,6.414308607678516,78.513749,2026-02-24T03:56:40,312.0
11,12,1,256,4,1,0.17170010190457105,128,0.00033284025648987794,2000,adam,0.00010697743605002262,272.8968086499723,17.570031914924716,116854.09995608087,328.5241512170529,-2.805250181279,5.3255814266880055,43.003726,2026-02-24T03:57:59,297.0
12,12,2,256,4,2,0.3131119882687926,64,1.2199979590583235e-05,2000,adam,1.485017242378022e-05,247.3624549248124,16.09478941123338,109716.19517797182,309.36018490906457,-2.3302887726480104,6.124070104161105,220.615815,2026-02-24T03:58:42,507.6
13,12,5,256,4,1,0.09629022739827632,64,6.681968459684198e-05,2000,adam,6.502875854783265e-06,267.4120770838622,17.30924738476625,113685.09319316555,332.36490184758406,-2.44975143643807,3.5069162780339513,64.380168,2026-02-24T04:02:22,234.33333333333334
14,12,1,256,2,3,0.022397726587951184,128,0.00023341250622540256,2000,adam,7.073505185479213e-05,230.63474716998633,14.890500806074161,80290.79736294925,276.32235093093266,-1.3593067795779803,4.008217303121351,60.068697,2026-02-24T04:03:27,206.53333333333333
15,12,5,32,4,1,0.24557978790253399,64,6.544491253103063e-05,2000,adam,5.877990228950444e-06,296.60861592353393,19.677446786783857,147996.7859761086,349.85907944073455,-3.8229639773610646,10.360046307432578,147.05057,2026-02-24T04:04:27,542.5333333333333
16,12,1,128,8,4,0.16530559826642274,64,6.506116733743726e-05,2000,adam,0.00029179151683980783,247.376399663529,16.208219565931195,98499.53022173577,300.3015942478508,-2.01879872236007,6.874823830103534,157.057742,2026-02-24T04:06:54,237.2
17,12,4,128,2,4,0.3781872384052555,64,0.0001749624608325117,2000,adam,0.0001466698367096339,193.13689652151922,12.544884033913695,59696.63948358495,233.45990062230706,-0.6777807052815353,4.181608674558148,104.626825,2026-02-24T04:09:31,149.13333333333333
18,12,4,128,2,4,0.33807118360219496,64,0.00018002492787024286,2000,adam,0.0001942630666820153,191.6963484067409,12.44822359591149,60630.62017918592,238.92802729601928,-0.7916768199818073,3.9805297239713258,133.384731,2026-02-24T04:11:17,183.53333333333333
19,12,3,128,2,4,0.3369771730835108,64,0.0001839988651441101,2000,adam,0.00017213489341598982,194.41407663037342,12.510445320461432,62807.727538132574,243.60020510658816,-0.8281674670719378,3.6082165648815585,126.005753,2026-02-24T04:13:31,170.13333333333333
20,12,3,128,2,4,0.3370095778300611,64,0.00018009205154372173,2000,adam,0.00018366501174950595,201.33351845477748,12.982303709367349,65867.39385841922,249.29028608558625,-0.9608195928433733,4.081418178329743,131.062573,2026-02-24T04:15:38,180.53333333333333
21,12,4,128,2,4,0.35375077441807845,64,0.00019775550771689414,2000,adam,0.0002937220010579204,180.65107746698715,11.869431385613915,54240.93228054685,227.18092747378128,-0.6943977537678465,3.82547628763237,114.330263,2026-02-24T04:17:49,163.06666666666666
22,12,4,128,2,4,0.3663493985983643,64,0.0003522722290668982,2000,adam,0.0005557317538205176,192.5414643822629,12.580417745268047,61292.023051172655,240.6512402416165,-0.7863541260518633,3.866449916480451,109.027456,2026-02-24T04:19:44,152.13333333333333
23,12,4,128,2,4,0.3534040339492913,64,0.00016462951725678595,2000,adam,0.0004710821803535344,202.07414998408512,13.24127151084153,63140.17060495676,243.55349741267906,-0.8732406016376283,4.143653003130052,111.624074,2026-02-24T04:21:34,154.0
24,12,4,128,2,4,0.35821926497998297,64,0.00037704530294086484,2000,adam,0.00017066257105589457,194.7805265187697,12.744658405317264,59545.61786907697,239.5496619218663,-0.79066990954304,3.209230451344178,118.04099,2026-02-24T04:23:27,161.53333333333333
25,12,4,256,4,3,0.49157793667481847,128,0.00011451252443546591,2000,adam,9.128750309992537e-06,191.57108257469562,12.2346181243364,61220.16724202465,242.97013109986483,-0.7599486737250809,2.232264409150688,70.34607,2026-02-24T04:25:26,219.33333333333334
26,12,4,256,4,3,0.43307459865532655,128,0.000159887550506571,2000,adam,2.743326443148734e-05,179.2848455491169,11.516201237079343,53462.557047009635,227.79718732772574,-0.5253168661880191,2.378633935098296,70.153924,2026-02-24T04:26:37,220.4
27,12,4,256,4,3,0.4095363374153294,128,0.00017981401690679783,2000,adam,4.0500349198161023e-05,190.79950672205607,12.243004873755506,59884.97436770026,239.03664556328022,-0.6794856748151737,2.777698092148415,57.447831,2026-02-24T04:27:47,183.4
28,12,4,256,4,3,0.4403996151406451,128,0.00015910038370837165,2000,adam,2.6252809729848807e-05,185.43707850523268,11.902717833363932,56694.350000164166,235.44835873379762,-0.636665478662196,2.3358409125615633,67.56661,2026-02-24T04:28:46,211.0
29,12,4,256,4,3,0.4341582047348736,128,0.00015104242179809262,2000,adam,2.5216827817407305e-05,183.32720326457135,11.786083067757959,54243.5929434105,229.82047192248456,-0.5575379078048582,2.207938217270096,68.087872,2026-02-24T04:29:54,212.13333333333333
30,12,4,256,4,3,0.4360977748175474,128,0.00014537459839000888,2000,adam,2.4235864278746936e-05,181.81800902971767,11.583547869328891,56034.883253052,234.2360332590754,-0.5994129559994867,1.8830673880111177,64.519587,2026-02-24T04:31:03,195.93333333333334
31,12,4,256,4,3,0.43001096136372,128,0.00012256611912327055,2000,adam,2.0883754306593173e-05,183.19160789667393,11.6500746975075,57337.07955872969,235.06412598163337,-0.6064697757472414,2.173654066124344,68.790825,2026-02-24T04:32:08,212.33333333333334
32,12,4,256,4,3,0.43991309115359933,128,0.00011823870255244318,2000,adam,2.505700523530665e-05,197.10786564582446,12.6008236910285,64144.36131414785,248.80939812292596,-0.8035123051093696,2.0884140411385164,71.433102,2026-02-24T04:33:17,216.66666666666666
33,12,4,256,4,3,0.4113568403793457,128,0.00025590500456380003,2000,adam,8.385559533263644e-06,191.79839733926232,12.394999628277748,58137.84954406651,238.49522095021044,-0.7104259890650847,2.2576805763421604,64.180179,2026-02-24T04:34:29,199.0
34,12,4,256,4,3,0.4421843269486949,128,0.00019880186089628256,2000,adam,2.8284523983466946e-05,184.12211997402952,11.727277853340862,57546.35553105012,236.73947532213842,-0.6440126369041822,2.1695618643086716,67.181776,2026-02-24T04:35:34,218.13333333333333
