trial_index,test_size,window_size,batch_size,d_model,n_head,num_layers,epoch_number,lr,mae,mape,mse,rmse,r2,runtime_s,started_at
67,8,24,64,1024,4,9,1680,0.0007083588170345527,870.8821941027527,57.032273567959734,772095.0766896314,878.6894085452672,-55.52531011907772,46.142822,2025-11-21T02:28:53
68,12,24,32,1024,8,8,786,0.0033063470682880695,900.9815522754569,56.505753189486775,835359.0309330524,913.9797759978348,-34.40967595295811,17.331638,2025-11-21T02:29:40
69,4,36,16,1024,32,1,2000,0.01,314.7148833014795,21.601308149976674,103807.53310820757,322.191764494699,-20.406299219068423,6.411714,2025-11-21T02:29:59
70,12,24,32,1024,8,8,783,0.0033959035244927557,875.0569510384777,54.90592363529046,789315.9365719197,888.4345426489898,-32.45797495874231,17.242064,2025-11-21T02:30:06
71,12,24,32,1024,8,8,816,0.00316487361099131,880.3825532520194,55.23457101974846,798664.7032012428,893.6804256563097,-32.85425582079801,17.977061,2025-11-21T02:30:25
72,12,24,32,1024,8,8,782,0.004012203707684691,1005.6003470345713,62.96186885016003,1034823.3189744441,1017.2626597759519,-42.86468217446769,17.208532,2025-11-21T02:30:44
73,12,24,32,1024,8,8,791,0.00369457283295728,820.1351167285819,51.516649925104964,696212.8772835397,834.3937183869134,-28.511469279683233,17.426063,2025-11-21T02:31:03
74,8,24,32,1024,4,10,1479,0.0006673242862342927,923.6894755968933,60.456974116862504,866861.5285135681,931.0539879693165,-62.463190232495364,45.055083,2025-11-21T02:31:22
75,8,24,32,1024,8,9,835,0.003909518391409825,791.1619792590027,51.86219370663815,639596.5581094295,799.7478090682272,-45.82505418016446,22.840275,2025-11-21T02:32:08
76,12,24,32,1024,8,8,675,0.003808523485649055,895.8748017871757,56.1906110497855,826182.924967822,908.9460517367474,-34.02071392979557,14.898041,2025-11-21T02:32:33
77,12,36,64,256,32,10,2000,0.01,560.6106823210298,35.50117627506759,337875.7396562705,581.2707971817184,-13.322069925109126,32.70585,2025-11-21T02:32:49
78,12,24,32,1024,8,9,846,0.003051243704325924,895.6845145150402,56.178868049553884,825842.0042952773,908.7584961337514,-34.00626278951522,20.862436,2025-11-21T02:33:23
79,12,24,32,1024,8,9,771,0.003488527816183975,834.1887666309257,52.38391270844165,719462.1628638356,848.2111546447827,-29.496973282215567,19.109608,2025-11-21T02:33:45
80,12,24,32,1024,8,8,637,0.004430624660152467,958.0491181934257,60.027441647478405,941449.3773618111,970.2831428824326,-38.90669418065771,14.060417,2025-11-21T02:34:05
81,8,24,64,1024,4,10,1462,0.000574960783610536,770.2840495715027,50.50820132170802,606996.7977086802,779.0999921118471,-43.43841602886236,44.646285,2025-11-21T02:34:20
82,12,24,32,1024,8,8,750,0.0038137651505444946,967.7532197559257,60.62629011015933,960137.5588385715,979.8660922996426,-39.69885949609463,16.545941,2025-11-21T02:35:06
83,8,24,32,1024,4,10,1881,0.0005648074479016506,792.3671184191589,51.94034993726449,641504.9091509809,800.9400159506209,-45.9647651272958,57.31138,2025-11-21T02:35:24
84,8,24,32,1024,4,10,1646,0.000697244257439133,822.5569072375183,53.89824308533102,690259.1511743736,830.8183623237835,-49.5340776811442,50.134516,2025-11-21T02:36:22
85,8,24,32,1024,4,9,1400,0.0002708608137451304,902.7740703234558,59.100552288875804,828660.3491591371,910.3078320871117,-59.6664705342143,38.410041,2025-11-21T02:37:13
86,12,24,32,1024,8,8,666,0.003810720851451852,988.7121837858734,61.91968574673924,1001143.0423366985,1000.5713579433996,-41.437023362404,14.675292,2025-11-21T02:37:53
87,12,24,32,1024,8,8,668,0.002845503556292142,860.1922252897798,53.98860878103324,763521.9419508348,873.7974261525578,-31.36460437526423,14.759383,2025-11-21T02:38:09
88,12,12,16,1024,32,10,2000,0.01,582.0085908496757,36.82165693313231,362325.2643134358,601.9346013591808,-14.358450347485222,79.368106,2025-11-21T02:38:25
89,12,24,32,1024,8,8,657,0.0031249912979294573,926.9155529264985,58.10616249606997,882763.7044648887,939.5550566437757,-36.419092343109774,14.476207,2025-11-21T02:39:45
90,12,24,32,1024,8,8,605,0.0032828443343349755,984.2783255501963,61.64606862610466,992395.0868499497,996.1902864663707,-41.066210026381654,13.455713,2025-11-21T02:40:01
91,12,24,32,1024,8,8,691,0.0032160317930768974,903.7737275684257,56.678060560744,840398.2151335374,916.7323574160222,-34.62327977239265,15.229055,2025-11-21T02:40:16
92,12,24,32,1024,8,8,633,0.003397315980900244,883.9227754199882,55.453041398440284,804910.749015439,897.1681832384824,-33.119016779952275,13.938629,2025-11-21T02:40:33
93,12,24,32,1024,8,8,646,0.0037441770237453256,856.6821748340507,53.77200029554492,757495.6131690097,870.3422391042559,-31.109156907231146,14.224473,2025-11-21T02:40:48
94,12,24,32,1024,8,8,727,0.003485772768688887,913.9587861621757,57.306589295928724,858911.9272936481,926.7750143878762,-35.40804958273831,15.996978,2025-11-21T02:41:03
95,12,24,32,1024,8,8,719,0.0033412499804953083,808.1702119434257,50.77828529662646,676730.3559632922,822.6362233474114,-27.685633033050433,15.822743,2025-11-21T02:41:21
96,4,36,16,1024,32,10,300,0.01,165.13593432687014,11.440513559045458,32119.268662389473,179.21849419741667,-5.6233601271312255,9.074149,2025-11-21T02:41:38
97,12,24,32,1024,8,8,693,0.0026398623728425513,821.0580903613944,51.57360723265821,697727.6450326606,835.3009308223358,-28.57567812061771,15.280859,2025-11-21T02:41:48
98,8,24,32,1024,4,9,1322,0.0005117459047656231,776.2401042590027,50.89446819834813,616207.9801444344,784.9891592528105,-44.112769433596874,36.290464,2025-11-21T02:42:05
99,12,24,32,1024,8,8,669,0.005329449790838198,900.2283581022798,56.45927260021823,834002.3535207653,913.2372931066521,-34.352168335559,14.771017,2025-11-21T02:42:42
100,12,12,64,1024,4,10,300,0.01,922.8220470671235,57.853548552763186,875191.7851955554,935.5168545758838,-36.098129502294405,7.898624,2025-11-21T02:42:58
101,12,24,32,1024,8,9,623,0.005512151566640319,971.376368356186,60.84987775070362,967163.3144233171,983.4446168561385,-39.99667123855302,15.465866,2025-11-21T02:43:07
102,12,24,32,1024,8,9,580,0.005960318943510012,1018.7615612272797,63.7740589395552,1061466.392165969,1030.2749109659853,-43.99404398557912,14.392068,2025-11-21T02:43:24
103,12,24,32,1024,8,9,529,0.006396728184906794,1121.3748017871756,70.1064102059267,1281072.7105738383,1131.8448261903388,-53.3028421000368,13.134538,2025-11-21T02:43:39
104,12,24,32,1024,8,9,474,0.007746469382476882,786.9604951465507,49.46941511053487,642898.0703949875,801.8092481351082,-26.25153077957564,11.782119,2025-11-21T02:43:53
105,12,24,32,1024,8,9,547,0.006469895591394672,1145.5447236621756,71.5979568952044,1335863.978400861,1155.7958203769647,-55.625365670099335,13.596806,2025-11-21T02:44:06
106,12,36,16,256,4,1,2000,1e-05,462.4375210328373,28.642755431578447,314983.46406795544,561.2338764436404,-12.35169906612333,5.17878,2025-11-21T02:44:21
107,12,24,32,1024,8,9,517,0.006873520834546087,1166.2203014616548,72.87386455201967,1383661.0527428982,1176.2912278610677,-57.65141537002366,12.941713,2025-11-21T02:44:27
108,12,24,32,1024,8,9,470,0.006912384493121089,1296.5187633757173,80.91469485963238,1704552.167847515,1305.5849906641524,-71.25353132410197,11.676939,2025-11-21T02:44:41
109,12,24,32,1024,8,9,417,0.007172651885561957,924.7268729134777,57.971097299998895,878711.0594084678,937.3958925707259,-36.24730650865255,10.358048,2025-11-21T02:44:54
110,8,36,32,1024,4,10,1805,0.00023780808049940542,463.58245045040894,30.61774238460519,228568.0293784865,478.0878887594691,-15.733533387260518,44.85647,2025-11-21T02:45:05
111,12,24,32,1024,8,9,422,0.007514152733863537,967.025782418686,60.58139908320843,958730.1155371537,979.1476474654646,-39.63919998517787,10.51814,2025-11-21T02:45:51
112,12,24,32,1024,8,9,435,0.007557637790500778,1246.5193940723318,77.82919042684911,1577401.847630943,1255.9465942590643,-65.86381089316967,10.81882,2025-11-21T02:46:03
113,12,24,32,1024,8,9,403,0.008072062099611844,841.3213349903007,52.824068970418836,731412.8180747418,855.226764124429,-30.00354448426633,10.017417,2025-11-21T02:46:14
114,4,36,16,256,4,1,2000,0.01,163.04197070382327,11.17668478650482,28272.377384691204,168.14391866698958,-4.830087198972963,5.204828,2025-11-21T02:46:26
115,12,24,32,1024,8,9,459,0.007875849489559588,885.5612845345714,55.55415481098943,807810.0430095493,898.7825337697375,-33.24191371052012,11.390198,2025-11-21T02:46:32
116,8,24,64,1024,8,7,1490,0.0010155943981711491,824.9729228625183,54.0549282460121,694239.5996599576,833.2104173976448,-49.825487498216624,31.806943,2025-11-21T02:46:45
117,8,24,32,1024,4,7,1657,0.0008942903942077816,833.0696025500183,54.580020777075546,707664.241151433,841.2278176281577,-50.8083094931406,35.391414,2025-11-21T02:47:18
118,8,24,64,1024,4,7,1750,0.00047886475217565375,789.5396648058777,51.75698277202664,637032.1954830186,798.1429668192401,-45.63731642986416,37.43968,2025-11-21T02:47:54
119,4,24,32,1024,4,10,1480,0.0003350727466803531,797.4953093268701,54.404814569789586,640848.1602547414,800.5299246466315,-131.15021166241235,49.361295,2025-11-21T02:48:33
120,12,24,32,1024,8,9,419,0.007524701144855778,1302.0773571257173,81.2577208102443,1718996.7264325751,1311.1051546052952,-71.86581552746924,10.435902,2025-11-21T02:49:23
121,12,24,32,1024,8,9,371,0.007679686357903448,861.3744559212902,54.061564983461764,765557.2163238729,874.9612656134401,-31.450876748406756,9.242833,2025-11-21T02:49:35
122,4,36,16,1024,32,1,300,1e-05,341.6033838386653,23.570714253274545,143966.031717995,379.42855943905306,-28.68744040112089,0.995151,2025-11-21T02:49:45
123,12,24,32,1024,8,9,437,0.007724463806063766,1005.9541678353526,62.98370401592391,1035535.0774864433,1017.6124397266591,-42.89485260099496,10.859301,2025-11-21T02:49:47
124,8,24,32,1024,4,10,1688,0.0001628015481009635,835.2827067980652,54.72359449159511,711358.7333062829,843.4208518327507,-51.078784362221185,51.413169,2025-11-21T02:49:59
125,8,24,32,1024,4,6,1992,0.0005553446869535089,860.6553264269714,56.36903324525464,754386.9082937916,868.554493566058,-54.22888984593296,36.63714,2025-11-21T02:50:51
126,4,24,32,1024,4,8,1764,0.00045140688422409635,801.9856657721826,54.7099021671389,648030.397769912,805.0033526451377,-132.63127108756888,47.143075,2025-11-21T02:51:29
127,8,24,32,1024,4,7,1981,0.0019940768634577432,787.8804851183777,51.649379594123005,634414.939514777,796.501688331404,-45.4457063422825,42.376592,2025-11-21T02:52:17
128,4,24,32,1024,4,8,1570,0.00031627232646927917,813.7426848151514,55.508707420156696,667026.5366781935,816.7169256714309,-136.54849194141372,41.963847,2025-11-21T02:53:00
129,8,24,32,1024,4,7,1871,0.00027080513677252467,812.6270061144714,53.254250267438664,674021.4010949802,820.9880639174849,-48.34530717012234,40.04595,2025-11-21T02:53:43
130,12,24,32,1024,8,9,425,0.007966607883276102,763.9355317676444,48.048525188198,607188.7651554801,779.2231805814558,-24.737864343691307,10.572247,2025-11-21T02:54:25
131,12,24,32,1024,8,9,477,0.00815205272575893,891.707423043686,55.933439231463446,818733.42870125,904.8388965452634,-33.704940425177504,11.868633,2025-11-21T02:54:36
132,8,24,64,1024,4,10,1431,0.004951194766802912,867.1301494250183,56.78894279542226,765573.9692851397,874.9708391055897,-55.04789790717874,43.570242,2025-11-21T02:54:49
133,8,24,64,1024,4,10,1267,0.0001701496622974888,834.6660991320496,54.68358878458312,710328.2219425319,842.8097187043657,-51.00334031889558,38.631788,2025-11-21T02:55:34
134,12,24,32,1024,8,9,455,0.009215461383830875,1022.0378470345713,63.97624112789426,1068152.6217894556,1033.51469355276,-44.277463707576125,11.321451,2025-11-21T02:56:14
135,12,24,32,1024,8,9,424,0.008370658468531697,601.4498343392589,38.02139273429202,385333.16342497803,620.7520949823513,-15.333722322444402,10.540185,2025-11-21T02:56:26
136,8,24,64,1024,4,9,1734,0.000131862205450272,276.2256236681824,18.50620036622168,91910.94305122465,303.16817618481105,-5.728827467184824,47.565462,2025-11-21T02:56:38
137,12,24,32,1024,8,9,458,0.006591763423725596,935.3357392871757,58.62577947888988,898444.209678498,947.8629698846231,-37.08376655842579,11.379676,2025-11-21T02:57:26
138,4,24,32,1024,4,10,1849,0.0009107647904979107,826.5421843268701,56.37834217175083,688021.3743282149,829.470538553489,-140.87786730884156,61.510733,2025-11-21T02:57:39
139,8,24,32,1024,4,10,1482,0.00121759130613214,834.7851482043152,54.69127872143693,710525.5250769751,842.9267613956595,-51.01778494002914,45.196694,2025-11-21T02:58:41
140,8,24,32,1024,8,6,1773,0.0018810849621538751,921.3426433215027,60.304775439792714,862531.5470870606,928.7257652757678,-62.146191004896906,32.509471,2025-11-21T02:59:28
141,8,24,32,1024,4,9,1503,0.0010998114100596455,789.8558269152527,51.777486058252165,637531.5079963845,798.4557019624724,-45.673871247420244,41.261808,2025-11-21T03:00:01
142,12,24,32,1024,8,9,452,0.007503379523964961,923.2934012337902,57.88263648338433,876061.9728476411,935.9818229258734,-36.13501551374292,11.243437,2025-11-21T03:00:44
143,4,24,32,1024,8,9,2000,0.0007175112976332105,753.1881804206201,51.394461756960695,572141.8269817057,756.4005730971558,-116.98218084373802,59.899288,2025-11-21T03:00:56
144,12,24,32,1024,4,4,2000,0.0005624747195890912,820.1471813444673,51.51741249904887,696233.5791304765,834.4061236175562,-28.512346801400856,22.099973,2025-11-21T03:01:58
145,4,12,16,256,4,10,2000,1e-05,203.8759855964014,14.085989841669882,48325.23891566638,219.83002278048005,-8.965216329564562,97.319465,2025-11-21T03:02:21
146,4,12,16,1024,32,10,2000,1e-05,166.5932707526514,11.633043848608121,39024.516635910404,197.54623923504695,-7.047301144484694,113.559951,2025-11-21T03:04:00
147,12,24,32,1024,8,7,2000,0.0008854249603285117,870.5525768522798,54.6279546364356,781453.0478983647,883.9983302576791,-32.124678340551945,38.537335,2025-11-21T03:05:55
148,12,24,32,1024,4,9,1308,0.00029134760571522257,859.5135346973319,53.94672543090094,762354.7512599939,873.1292866809554,-31.315128829292306,32.051447,2025-11-21T03:06:35
149,4,36,16,1024,4,1,2000,1e-05,310.2005212898372,21.408463918259752,125445.90091130644,354.1834283408901,-24.86837785571765,6.328595,2025-11-21T03:07:08
150,4,24,32,1024,4,6,1746,0.0018983168603594652,876.6925749518701,59.78570286537366,773439.2628321216,879.4539571985116,-158.49201172810703,35.029932,2025-11-21T03:07:16
151,12,24,32,1024,8,9,493,0.007955578522950781,1288.3870291634778,80.41287865461496,1683532.4068368208,1297.5100796667518,-70.3625336830446,12.243552,2025-11-21T03:07:52
152,12,24,32,1024,8,10,505,0.008325731400269733,795.9099987272798,50.02169696654709,657063.9902311919,810.5948372838257,-26.852003884433685,13.900246,2025-11-21T03:08:05
153,12,24,64,1024,4,5,1409,0.0035907214929578267,1117.2311860645193,69.85070370414974,1271796.7669840807,1127.7396716370674,-52.909648102595526,19.329557,2025-11-21T03:08:20
154,12,24,32,1024,4,8,566,0.009660064567141805,414.85305292649855,26.50634099498704,195694.12543383622,442.37328743249884,-7.2951944145139915,12.381919,2025-11-21T03:08:41
155,8,24,64,1024,4,6,1392,0.002853115629993297,853.0457072863464,55.87552724988976,741346.2561757014,861.0146666437811,-53.27417982719991,25.505938,2025-11-21T03:08:54
156,8,24,64,1024,4,5,1482,0.0036435774993278484,885.2278361925964,57.96262851336482,797287.5911881075,892.9096209516994,-57.36966159559692,22.933379,2025-11-21T03:09:22
157,8,24,32,1024,4,5,1557,0.0026168936120718428,836.6619182238464,54.81299213182788,713662.4268790392,844.785432449589,-51.24743845360288,23.935854,2025-11-21T03:09:46
158,12,24,32,1024,8,8,469,0.008247331461446395,646.1517386361339,40.77998525793474,441103.3035999983,664.1560837634466,-17.697738892951534,10.378031,2025-11-21T03:10:11
159,12,24,32,1024,8,10,412,0.006141805558261522,1245.3117931608735,77.75466876221137,1574392.7323171108,1254.7480752394524,-65.73625879374619,11.369389,2025-11-21T03:10:23
160,12,24,32,1024,8,10,415,0.005465591607636504,943.4431611621757,59.12609546330943,913676.2628342896,955.8641445489467,-37.72943153165578,11.658485,2025-11-21T03:10:36
161,12,24,64,1024,4,7,1210,0.002404423291902348,871.6921845996757,54.69828092184272,783438.5291827656,885.1206297351597,-32.208840055800025,23.109603,2025-11-21T03:10:49
162,8,24,64,1024,4,7,1426,0.0021399858312562015,920.7523112902527,60.266490749363314,861444.0994307492,928.1401291996533,-62.066578638665,30.620188,2025-11-21T03:11:15
163,12,24,64,1024,8,5,1668,0.006516334968139358,839.430567574936,52.707379620574166,728234.4851865461,853.3665596837892,-29.868819493604615,23.098103,2025-11-21T03:11:47
164,12,24,64,1024,4,6,1776,0.0023505816320367064,937.9255830371757,58.785600966565234,903295.6638062363,950.4186781656999,-37.28941276826203,29.253588,2025-11-21T03:12:12
165,12,24,64,1024,4,7,1597,0.0033627520502531845,831.4119111621757,52.212550566584625,714837.0305129521,845.4803548947498,-29.300920529183855,30.646314,2025-11-21T03:12:43
166,12,24,32,1024,8,10,369,0.005436401408717298,955.0166474903007,59.84030526942266,935648.0614742237,967.2890268550676,-38.66078468776485,10.374115,2025-11-21T03:13:16
167,12,24,64,1024,4,3,1534,0.0030335119650406507,899.5361177051444,56.41660201024092,832758.8864143738,912.5562373982076,-34.29945954129804,12.889897,2025-11-21T03:13:28
168,12,24,32,1024,8,10,379,0.005573841670730568,868.0291190072277,54.472229881711066,777065.8102941337,881.5133636503384,-31.9387096059817,10.450029,2025-11-21T03:13:42
169,8,24,64,1024,4,5,1415,0.0018531088001361292,856.9276042590027,56.127279219091264,747984.1996254808,864.8607978313509,-53.760145640711386,21.709254,2025-11-21T03:13:53
170,4,24,16,1024,4,8,1889,0.00017241054884884223,688.4644255378076,46.99691899333932,478831.3918599332,691.9764388040486,-97.74050314780396,70.121848,2025-11-21T03:14:17
171,4,24,64,1024,4,6,1240,0.0005647081965834223,846.7913298346826,57.754126881554704,721904.9459490513,849.6498961037136,-147.8650468613148,25.041424,2025-11-21T03:15:29
172,8,24,32,1024,4,5,1403,0.0013623199051268633,872.9573894152527,57.16685581305897,775713.8844191,880.7462088587722,-55.790244108874106,21.547246,2025-11-21T03:15:55
173,8,24,64,1024,4,8,995,0.0026207765039719193,888.5028606066589,58.17502320050513,803096.6088657238,896.1565760879757,-57.794941506877144,24.286769,2025-11-21T03:16:19
174,8,24,64,1024,4,6,1557,0.001580440257339036,878.1274028429871,57.50214485390529,784766.97784891,885.8707455655763,-56.45302377048138,28.620677,2025-11-21T03:16:44
175,8,24,64,1024,4,6,1290,0.0020445924569408355,852.8831706652527,55.864986339995504,741068.9834884214,860.8536365076362,-53.253880611327105,23.650956,2025-11-21T03:17:14
176,8,24,64,1024,4,5,1490,0.0017473867335327993,911.6024089465027,59.673092351001955,844678.1616681041,919.0637418961234,-60.83913935031473,22.894158,2025-11-21T03:17:39
177,4,24,64,1024,4,6,1641,0.0020986639984028046,835.9547819831201,57.01786092482719,703669.789376827,838.8502782838109,-144.10474925858975,33.101626,2025-11-21T03:18:04
178,8,24,64,1024,4,7,1328,0.002446851271775742,831.1883464465027,54.45801605011219,704533.3479528783,839.3648479373427,-50.579095871216225,28.451799,2025-11-21T03:18:39
179,8,24,64,1024,4,5,1548,0.00315688499514204,810.2653117785339,53.10109884616221,670189.1730844469,818.6508248847288,-48.06474861809639,23.722372,2025-11-21T03:19:09
180,8,24,64,1024,4,7,1033,0.0036211182799894275,935.8236308703308,61.24390821150752,889425.1517573886,943.0933950343352,-64.1150797986552,22.211345,2025-11-21T03:19:35
181,12,24,32,1024,8,10,307,0.005450231675093908,781.0916596973319,49.10724470218521,633695.4542315992,796.0499068724267,-25.861445026984846,8.683846,2025-11-21T03:19:59
182,8,24,64,1024,8,7,967,0.003588672727828407,795.8450542101746,52.16590451135037,647028.6434428832,804.3809069358143,-46.369159357089174,20.73096,2025-11-21T03:20:11
183,12,24,32,1024,8,10,491,0.007238816155467966,781.5089163705089,49.13299355122158,634347.4391770228,796.4593142006834,-25.889081737415655,13.495036,2025-11-21T03:20:33
184,8,24,64,1024,4,7,885,0.003848035351385144,925.0242839465027,60.54354017580407,869329.2065751469,932.3782529505645,-62.64384967705863,19.076724,2025-11-21T03:20:49
185,8,24,64,1024,4,6,1202,0.0018401791533233442,837.0855632433777,54.840467124273594,714371.5208748898,845.2050170668001,-51.29935143586264,22.244699,2025-11-21T03:21:10
186,8,24,32,1024,8,7,1134,0.0035242562075449967,923.4738994250183,60.442993186112304,866463.3136329581,930.8401117447389,-62.43403680269107,24.177746,2025-11-21T03:21:34
187,12,24,32,1024,8,9,501,0.007151810573561512,953.1487479134777,59.72503548240172,932083.7952856122,965.4448691073003,-38.50970053583098,12.562727,2025-11-21T03:22:01
188,8,24,64,1024,8,8,1123,0.004494623219866427,817.2918620715027,53.55679000410649,681625.2684927111,825.606000761084,-48.901988563046004,27.561395,2025-11-21T03:22:16
189,12,24,32,1024,8,9,521,0.00781938252426699,1126.4470267220715,70.4194211640538,1292474.1488051915,1136.8703306908803,-53.786132778918855,13.052285,2025-11-21T03:22:47
190,8,24,32,1024,4,6,1432,0.0037447233794042204,819.2459636340027,53.68351897937404,684823.2296150125,827.5404700768491,-49.13611224760811,26.215906,2025-11-21T03:23:01
191,8,24,64,1024,4,6,1320,0.0036151445769670304,929.2401958117371,60.81695413299286,877146.6341112634,936.5610680095898,-63.216165871207906,24.451574,2025-11-21T03:23:30
192,12,24,32,1024,8,9,389,0.007082417816887875,1175.388331246811,73.43963144881546,1405128.9847398037,1185.3813667929,-58.56141033894318,9.865249,2025-11-21T03:23:57
193,12,24,64,1024,4,7,1209,0.005066654565742723,877.0616304004569,55.02963186809453,792828.2574958713,890.4090394284367,-32.60685722511466,23.150688,2025-11-21T03:24:09
194,8,24,64,1024,4,4,1041,0.00378598131864561,708.5418315539246,46.5040551475087,515691.2840897422,718.1164836499314,-36.75391223041786,12.807612,2025-11-21T03:24:34
195,4,24,32,1024,4,5,1586,7.91498701268923e-05,323.22483203194827,22.33063950813139,132215.67043878132,363.61472802786926,-26.264381669797316,26.833116,2025-11-21T03:24:49
196,8,24,64,1024,4,8,1482,0.00294379719624368,843.4305644640808,55.25195848758592,725034.4073623115,851.4895227554543,-52.079984525831584,36.304726,2025-11-21T03:25:19
197,12,24,32,1024,8,5,1816,0.001418974451426361,932.5417329395194,58.45335895575502,893225.3482096909,945.1059983989578,-36.86254647626851,25.340978,2025-11-21T03:25:57
198,8,24,64,1024,4,6,1952,0.002191969332786922,816.2965007433777,53.49223802607478,679999.2578102901,824.6206751047963,-48.78294783755032,36.028001,2025-11-21T03:26:25
199,12,24,64,1024,8,6,1335,0.002498004123372922,872.5566458626964,54.75162758711991,784946.3650632637,885.9719888705645,-32.27275506472624,22.31682,2025-11-21T03:27:03
200,8,24,32,1024,8,6,1505,0.002363373064804689,830.3770671496277,54.405402308881044,703185.3543324242,838.561479160845,-50.48040885748548,27.695043,2025-11-21T03:27:28
201,12,24,64,1024,4,6,1280,0.0017969990902169137,950.0724539681652,59.5351944594581,926228.9126504987,962.4078722924593,-38.261520425034306,21.16911,2025-11-21T03:27:58
202,8,24,64,1024,4,7,1488,0.0014764486455495485,842.5365214953308,55.193977289756106,723527.0803435657,850.6039503456151,-51.96963266663987,31.769322,2025-11-21T03:28:20
203,12,24,32,1024,8,9,426,0.006803329195213629,997.7478486621754,62.477284485424775,1019092.0340006105,1009.5008836056611,-42.19785547765817,10.680263,2025-11-21T03:28:54
204,4,24,64,1024,4,8,1526,0.0022641735450957094,736.8620085456201,50.285215036627584,547815.0114942667,740.1452637788522,-111.96571358188363,40.914746,2025-11-21T03:29:06
205,12,24,64,1024,4,7,1314,0.0013693727792885206,914.4040579720714,57.33406743001036,859726.0470947083,927.2141322772794,-35.44255895807866,25.300623,2025-11-21T03:29:50
206,12,24,64,1024,4,6,1461,0.0025372785985167544,970.8108369434257,60.81497829941704,966064.9456174051,982.8860288036477,-39.9501129539664,24.103259,2025-11-21T03:30:17
207,12,24,64,1024,4,6,1418,0.002050186815378458,909.3234305306652,57.020537566594186,850460.3683575684,922.2040817289676,-35.0498000730758,23.429516,2025-11-21T03:30:43
208,12,24,32,1024,8,9,456,0.006430771658463689,961.8333792611339,60.260971718197624,948714.7162716147,974.0198746799855,-39.214661518003915,11.509383,2025-11-21T03:31:09
209,12,24,32,1024,4,6,1442,0.001565863418400627,929.6145478809257,58.272719831248146,887774.4721224684,942.217847486699,-36.631491625885566,23.84658,2025-11-21T03:31:23
210,12,24,32,1024,4,6,1437,0.0022746254840585183,909.4939831022798,57.03106272090551,850770.583545641,922.3722586600494,-35.06294965173429,23.800943,2025-11-21T03:31:49
211,12,24,64,512,4,6,1373,0.001877755525590679,928.7963105762382,58.222225945062114,886253.8628142873,941.4105708001623,-36.5670351696076,14.120498,2025-11-21T03:32:15
212,12,24,32,1024,4,7,1452,0.0036032830062241,1126.108057809311,70.39850365071008,1291710.6298434848,1136.534482470059,-53.75376830087188,27.84293,2025-11-21T03:32:31
213,12,24,32,512,4,7,1466,0.0027107504110486067,855.5825451139985,53.704224546526106,755616.9224046614,869.2622863121702,-31.02952188957044,16.87169,2025-11-21T03:33:00
214,12,24,32,1024,4,7,1467,0.002411750235268798,915.9246064746757,57.427901759989986,862509.1492364,928.7137068205681,-35.5605306820106,28.179846,2025-11-21T03:33:20
215,12,24,32,1024,4,7,1359,0.0030415226887758025,904.9099783822277,56.74817945017223,842453.3266685276,917.8525625984423,-34.71039301449157,26.128103,2025-11-21T03:33:51
216,4,24,32,1024,4,5,1059,0.0012423700371129228,833.1349577643701,56.826274018201886,698963.2497054199,836.0402201481816,-143.13420701106773,17.99117,2025-11-21T03:34:20
217,12,24,32,1024,4,4,1353,0.0027303853132534597,1027.035324248113,64.28463964835922,1078392.8113246723,1038.4569376361603,-44.71153071315322,15.090517,2025-11-21T03:34:40
218,12,24,32,1024,4,5,1352,0.002853100163645598,912.0067597949882,57.1861921400121,855350.7184750194,924.8517278326399,-35.25709502835034,18.696752,2025-11-21T03:34:58
219,12,24,32,1024,4,6,1243,0.0033550077440982775,876.5837861621757,55.000145865947445,791990.3986530254,889.9384240794558,-32.57134158570587,20.592713,2025-11-21T03:35:19
220,12,24,32,1024,4,6,1519,0.003160521331999245,923.8879853809257,57.919328728786546,877160.2740218363,936.568349893288,-36.18157093151768,25.00394,2025-11-21T03:35:43
221,12,24,64,1024,4,7,1113,0.0026068421463778333,881.0627900684257,55.27654905343724,799862.9045337694,894.3505490207793,-32.90504586357012,21.457419,2025-11-21T03:36:11
222,12,24,32,1024,8,7,1176,0.004932315175835794,950.6262869759777,59.56937244126491,927281.6074098625,962.95462375434,-38.306142652036286,22.821611,2025-11-21T03:36:34
223,12,24,32,1024,4,5,1359,0.0026032867381486206,849.910059762436,53.35410342873812,745939.184528165,863.6777087132474,-30.619296406305303,18.835945,2025-11-21T03:37:00
224,8,24,64,1024,8,8,1726,0.0007154042885974312,922.1091838488464,60.35448753890422,863944.6173223939,929.4862114751321,-62.24964229695114,42.254038,2025-11-21T03:37:21
225,12,24,32,1024,8,9,538,0.007066223887495082,661.6263073210298,41.734934842653246,461340.6378651228,679.2206106009467,-18.55557058201504,13.489371,2025-11-21T03:38:05
226,8,24,32,1024,4,4,1497,0.003318784306598971,930.2507854113464,60.8825326811334,879027.647586864,937.5647431441009,-63.35387542700815,18.598341,2025-11-21T03:38:21
227,12,24,32,1024,8,9,588,0.007032721536255458,1057.455042672592,66.16186672060974,1141802.4261317467,1068.5515552053382,-47.39937369979395,14.728404,2025-11-21T03:38:42
228,12,24,32,1024,8,9,300,0.006522401177322222,1049.485316110092,65.67004810986064,1125010.6908714501,1060.665211492981,-46.687596030268026,7.669408,2025-11-21T03:38:59
