trial_index,test_size,window_size,batch_size,d_model,n_head,num_layers,epoch_number,lr,mae,mape,mse,rmse,r2,runtime_s,started_at
36,12,24,32,1024,8,10,434,0.008907981687143539,831.4309337858735,52.21372436977756,714868.6567171514,845.4990577860814,-29.30226111879964,11.993209,2025-11-21T02:14:15
37,12,24,32,1024,8,9,625,0.004659148647540261,834.5074515267589,52.40357900524655,719993.949545683,848.5245721519696,-29.519514959964937,15.487162,2025-11-21T02:14:29
38,8,24,32,512,8,9,607,0.005721253306214303,803.8127055773621,52.6826285854883,659774.1340027177,812.2648176566049,-47.30226051038668,8.946889,2025-11-21T02:14:46
39,8,24,16,512,4,9,1609,0.0007052347780073387,642.4855876574402,42.22008783470071,426445.8151932242,653.0281886666335,-30.22022491858173,46.683897,2025-11-21T02:14:56
40,4,24,64,1024,4,10,1372,0.0005926709822003548,769.3583464362451,52.493108993888306,596761.6570874945,772.5034997250785,-122.05907106728071,45.760548,2025-11-21T02:15:44
41,8,24,32,1024,4,10,1480,0.0004699757669783326,858.8988872179871,56.25512198560389,751366.5557675732,866.8140260560931,-54.0077689394956,45.180709,2025-11-21T02:16:31
42,8,24,32,1024,4,8,1615,0.0008507741134113849,853.6900249132996,55.91731289291106,742445.9297151833,861.6530216480317,-53.35468725397365,39.533447,2025-11-21T02:17:17
43,12,24,32,1024,16,8,564,0.007308676358433224,869.7195893848319,54.576550721720494,780003.4470910885,883.1780381616657,-32.06323183318676,12.495609,2025-11-21T02:17:58
44,4,24,32,1024,4,9,1471,0.0006822017867434786,728.1830534674951,49.695542054495725,535099.951213626,731.5052639685008,-109.34372289579183,44.160417,2025-11-21T02:18:11
45,8,24,32,1024,4,10,1815,0.0009781745895755525,815.0902019152527,53.41400615865886,678031.3179426542,823.4265710691235,-48.63887437474474,55.218392,2025-11-21T02:18:57
46,8,24,32,1024,4,10,1660,0.0002631475483580877,815.1620402941589,53.4186661893953,678148.4853532456,823.4977142368069,-48.647452235709636,50.529338,2025-11-21T02:19:53
47,12,24,32,512,8,9,624,0.004990271184685663,877.3821260059257,55.04941210507813,793390.6595252886,890.7247944933882,-32.63069664371137,9.07909,2025-11-21T02:20:44
48,12,24,32,1024,8,8,660,0.004740840692504541,893.8767549121757,56.067309856805224,822606.9174629324,906.9768009507919,-33.86913208023796,14.706769,2025-11-21T02:20:55
49,8,24,32,1024,8,10,1419,0.0005914759154725987,739.1888347277527,48.49158929473049,560059.4140705798,748.3711739976226,-40.002116217578546,43.105566,2025-11-21T02:21:11
50,12,24,32,512,8,8,561,0.006893831967415597,711.1255748991548,44.78957491269585,529290.7334363268,727.5236995702112,-21.435878061855643,7.32586,2025-11-21T02:21:55
51,12,24,32,1024,8,9,824,0.004047713737666678,927.6008760059257,58.14845440606467,884034.6496575712,940.2311682015073,-36.47296589419427,20.412007,2025-11-21T02:22:04
52,12,24,32,1024,8,9,816,0.0034412846958380085,966.2326915983735,60.53245684166063,957196.8704777942,978.3643853277746,-39.57420791745849,20.222962,2025-11-21T02:22:25
53,12,24,32,1024,8,10,724,0.0032567200930764457,881.5673880501964,55.307688026388405,800752.3133908068,894.8476481450945,-32.942746634437725,19.91764,2025-11-21T02:22:47
54,12,24,32,1024,8,9,796,0.003779091336025296,956.5560151660819,59.93530060526307,938590.6548855928,968.80888460294,-38.78551701877407,19.747704,2025-11-21T02:23:07
55,12,24,32,1024,8,9,742,0.0030978162671894986,825.3291474903007,51.83717798311641,704759.4661876772,839.4995331670394,-28.873746973934804,18.411831,2025-11-21T02:23:28
56,12,24,32,1024,8,9,807,0.004252500366284743,995.2944998666026,62.3258865075447,1014202.4194448368,1007.0761736059675,-41.99059170179233,19.985275,2025-11-21T02:23:47
57,12,24,32,1024,8,9,833,0.004361480201355479,701.3450166309257,44.186010517095184,515476.09684364405,717.9666404810491,-20.85029535185801,20.628351,2025-11-21T02:24:08
58,8,24,32,1024,4,9,1786,0.0006603549240423325,869.1303630480652,56.91866200556257,769046.848599633,876.953162147006,-55.30214843432823,48.927569,2025-11-21T02:24:30
59,12,24,32,1024,8,8,756,0.0037999310068341794,1039.6170096322276,65.06106649460047,1104394.7936544698,1050.9018953520208,-45.813717598478775,16.663885,2025-11-21T02:25:20
60,12,24,32,1024,8,8,742,0.003540997229383341,957.2439017220714,59.977750799584605,939907.1390279074,969.4880809106976,-38.84132090087792,16.35634,2025-11-21T02:25:37
61,8,24,32,1024,4,9,1278,0.0006127702819316101,846.9082866320496,55.47749912331579,730912.9649668863,854.9344799263195,-52.51035547583963,35.016113,2025-11-21T02:25:55
62,4,36,16,256,32,10,2000,1e-05,177.17630908272952,12.152180406597191,33896.533985232054,184.11011375052718,-5.98985254009306,31.915581,2025-11-21T02:26:31
63,12,24,32,1024,8,8,691,0.0031426919837612374,905.2830049121757,56.77119936511891,843128.5834734287,918.2203349269873,-34.73901618580017,15.219087,2025-11-21T02:27:04
64,12,24,32,1024,8,8,757,0.003320069102955493,812.5737763965507,51.05003307036855,683867.4074869378,826.9627606409722,-27.988162451364833,16.701356,2025-11-21T02:27:20
65,12,24,32,1024,8,8,834,0.003718198478466901,984.6653901660817,61.66995477781486,993157.1993906597,996.5727265938295,-41.098514888251756,18.363061,2025-11-21T02:27:38
66,8,24,32,1024,4,10,1782,0.00037863217461950744,815.1080546984558,53.41516411598782,678060.4288414782,823.4442475611073,-48.64100559230272,54.537589,2025-11-21T02:27:57
