trial_index,test_size,window_size,hidden_size,num_layers,batch_size,lr,epochs,mae,mape,mse,rmse,r2,sd,runtime_s,started_at,epochs_ran
0,12,35,64,3,128,0.00019628606822543422,2000,222.69986842579206,19.037878518985227,79713.03460680913,251.06979319079755,-3.8757546312976676,11.71168602606077,2.993827,2025-12-13T17:44:53,141.66666666666666
1,12,35,64,1,64,2.3572494950258473e-05,2000,207.01054005906488,17.96129837387242,68660.62282590436,259.5381720935758,-5.7694277623331125,2.5402659603505,4.645714,2025-12-13T17:44:56,203.33333333333334
2,12,37,256,3,64,0.00014068875016560534,2000,180.6087004175223,15.858401867169619,55919.23135673356,215.19456120225308,-2.5541493962081083,8.674982904831841,13.597977,2025-12-13T17:45:01,120.33333333333333
3,12,35,128,3,64,0.00026720004328609714,2000,205.17644317201461,17.949472195911856,63268.548490964255,240.78102574111833,-3.4819350266651266,6.360791629013447,9.051541,2025-12-13T17:45:14,277.0
4,12,27,32,3,32,2.434178539170771e-05,2000,133.53462090736286,11.808914827077409,28788.881149365305,166.80048491539299,-1.3865322437619467,2.422991056097729,12.021784,2025-12-13T17:45:23,216.66666666666666
5,12,39,128,3,64,0.00023724288229394423,2000,240.20182574238137,21.085058370504537,76436.86946080322,272.4359481718539,-6.387461025894055,4.838863380364546,7.606212,2025-12-13T17:45:35,219.66666666666666
6,12,41,64,3,64,0.000296950315523388,2000,200.7091387292077,17.372755144999488,64107.2536271652,232.51093294658608,-3.073004925428357,8.149024901766417,6.893593,2025-12-13T17:45:43,200.0
7,12,37,128,3,128,0.00018464341902340488,2000,182.78953741190432,15.996967964725409,51656.19855030602,218.50259996907832,-3.0523673875282653,6.026561294125471,5.877912,2025-12-13T17:45:50,210.33333333333334
8,12,51,64,1,64,0.0006845670961032516,2000,190.8908321982099,16.477873367686673,57654.63994205134,237.63246064578584,-5.056183762808909,2.4028965812132745,3.042864,2025-12-13T17:45:56,118.0
9,12,28,32,2,32,0.0008303796253025068,2000,112.56104648973333,9.820029623678161,18213.91117333235,134.15042906177902,-0.6854064678373009,1.0876482190011396,8.298802,2025-12-13T17:45:59,184.33333333333334
