trial_index,window_size,batch_size,d_model,num_layers,epoch_number,lr,n_head,mae,mape,mse,rmse,r2,runtime_s,started_at
0,66,16,384,3,173,0.00011141857767253184,4,913.9615128385452,21.034256332913085,1248824.1638876053,1117.5080151334957,-0.7118333167344599,12.489619,2025-11-12T10:38:10
1,135,128,64,4,54,0.0009179436530444008,1,2226.560209179546,54.591206934084454,5687190.552604818,2384.7831248574403,-6.795751033724065,1.520957,2025-11-12T10:38:23
2,127,32,160,1,134,2.1011605190728348e-05,2,1317.1149740945632,32.19764920332871,2405652.304982156,1551.0165392355286,-2.297562525798573,1.841129,2025-11-12T10:38:24
3,38,64,192,6,100,0.00020572010193394916,8,1067.0850391100232,27.823545246443697,1488523.176253331,1220.050481026638,-1.040402195541744,5.53526,2025-11-12T10:38:26
4,21,128,320,1,153,0.0005931158817752962,4,844.4109546591645,23.791707231281258,973148.2905189799,986.4827877459292,-0.33394893693256855,1.919335,2025-11-12T10:38:32
