trial_index,test_size,window_size,hidden_size,num_layers,batch_size,lr,epochs,mae,mape,mse,rmse,r2,sd,runtime_s,started_at,epochs_ran
0,4,47,512,3,32,2.9383929673813037e-05,2000,370.41249099053704,29.1534011243394,158955.96023526977,393.07762978873444,-18.288243700769495,7.217964426425032,36.76239,2026-01-19T19:07:45,124.0
1,4,30,256,1,128,0.00012525783319382105,2000,440.1254833407975,33.19255848069296,252744.63187516338,463.0758797419691,-22.028008901886995,13.264376063803336,16.551202,2026-01-19T19:08:22,516.6666666666666
2,4,43,512,4,64,0.00035026667073587934,2000,447.8528392978287,34.369774697504,277461.1335006366,456.8673847962323,-26.40546032867992,20.18217414686084,45.497876,2026-01-19T19:08:39,225.66666666666666
3,4,32,256,2,32,2.1228464027287925e-05,2000,487.7625988193131,37.00717794027347,283498.143902974,502.0318191358271,-26.002027047276925,11.837890429892221,30.864071,2026-01-19T19:09:24,227.33333333333334
4,4,51,1024,3,64,0.00019052023235163317,2000,493.5293733147558,37.526400807734625,301644.2033901263,504.34011291952237,-27.109045230908503,15.079898689215758,78.080541,2026-01-19T19:09:55,223.33333333333334
5,4,32,64,4,128,0.000224408951730288,2000,512.44298822361,39.944660694645655,276600.9453221748,521.9593493512261,-34.731569964879206,7.465514902974361,4.985076,2026-01-19T19:11:13,181.33333333333334
6,4,32,1024,4,64,8.299076904344523e-05,2000,706.1781566806412,54.22817514750125,559392.6770068371,716.8214442767379,-57.59482549537455,16.38937876675909,63.683556,2026-01-19T19:11:18,193.0
7,4,52,128,3,64,7.273611485226353e-05,2000,438.01282261488603,33.126591229876915,259925.04159547397,450.47276351493724,-21.543867654357594,16.381464580356024,17.219667,2026-01-19T19:12:22,440.6666666666667
8,4,37,512,4,128,6.0289498844206385e-05,2000,517.8366242913183,39.783081617786316,287809.1676423018,529.4591567325862,-30.31626950309975,4.906955522839381,26.214981,2026-01-19T19:12:39,198.0
9,4,33,128,2,32,1.0376929818543153e-05,2000,370.68856317478185,29.256397138400477,164740.75402413917,399.3899874576157,-20.609668268762814,7.816637931151198,7.507691,2026-01-19T19:13:05,141.66666666666666
10,4,40,64,2,32,1e-05,2000,345.3155366448339,27.168960578635744,138296.4979797886,360.30671279167876,-17.500241637168166,8.101191212163611,9.699887,2026-01-19T19:13:14,182.33333333333334
11,4,45,128,3,32,1e-05,2000,359.00430168535695,28.348683739545976,154478.6652794068,390.5732239060009,-18.839952813383768,5.45720380496439,9.542514,2026-01-19T19:13:24,144.0
12,4,44,256,2,32,1e-05,2000,401.9530997144954,31.235542841770087,179364.54264668658,417.85583431670443,-19.812483856307747,6.604491409598395,34.865632,2026-01-19T19:13:34,211.66666666666666
13,4,38,64,3,32,1e-05,2000,360.9794262118912,28.50546483018878,157464.13774538884,389.818545982814,-19.789918096208257,8.46036002312997,11.020751,2026-01-19T19:14:10,178.33333333333334
14,4,48,64,3,32,2.3746848459936728e-05,2000,625.8381094801204,47.71489649543539,438855.59745420486,638.4907392735391,-42.98651889533002,10.692823966211831,25.642726,2026-01-19T19:14:22,422.3333333333333
15,4,51,1024,3,32,2.4717269842272754e-05,2000,467.18245965915685,36.230992656660106,235295.53405291375,477.2379963768694,-25.675247973174226,7.398868207538165,67.48914,2026-01-19T19:14:48,125.0
16,4,40,128,2,32,1e-05,2000,372.6021984286881,29.33733246137767,163925.2406393842,400.7657137154002,-20.1357689886284,6.665442380535536,7.856764,2026-01-19T19:15:57,144.0
17,4,41,64,2,64,1e-05,2000,344.2723135816829,27.071362816493167,137080.57439332703,359.8529730457902,-17.356918565641756,7.69851617297647,7.359774,2026-01-19T19:16:07,254.0
18,4,34,64,2,64,1e-05,2000,332.3332164950944,26.127004844675273,129406.78137876037,348.9847289648692,-16.222615420601834,7.552479016505776,7.136761,2026-01-19T19:16:16,249.66666666666666
19,4,33,32,2,64,1e-05,2000,382.5064684334038,30.16528843488381,184205.56775252466,422.920647933551,-23.245828776744105,8.042186118579258,10.82074,2026-01-19T19:16:25,349.0
20,4,35,128,3,64,1e-05,2000,352.6525967699924,27.823760592653276,148288.53985385466,381.29189427590956,-18.42785261649119,5.655357517740406,6.697381,2026-01-19T19:16:37,182.0
21,4,32,128,2,64,1e-05,2000,363.0805512932714,28.673057016130922,159691.6840075417,392.70089285229733,-20.09484500113123,7.899642045150764,5.398501,2026-01-19T19:16:46,179.66666666666666
22,4,34,64,1,64,1e-05,2000,480.00732801254804,37.582019215248,347522.8783622169,587.7427873185172,-40.82576672302264,6.989826411876277,7.019722,2026-01-19T19:16:53,269.6666666666667
23,4,44,512,3,32,3.6667740822891096e-05,2000,356.40054844496416,28.20114558178922,149497.56126584692,374.7615858595527,-17.78187574112802,9.425743890926347,34.05689,2026-01-19T19:17:03,126.0
24,4,52,512,3,64,3.676006696245062e-05,2000,645.8500927157975,49.33653327940389,503300.7303361927,658.7433748044342,-48.312787413211446,19.635690234461922,77.330995,2026-01-19T19:17:40,447.3333333333333
25,4,52,64,2,64,0.00010230752594863831,2000,465.2328543531673,36.0728708520523,242087.43585101096,473.47433693627545,-26.422351270274174,11.385403752871406,6.311358,2026-01-19T19:18:59,200.66666666666666
26,4,52,32,4,64,8.202067008533198e-05,2000,386.09902824785695,30.506023087573112,187006.29267500783,429.203996186997,-22.408889627319024,6.574308827109034,6.745386,2026-01-19T19:19:08,189.0
27,4,52,64,4,32,8.514525506981973e-05,2000,636.2631786532975,49.57970096756987,425101.542673659,644.529867922167,-52.905824834646694,10.689205933784152,21.602935,2026-01-19T19:19:17,315.0
28,4,35,64,3,64,1e-05,2000,347.7208812900162,27.425233825125147,146787.85051636046,377.3611195261278,-18.196330931231465,7.770183067168063,8.602703,2026-01-19T19:19:40,244.33333333333334
29,4,40,512,3,32,3.334150620123357e-05,2000,380.76803094821935,29.91109013608305,161861.7032133705,396.50466305069654,-20.157096444207028,7.332520640597825,26.230554,2026-01-19T19:19:50,105.0
30,4,34,64,2,32,1e-05,2000,332.94265253025065,26.19243314570726,128960.43483391458,348.82728307786306,-16.124185190375936,7.511862948957651,9.726552,2026-01-19T19:20:18,180.66666666666666
31,4,50,32,3,64,4.962954077636771e-05,2000,406.51029982842766,31.848740365151325,179944.83750201983,420.0974469947728,-22.0275826567259,6.775729464949985,7.643231,2026-01-19T19:20:30,228.33333333333334
32,4,52,256,2,64,0.0005498244687210041,2000,320.2333482014333,24.249603649562214,155746.188566929,337.2134591762079,-12.526483183645619,14.616152823395492,24.391,2026-01-19T19:20:39,237.33333333333334
33,4,52,256,2,64,0.0008144721031252774,2000,374.61514886336573,28.296968296830087,171096.76016633253,389.93975621904883,-15.44446415763906,8.859305446740242,31.544185,2026-01-19T19:21:04,298.3333333333333
34,4,52,256,2,64,0.00040713661934629403,2000,440.8250276116308,33.671114961913425,229122.11582958628,460.639677991175,-21.927078845307268,8.099382036509997,25.344768,2026-01-19T19:21:37,246.0
35,4,51,256,2,64,0.0006123411440765662,2000,331.64870835998653,24.979519595042053,147457.29757049904,341.85844721481743,-11.869578712393741,11.844064954445136,25.682193,2026-01-19T19:22:04,250.66666666666666
36,4,52,256,3,64,0.0005850572126721508,2000,444.92801426527666,33.78001267003457,275577.1622697714,462.6793545871453,-23.65127794867173,18.271860129271516,24.946275,2026-01-19T19:22:31,164.66666666666666
37,4,52,256,2,64,0.0005839348220190867,2000,359.9321036207454,27.242741512018313,187652.64986481113,379.26051302303216,-15.075803824018356,14.513334625670549,28.439851,2026-01-19T19:22:57,269.3333333333333
38,4,48,256,1,64,0.000620104304411515,2000,304.749454787709,23.047265445172467,149372.9034003211,324.5582582621444,-11.68366693455319,14.763685132624838,11.28812,2026-01-19T19:23:27,190.0
39,4,48,512,1,64,0.0006214170067455455,2000,212.06677766754763,15.815130073654705,77454.81287337892,226.473079473593,-5.037642205874019,11.073112524615084,14.837705,2026-01-19T19:23:40,209.66666666666666
40,4,46,1024,1,64,0.000638364883778472,2000,216.62332185202072,16.7051727693416,79178.96318198384,250.7615999065321,-5.809254977296636,8.284554246615581,14.833127,2026-01-19T19:23:56,141.33333333333334
41,4,52,1024,1,64,0.0006280464863689392,2000,194.1677905433955,14.779265176599568,64059.138098703836,218.30003896365466,-4.372412736397295,8.075357975105073,14.876019,2026-01-19T19:24:12,130.33333333333334
42,4,52,1024,1,64,0.000625000701904208,2000,202.62236530136352,15.275291702126752,75571.8939484475,228.45474856620208,-5.09590260585919,10.148158436960463,14.525468,2026-01-19T19:24:28,127.33333333333333
43,4,52,1024,1,64,0.0006237882946890942,2000,223.74683107073926,17.202346887785655,73957.74231481086,251.51782866368956,-6.4027744925040935,6.244113702680675,16.013953,2026-01-19T19:24:45,139.33333333333334
44,4,51,1024,1,64,0.0006442959189330315,2000,224.4601838984688,16.65262111694364,81170.72808272706,238.75839448900138,-5.506268916687259,10.574197423089199,18.967097,2026-01-19T19:25:02,168.33333333333334
45,4,50,1024,1,64,0.0006058290992983054,2000,200.91987163893327,15.618585817930798,63115.01596246415,224.6894588357226,-4.740150389902701,7.129477320223237,13.40725,2026-01-19T19:25:23,119.66666666666667
46,4,51,1024,1,64,0.0006037381173458194,2000,212.0716555667917,16.045187907830595,69001.00267855947,241.9399496988814,-5.431040073727469,6.493937738328122,13.888272,2026-01-19T19:25:38,121.33333333333333
47,4,40,64,3,128,1e-05,2000,366.0197094150162,28.797265110251242,156603.53977963622,389.81569166081135,-19.470974270137717,7.742146489912833,7.192803,2026-01-19T19:25:53,327.3333333333333
48,4,52,256,3,128,1e-05,2000,395.7777762281673,31.29103327775552,180887.48180303586,419.9250920185554,-22.42785953229807,7.8717760517447894,19.809425,2026-01-19T19:26:02,180.66666666666666
49,4,51,1024,1,64,0.0006092777621638034,2000,212.919538896719,15.682812320650148,83835.08795166745,238.24871240802383,-5.741387274676101,11.216467975594787,18.736981,2026-01-19T19:26:24,160.66666666666666
50,4,52,32,3,128,6.868156174985445e-05,2000,380.5746817457454,29.880139735096687,158723.74459421946,394.13235098847343,-19.747666162678964,6.584128810216219,5.90499,2026-01-19T19:26:44,246.0
51,4,49,1024,1,64,0.0006057560093828932,2000,219.91702333164162,17.22848948235524,67421.18648833978,250.43313049906735,-6.900170194915806,7.300472540346301,13.432715,2026-01-19T19:26:52,118.33333333333333
52,4,52,512,1,64,0.000621482012739726,2000,281.08752964613603,21.3156430271696,118611.93039030174,302.0518591978933,-8.999466152953758,11.244785077360547,12.601919,2026-01-19T19:27:07,168.33333333333334
53,4,49,1024,1,64,0.0006231841045971088,2000,198.07144194374482,15.321865785375527,58315.481129398286,226.10057718995338,-4.500781894250896,6.111433272916599,12.95287,2026-01-19T19:27:21,115.33333333333333
54,4,48,1024,1,64,0.0006236965146434555,2000,204.20119284661556,15.635347115037307,65950.62394670788,236.26557650596874,-4.992443464660256,6.527622811511852,13.351792,2026-01-19T19:27:36,118.66666666666667
55,4,26,256,4,128,1e-05,2000,346.38136306084954,27.302524297656742,136830.76197076036,360.8735391364888,-17.051157236310292,8.330870991893569,13.741767,2026-01-19T19:27:51,166.66666666666666
56,4,26,256,2,128,1e-05,2000,353.6909130282975,27.776368014588883,138227.67576370187,365.33226801497585,-17.295447059066746,7.088445223833978,7.363561,2026-01-19T19:28:07,165.0
57,4,26,128,3,128,1.4890206962666051e-05,2000,347.4326769294976,27.381068127542672,144901.52911086826,377.36937691507,-17.610940367550867,5.3115542893558265,4.651478,2026-01-19T19:28:16,176.66666666666666
58,4,26,1024,3,128,1.2748874127058384e-05,2000,368.9506277906673,28.95176497385097,150957.41974086125,382.8881150535162,-17.345019882207975,6.885274725551966,34.226387,2026-01-19T19:28:23,180.33333333333334
59,4,26,512,4,32,1e-05,2000,368.99012770928704,29.185222403472054,157149.26645603878,390.2789567521952,-19.517965024496537,7.744593732216665,29.495401,2026-01-19T19:28:58,114.0
60,4,48,1024,1,64,0.0006249747582938467,2000,216.52762920729265,16.569150557095004,71132.85344003396,238.91219205645345,-5.299788779748087,7.929414100445641,12.985169,2026-01-19T19:29:29,119.33333333333333
61,4,49,1024,1,64,0.0006275359755859199,2000,220.36636302399583,16.982082980815886,64762.751801976156,252.89346420108413,-6.405803583105173,1.3178690909985074,13.716584,2026-01-19T19:29:44,125.33333333333333
62,4,48,1024,1,64,0.0006165515736186167,2000,220.7605654563407,16.755824430083745,71223.36924313956,255.309397783982,-6.282637672048954,4.821745182052622,13.673441,2026-01-19T19:29:59,124.66666666666667
63,4,41,32,3,128,2.5202730281882526e-05,2000,379.69348667738603,29.784605515628073,157292.26929221457,392.54471463957884,-19.29504859258969,6.447039777876218,10.234236,2026-01-19T19:30:14,481.0
64,4,32,32,1,128,4.361071549616759e-05,2000,557.722088190584,42.78051766091249,476712.4057694434,678.316592259246,-59.05231044234665,15.45266554589842,3.149748,2026-01-19T19:30:27,174.0
65,4,35,64,4,128,1.605287053921132e-05,2000,380.0724048579195,29.853484050090007,184275.1205656326,425.7890974659751,-22.82283595016214,5.674809271295875,6.378777,2026-01-19T19:30:32,241.33333333333334
66,4,36,1024,1,128,1e-05,2000,350.41101597426103,27.563397412049977,142423.6302579488,374.63170898283016,-16.546018163551796,5.313284380518322,16.537835,2026-01-19T19:30:40,228.33333333333334
67,4,26,32,4,128,1e-05,2000,444.571694670383,34.94320368600057,263086.0864531482,506.772671780508,-33.056780230044154,7.21513667430289,11.388588,2026-01-19T19:30:58,460.0
68,4,26,1024,4,64,1e-05,2000,417.33879103936516,32.73175828735683,194430.4650788433,431.6010318643669,-22.489395040008464,8.915589795475533,46.324924,2026-01-19T19:31:11,152.66666666666666
69,4,38,256,2,128,1.4654463923156813e-05,2000,375.07406122165685,29.406590628307033,154074.82203310388,385.64540290761147,-19.183472991568088,7.236294031154565,9.418399,2026-01-19T19:31:58,151.66666666666666
70,4,49,1024,1,64,0.0006204288732739411,2000,255.08147238763118,19.543284849440685,103974.8244669782,282.98364988949794,-7.799522991976559,10.15742245091168,14.242613,2026-01-19T19:32:09,128.66666666666666
