trial_index,test_size,window_size,hidden_size,num_layers,batch_size,lr,epochs,mae,mape,mse,rmse,r2,sd,runtime_s,started_at,epochs_ran
0,12,27,64,2,32,5.653377048777555e-05,2000,1253.3530969273406,60.66106318058175,1799606.8348056476,1295.4492553612408,-42.83496250308264,22.145803436160293,9.901555,2025-12-13T16:58:39,188.66666666666666
1,12,28,256,2,32,9.617837782726676e-05,2000,790.122359826616,35.39833139274274,983233.4982406189,815.4980746228827,-13.35246348896132,20.42794666797434,20.534562,2025-12-13T16:58:49,176.0
2,12,41,128,1,128,1.5886142181974358e-05,2000,841.3505778000746,34.96342122701586,1120557.7663558628,896.3447410525359,-13.077904496022322,16.941772026731467,3.457561,2025-12-13T16:59:09,207.66666666666666
3,12,35,64,3,64,0.0005465012557227356,2000,799.4389763149655,35.208101970470004,1035647.7029152223,827.3946954729248,-12.19870980109772,19.385533910790755,3.671814,2025-12-13T16:59:13,118.33333333333333
4,12,51,256,1,128,0.00011905941729586739,2000,806.3675482089126,35.954881312789986,984756.0998900314,853.6345879052609,-13.387896815090032,16.399869038486298,12.25057,2025-12-13T16:59:16,295.3333333333333
5,12,52,256,1,32,0.00031153557031803693,2000,1065.9043698494327,48.43618915037933,1439223.1877489376,1104.7619374873223,-22.752149283316204,12.833242465519206,15.094382,2025-12-13T16:59:29,151.66666666666666
6,12,33,32,2,32,2.253634499380866e-05,2000,824.6277454349332,34.37446138415132,1071995.4996098278,885.3493861656848,-12.92029919917991,16.846365933261495,8.153253,2025-12-13T16:59:44,166.0
7,12,49,64,2,128,0.00016967480441643302,2000,934.0008868532083,44.05959234345622,1279274.5049998937,967.9674382568301,-24.391737118545375,26.24641021132421,5.576968,2025-12-13T16:59:52,293.0
8,12,29,64,3,64,0.00012854115265955037,2000,953.1684910109994,43.11494772202466,1131058.926947706,992.1992295014865,-17.834372528684995,8.759930839331485,4.001895,2025-12-13T16:59:57,131.0
9,12,48,128,1,32,0.00010190683087343457,2000,879.853887055557,39.58555422633256,1176503.992568087,985.1438119321459,-18.464174882638677,14.259635089323695,7.93827,2025-12-13T17:00:02,185.33333333333334
10,12,45,256,1,128,2.863183481727019e-05,2000,849.1032703225718,35.698912175917734,1088532.6478055676,888.1148905813737,-12.841597439077503,16.816963414503302,6.612311,2025-12-13T17:00:10,164.33333333333334
11,12,37,32,2,32,1.3041500177308733e-05,2000,822.8877833463872,34.37779468256381,1062355.6154359102,886.3253126010142,-12.8787931192403,16.384275347795466,10.163202,2025-12-13T17:00:17,219.0
12,12,46,128,1,128,4.246820394268047e-05,2000,832.829528318292,34.82598134976298,1102863.2877885436,901.1718422605578,-13.14911177019541,16.219532939828824,3.187375,2025-12-13T17:00:28,169.0
13,12,40,64,3,64,0.001,2000,573.0326893984411,25.084303969230458,523827.1696685764,615.8808613289503,-6.1820202322296405,11.752864750739167,4.29487,2025-12-13T17:00:32,128.0
14,12,43,64,3,64,0.001,2000,713.9920843179026,31.98555723060316,795134.8661032674,752.1925818371964,-9.896103098005511,15.125362466970081,5.348201,2025-12-13T17:00:37,176.33333333333334
15,12,50,128,1,128,1.1703500582283386e-05,2000,843.5860353523254,35.1560493334352,1113353.3969163422,900.2593958312664,-13.161456992748208,16.35177265609775,4.446243,2025-12-13T17:00:43,254.66666666666666
16,12,46,256,2,128,1.5278881714787985e-05,2000,799.0535233451393,32.56445385669456,1035660.2744380994,824.7475555255437,-11.2834256521222,19.52329443630827,9.734007,2025-12-13T17:00:49,154.66666666666666
17,12,43,128,3,64,1e-05,2000,829.4136443124804,34.49441768223961,1072846.5124112167,874.5195389516139,-12.454509582293307,17.254958009414697,6.380631,2025-12-13T17:01:00,176.33333333333334
18,12,42,256,3,128,1e-05,2000,807.6960738150698,33.08278713180039,1051783.5553329708,846.1937887672767,-11.71303261041186,19.51563279286443,14.807536,2025-12-13T17:01:07,174.66666666666666
19,12,48,256,3,128,1e-05,2000,811.0174646028303,33.398961553323154,1046557.1540695332,847.5787557982394,-11.651426796506579,18.62367851794801,16.249637,2025-12-13T17:01:23,177.66666666666666
20,12,52,256,2,128,1e-05,2000,801.9323188644404,32.765484007399515,1035434.1242898986,829.2675654193608,-11.302332927220535,19.111902165953257,12.787547,2025-12-13T17:01:41,184.33333333333334
21,12,39,64,3,64,0.001,2000,583.6542688629582,25.504213611880157,587959.6074600922,619.0789253173733,-6.5377387409397665,14.455400684866461,4.171697,2025-12-13T17:01:54,125.33333333333333
22,12,40,64,3,64,0.001,2000,573.0326893984411,25.084303969230458,523827.1696685764,615.8808613289503,-6.1820202322296405,11.752864750739167,4.030501,2025-12-13T17:02:00,128.0
