trial_index,test_size,p,d,q,P,D,Q,m,mae,mape,mse,rmse,r2,sd,runtime_s,started_at
0,24,4,2,0,0,1,2,52,1148.7867673314267,57.78061407446889,2176905.9337897166,1256.827634868371,-55.42305643654432,33.72847233274066,66.122237,2026-01-10T15:00:52
1,24,4,0,2,0,1,0,52,626.5015043090572,34.19683031437296,563293.8314831809,711.7095446685626,-17.53259961373385,9.121717814515414,3.087881,2026-01-10T15:01:58
2,24,3,2,0,1,0,2,52,3364.68476677073,222.43180432102096,26477382.189923722,3622.813656758417,-1534.500319580169,247.9030007626598,52.242883,2026-01-10T15:02:01
3,24,2,1,2,1,1,2,52,423.2715517413324,23.629803042351824,259056.30083375043,496.5895301016391,-6.920333532928564,1.814153341480322,114.377681,2026-01-10T15:02:54
4,24,2,0,3,2,1,2,52,378.79747490348547,20.184189573619776,238578.28290374173,445.7667017640868,-5.518028499249063,7.256034098984894,216.504089,2026-01-10T15:04:48
5,24,2,0,2,2,1,2,52,357.0051828563731,19.109704044018837,212733.3164675814,422.95121731781165,-4.832932584596729,6.557071307701319,189.2781,2026-01-10T15:08:25
6,24,3,1,2,1,0,2,52,1.0582957422190475e+66,8.249096391320397e+64,2.0246996740270071e+133,2.5978835450080046e+66,-1.1930044527891736e+129,1.166598399392826e+65,103.126462,2026-01-10T15:11:34
7,24,4,2,0,0,1,0,52,1707.505669938729,86.35343254458478,4862681.026426679,1882.712148530308,-124.09083292190986,51.093894533513854,0.735006,2026-01-10T15:13:17
8,24,2,2,4,0,0,1,52,337.03912352106175,19.056598566052745,165428.6369755511,397.7025224298156,-4.2277900347687005,0.8899633055912829,10.569082,2026-01-10T15:13:18
9,24,1,2,4,2,0,1,52,380.8481655347996,21.009250336661363,207578.9721792983,437.8107290673022,-5.2069884977282035,3.1851782424960247,142.340826,2026-01-10T15:13:28
10,24,1,2,4,2,0,2,52,585.717224503309,35.15113774104166,543467.9050581699,683.8965474744595,-25.681934076021307,18.98876116913333,169.133427,2026-01-10T15:15:51
11,24,3,1,0,0,0,1,52,268.7851570070258,15.333286132887716,104407.82247583712,318.4336963087114,-2.4273544869187593,1.1305791686570439,1.51787,2026-01-10T15:18:40
12,24,2,1,2,0,0,1,52,273.48219874050386,15.689650452673895,105020.981649882,321.25318982855777,-2.4420593326124744,0.5325333922293498,4.116911,2026-01-10T15:18:42
13,24,1,1,2,2,1,2,52,345.2318784529691,18.9088936531229,192500.35131083694,413.7410133662526,-4.392642621354526,4.773742709367937,150.348837,2026-01-10T15:18:47
14,24,1,0,2,1,1,2,52,414.04288905552494,22.91571090513207,253731.60717316848,486.60423700501866,-6.546984713130617,2.874480482650462,114.404032,2026-01-10T15:21:18
15,24,2,2,2,0,0,1,52,318.52591283652663,18.07103887741771,141774.78024810608,370.7338577230245,-3.519600636931043,0.3064290243838143,4.410781,2026-01-10T15:23:13
16,24,3,1,2,1,0,1,52,296.23656896933653,16.65767798167538,127497.65573294635,347.26804938545166,-3.0586634733625,1.9623140511893018,6.105603,2026-01-10T15:23:18
17,24,3,1,1,0,0,1,52,282.770688858818,16.088236839611195,113574.41481039482,332.05202909985707,-2.6695092491744234,0.5872286619413933,2.992156,2026-01-10T15:23:25
18,24,2,1,1,1,0,1,52,289.60531532903514,16.411670701529193,119435.03493241803,339.3999895399678,-2.841171476249615,0.9402773183298742,3.379769,2026-01-10T15:23:29
19,24,2,1,1,0,0,1,52,270.5825521167721,15.529702293185514,103299.72468457943,318.65846266671457,-2.3938600124427905,0.5351854866975168,1.899715,2026-01-10T15:23:34
20,24,2,1,1,0,0,1,52,270.5825521167721,15.529702293185514,103299.72468457943,318.65846266671457,-2.3938600124427905,0.5351854866975168,1.951546,2026-01-10T15:23:36
21,24,3,1,1,0,0,1,52,282.770688858818,16.088236839611195,113574.41481039482,332.05202909985707,-2.6695092491744234,0.5872286619413933,3.034548,2026-01-10T15:23:39
