trial_index,window_size,batch_size,d_model,n_head,num_layers,epoch_number,lr,mae,mape,mse,rmse,r2,runtime_s,started_at
0,24,16,512,8,2,508,0.00028750555339855535,1093.861411723909,61.94470429279172,1325709.814904288,1151.394725932114,-9.286284630316342,2.342865,2025-11-20T13:40:41
1,24,64,512,16,4,619,1.8413006306020225e-05,914.5475994680496,51.210955611597484,930152.5128652948,964.4441470947371,-6.2171250369955,4.236988,2025-11-20T13:40:43
5,24,16,256,32,2,622,7.679036564368754e-05,1025.3415142629715,58.37083208532984,1258398.1540235293,1121.7834702042678,-8.764008265628794,2.2145,2025-11-20T13:40:47
9,24,32,256,16,9,459,0.00012094967489845872,1139.0958477590652,64.43130743675684,1426578.9601660895,1194.394809167425,-10.068936102693444,6.371798,2025-11-20T13:40:50
13,24,16,256,4,5,365,5.105043711588992e-05,1154.0604371959141,65.29083606620215,1469612.816584969,1212.2758830336306,-10.40283911139729,3.018695,2025-11-20T13:40:56
17,24,64,256,4,4,611,0.004537228752965945,1241.292350444612,69.89814319908832,1669687.9351199542,1292.1640511637654,-11.955237376506101,4.361489,2025-11-20T13:40:59
18,24,16,512,16,5,373,0.008047760499603061,1242.304262472607,69.95231217231357,1672201.1642913606,1293.1361739164831,-11.974737715349233,3.444403,2025-11-20T13:41:03
19,24,16,1024,32,4,525,0.0021910866803112336,1306.8220338756016,73.40599821367842,1836665.0777192696,1355.236170458592,-13.250825895368715,3.954183,2025-11-20T13:41:07
21,24,64,512,16,10,767,0.00034050925377353996,1149.7653322154454,64.9986214003561,1450840.9093146613,1204.5085758576654,-10.257186436079177,13.366027,2025-11-20T13:41:11
22,24,64,512,4,8,707,2.6270066607487705e-05,1094.94955666206,61.74614716241585,1307685.7467561285,1143.540881104007,-9.146434496385206,9.720892,2025-11-20T13:41:24
23,24,32,256,4,5,604,0.000859829786320199,1319.713960958935,74.09612032318552,1870526.744798473,1367.6720165297208,-13.51356118005758,5.172592,2025-11-20T13:41:34
25,24,32,256,32,1,353,0.0005624891533200235,1150.3864768280757,64.54711373095365,1462769.6086490194,1209.4501265653823,-10.349742133595479,0.92606,2025-11-20T13:41:39
29,24,64,256,8,7,510,0.0075045720125695905,1233.31918556831,69.47133411937139,1649957.5023230026,1284.5067155616598,-11.80214742775029,5.44504,2025-11-20T13:41:40
33,24,64,256,32,5,745,0.0014131011827697747,1112.3735272024246,62.99703702035977,1366257.430995804,1168.870151469274,-9.600896708698096,6.456654,2025-11-20T13:41:46
34,24,64,512,16,3,627,1.7895513212432465e-05,895.4692303274246,50.28832703807223,918933.5636555473,958.6102250944058,-6.130076345398646,3.531516,2025-11-20T13:41:53
35,24,64,512,16,3,630,1.6806978085815046e-05,681.4577395086632,38.760655975221034,574714.1675352588,758.0990486310208,-3.459251520869059,3.298152,2025-11-20T13:41:57
36,24,64,512,16,2,655,1.1071485659334254e-05,816.3943748439497,45.47250170259361,826249.4487696234,908.9826449221258,-5.4109331545530805,2.616185,2025-11-20T13:42:01
37,24,64,512,16,2,631,1.3294365347733027e-05,959.5669110581424,53.30342349756491,1097033.7072019782,1047.3937689340996,-7.51196908589333,2.749755,2025-11-20T13:42:05
38,24,64,512,16,3,712,1.590890581412058e-05,922.4034954641434,51.781064770785,970005.4945319662,984.8885696016408,-6.526347393337303,4.412985,2025-11-20T13:42:08
39,24,64,512,16,3,618,1e-05,714.0406150783247,39.98592987058227,626069.4058380554,791.24547760986,-3.857720772964343,3.66562,2025-11-20T13:42:13
40,24,64,512,16,3,596,1e-05,697.5945091212934,39.18231455007298,602858.9309167223,776.4399081169915,-3.6776289091480603,2.82614,2025-11-20T13:42:18
41,24,64,512,16,3,573,1e-05,757.0738690659549,42.397563897932585,698499.9275562704,835.7630809962058,-4.419714773415836,3.052573,2025-11-20T13:42:23
43,24,64,512,16,3,578,1e-05,731.8072573309288,41.02148331089423,656818.5954095545,810.443456022414,-4.096306104782854,3.218356,2025-11-20T13:42:29
45,24,64,1024,4,10,800,1e-05,844.691978130159,48.2420946822645,813074.9779410278,901.706702836919,-5.308711419997606,15.23514,2025-11-20T13:42:36
46,24,64,512,32,3,578,1e-05,869.3196331594559,48.43822556234407,884864.9823476783,940.672622301552,-5.865735597262058,2.918765,2025-11-20T13:42:53
