trial_index,test_size,window_size,hidden_size,num_layers,batch_size,lr,epochs,mae,mape,mse,rmse,r2,sd,runtime_s,started_at,epochs_ran
0,12,49,512,2,32,0.00010595211945253696,2000,299.49734651353276,20.14916582911263,123169.4138377917,345.9648665813782,-3.311221080304632,6.927438663325055,19.489849,2026-01-02T12:57:02,110.33333333333333
1,12,33,64,2,64,6.224346479301767e-05,2000,583.988430528156,39.170606664810485,392565.1023342376,612.9827481888025,-12.763502625682909,9.88694555905373,4.630291,2026-01-02T12:57:22,168.33333333333334
2,12,41,32,4,64,0.0009735865107778336,2000,373.9829116990797,25.30712391894897,210193.76705798533,417.84075260361055,-7.445806634141715,16.275649447854303,3.805338,2026-01-02T12:57:26,127.66666666666667
3,12,46,64,3,32,0.00024625004809864724,2000,408.48915075632584,27.901083886858,226596.89550047906,443.6016142969774,-7.882355759789745,14.136304379588344,6.241103,2026-01-02T12:57:30,122.33333333333333
4,12,31,64,1,32,1.862969846418761e-05,2000,592.316005890961,39.55998554827467,431543.5365230733,629.9528646357771,-14.464026905765259,13.616336412275517,18.4597,2026-01-02T12:57:36,476.0
5,12,26,32,3,128,0.00030248080616353403,2000,497.6846944227621,33.59012312985133,320976.7696341122,539.3430318939569,-11.162265328298039,15.022145392578105,2.923399,2026-01-02T12:57:55,141.33333333333334
6,12,32,128,3,32,9.250479842082665e-05,2000,315.0929868914213,21.130604065791143,140014.17606264885,364.3573930164105,-4.0951516204470595,9.392424917197514,7.668824,2026-01-02T12:57:58,144.66666666666666
7,12,50,64,4,64,0.000380734258053227,2000,609.4944323185206,41.03174783525905,417191.9546926797,637.0563289984715,-13.176574983277227,9.685636718284183,3.853148,2026-01-02T12:58:05,117.0
8,12,36,32,1,32,8.388300604622528e-05,2000,589.8739862193453,39.04669237548678,425376.69898222917,638.4656557857661,-13.12798398604925,8.268420969242687,5.532958,2026-01-02T12:58:09,156.33333333333334
9,12,43,128,1,32,0.00034809911614345807,2000,391.39874745938204,26.19682190562931,201906.26975821774,440.1412327226096,-5.899601594227401,7.991525340398665,4.377998,2026-01-02T12:58:15,112.66666666666667
