trial_index,window_size,batch_size,d_model,num_layers,epoch_number,lr,n_head,mae,mape,mse,rmse,r2,runtime_s,started_at
0,57,32,192,5,94,0.0017891574429603908,4,789.0116744967719,18.328546899760955,992272.316980967,996.1286648726493,-0.3601633124983248,5.534391,2025-11-12T10:41:20
1,167,128,96,2,169,0.00011735998516978544,2,1239.3133281116518,30.044733036992287,1996113.607441821,1412.8388469467495,-1.7361848657450003,1.242912,2025-11-12T10:41:25
2,97,16,160,5,76,0.0003748629407589026,1,1821.5781598878505,43.78553172206239,4046657.5824733493,2011.6305780319976,-4.546980488854039,4.974328,2025-11-12T10:41:27
3,48,64,320,2,151,2.276851939773962e-05,8,648.611761523889,15.68114062112149,650705.4829304087,806.6631781173655,0.1080415023405078,4.822808,2025-11-12T10:41:32
4,19,128,512,4,51,1.5443427387556214e-05,4,1136.6770401074248,28.182512060002423,1951626.8232140194,1397.0063790885206,-1.675204335741113,2.452242,2025-11-12T10:41:36
