trial_index,window_size,batch_size,d_model,n_head,num_layers,epoch_number,lr,mae,mape,mse,rmse,r2,runtime_s,started_at
14,12,32,512,16,4,519,0.005664502641163336,630.3273164356132,39.80344924596058,420903.89872549736,648.7710680397959,-16.841514976571798,3.422784,2025-11-20T20:13:26
15,12,16,1024,8,8,588,0.002946156670525018,606.9187470996757,38.35888412303518,391941.6300716507,626.0524179904194,-15.613845782944065,18.764694,2025-11-20T20:13:30
16,12,16,1024,4,10,486,0.0010510330621128986,719.2484997038423,45.29084982770721,540909.6657447743,735.4656115310723,-21.92838800396035,19.116348,2025-11-20T20:13:49
17,12,16,1024,8,9,571,0.0009835287891673526,666.9951224251964,42.06624900091836,468473.75941308244,684.451429550032,-18.857933414274356,20.48527,2025-11-20T20:14:09
18,12,32,512,32,2,461,0.0072622101678587875,723.113917184311,45.52937864644432,546484.5162209145,739.2459105202507,-22.164697951583506,1.800625,2025-11-20T20:14:30
19,12,32,512,32,2,558,0.01,740.0330049121757,46.573562952665704,571244.4159459765,755.8071288007123,-23.214234729695438,2.28084,2025-11-20T20:14:33
20,12,16,512,32,3,460,0.01,659.1597545866548,41.58272281297823,458082.9159335657,676.8182296108503,-18.417480403217983,4.717906,2025-11-20T20:14:35
21,12,32,512,32,2,462,0.01,737.2390392546235,46.401058396672674,567112.5018168738,753.0687231699865,-23.039088792488585,1.847472,2025-11-20T20:14:41
22,12,16,1024,4,9,530,0.0016144731043499017,736.9543916309257,46.3834957081183,566693.0398347183,752.7901698579216,-23.02130839829554,18.7179,2025-11-20T20:14:43
23,12,16,1024,4,10,572,0.0016061239746405977,688.5803681934257,43.39829307161845,497734.1879520042,705.5027908888839,-20.098241179488358,22.621486,2025-11-20T20:15:03
24,12,16,1024,4,8,523,0.0012789316024590662,720.4457449837902,45.364733241398234,542633.3531291499,736.6365135731122,-22.001452649777093,16.578873,2025-11-20T20:15:26
25,12,32,512,32,1,535,0.005789392729754848,640.0828299447277,40.37149581176866,431638.03222162015,656.9916530836751,-17.29651956101851,1.320259,2025-11-20T20:15:44
26,12,32,512,32,4,472,0.009941231821842965,633.6155244434257,40.0063652389192,425059.897306328,651.9661780386525,-17.017681819281087,3.168026,2025-11-20T20:15:46
27,12,16,1024,4,9,433,0.0015372876587883143,567.2859345996757,35.913109139695926,345404.5960852381,587.7113203650565,-13.641207393639654,15.3776,2025-11-20T20:15:50
28,12,16,1024,4,9,602,0.0010450952970878597,656.0286917611339,41.38950113755793,453964.9104800077,673.769181901345,-18.242924034897968,21.19248,2025-11-20T20:16:06
29,12,16,512,4,9,558,0.001545446462136097,625.4856416309257,39.5046631707076,414823.5523770614,644.0679718609375,-16.583777781057925,14.541057,2025-11-20T20:16:28
30,12,32,512,32,1,486,0.01,456.97004714850374,30.357365944007597,371894.76512955147,609.8317514934356,-14.764087816384963,1.196133,2025-11-20T20:16:44
31,12,32,512,32,3,518,0.005688319992816865,599.555567574936,37.904495614025954,383058.12439600105,618.9168961952817,-15.237286668057056,2.73201,2025-11-20T20:16:46
32,12,32,512,32,3,504,0.01,707.7948864225923,44.58403740590068,524564.8605197509,724.2685002951259,-21.23555506015911,2.45643,2025-11-20T20:16:50
33,12,32,512,16,3,465,0.01,659.4241181934257,41.5990357805043,458431.4321457877,677.0756472845466,-18.432253507574504,2.336551,2025-11-20T20:16:53
34,24,64,256,32,1,800,1e-05,574.9623753419055,37.62322546700341,543585.5266916543,737.2825284052609,-22.04181392684571,1.988558,2025-11-20T20:16:57
35,24,64,256,8,1,800,1e-05,580.6913131267362,37.964423007193055,551685.8736196315,742.7555948087039,-22.38517606121545,1.973955,2025-11-20T20:17:00
36,12,64,256,16,1,800,1e-05,483.2827065645756,30.308389229944222,344410.8920699254,586.8653099902272,-13.59908570000563,2.060733,2025-11-20T20:17:03
37,12,32,512,32,3,487,0.01,727.1043753548839,45.77564264859454,552272.0334545419,743.150074651508,-22.410022539247333,2.937062,2025-11-20T20:17:06
38,12,32,512,32,2,498,0.009626658873868365,661.5177054330089,41.728373898720264,461204.21159306704,679.1201746326396,-18.549787667236988,2.183509,2025-11-20T20:17:10
39,12,32,512,32,3,417,0.008578702463487766,678.3572440072277,42.7674152136208,483759.81214034976,695.5284409284424,-19.505887352197064,2.294673,2025-11-20T20:17:13
40,24,64,512,16,1,800,1e-05,610.0905203744152,38.365464414298245,458501.06185873196,677.1270647808519,-18.435205011635336,2.109746,2025-11-20T20:17:16
41,24,64,256,16,1,800,3.363057945831332e-05,520.6436446697049,34.192521904451596,462144.6780635382,679.8122373593595,-18.5896526973987,2.007382,2025-11-20T20:17:20
42,24,32,512,16,1,800,1e-05,610.0905203744152,38.365464414298245,458501.06185873196,677.1270647808519,-18.435205011635336,1.989376,2025-11-20T20:17:23
43,24,32,256,8,1,800,1e-05,580.6913131267362,37.964423007193055,551685.8736196315,742.7555948087039,-22.38517606121545,2.078243,2025-11-20T20:17:26
44,12,32,256,32,3,506,0.01,637.0394136035819,40.2176565952991,429410.4893987137,655.2942006448048,-17.20209720295487,2.820821,2025-11-20T20:17:29
45,12,16,1024,8,9,555,0.0013780403130184528,737.8050182585298,46.43598859326713,567947.5091246028,753.6229223720592,-23.074483559397386,20.267831,2025-11-20T20:17:33
46,12,16,1024,8,9,561,0.0015085620234995456,720.3157197559257,45.35670894076826,542446.0006181078,736.5093350515714,-21.993511044480073,20.075181,2025-11-20T20:17:54
47,24,64,256,16,3,800,1e-05,494.47104405605586,32.76763889684947,466591.18078819267,683.074798823813,-18.77813359575937,4.275444,2025-11-20T20:18:15
48,24,64,256,16,1,620,1e-05,588.2621749431424,38.50585748147271,571024.6448191885,755.6617264485403,-23.20491894558919,1.626605,2025-11-20T20:18:20
49,24,64,512,4,1,662,1e-05,539.0373485807954,33.88521408875501,375009.4527550027,612.3801537892967,-14.896114975280616,1.786414,2025-11-20T20:18:23
50,24,32,256,32,1,670,1e-05,580.1947005779081,37.99552739629091,557696.7531549054,746.7909701883824,-22.63996865775754,1.717,2025-11-20T20:18:26
51,12,16,1024,8,9,576,0.0014975255254121593,642.1135102832694,40.53078310404617,435901.01740479254,660.2280041052428,-17.477221412963285,20.491534,2025-11-20T20:18:29
52,12,64,256,32,10,800,1e-05,191.01465367519646,12.569499077639154,57713.224810962856,240.23576921633227,-1.4463811523936179,11.566301,2025-11-20T20:18:51
53,12,32,512,32,3,540,0.01,758.5237275684257,47.714558000081,598949.5097749098,773.918283654618,-24.3886140784565,2.993224,2025-11-20T20:19:03
54,24,64,512,32,1,676,1e-05,605.350001168686,38.03201844308337,454338.981527238,674.0467205819178,-18.25878037220363,1.886813,2025-11-20T20:19:07
55,12,16,1024,4,9,590,0.0014541754494853435,709.8127290332694,44.708560462117866,527425.3800424604,726.2405800025639,-21.3568083962763,20.729449,2025-11-20T20:19:10
56,12,16,1024,4,9,561,0.0012663209728055805,689.4231416309257,43.4503013460769,498895.53270686604,706.3253731155819,-20.147468924585446,19.710525,2025-11-20T20:19:32
57,12,32,512,32,3,544,0.01,619.0574189746757,39.107972015872434,406823.3524781978,637.8270553043338,-16.244660736185335,2.964782,2025-11-20T20:19:52
58,12,16,1024,4,8,553,0.0012219866076518342,735.1968639616548,46.27503713688425,564105.6923136995,751.0696987055859,-22.911634433084878,17.391463,2025-11-20T20:19:56
59,12,16,1024,8,8,559,0.0012453573408838722,693.0546113574882,43.67440250539105,503915.96113127604,709.870383331546,-20.360277713466097,17.746088,2025-11-20T20:20:15
60,12,32,512,32,3,459,0.009908036138583643,699.8330333952485,44.09270458794386,513357.53225591825,716.4897293443349,-20.760492425500715,2.517451,2025-11-20T20:20:33
61,24,32,512,32,1,800,1e-05,511.79608678066523,32.258233118367016,346960.60212239303,589.0336171411552,-13.707164266692144,2.18359,2025-11-20T20:20:37
62,12,32,512,32,3,480,0.00930421939653604,639.4690604134777,40.367592066526996,432511.9484016853,657.6564060371383,-17.333563619441616,2.621201,2025-11-20T20:20:40
63,12,16,1024,4,8,582,0.0013780902392088203,635.7380830371757,40.13735015726849,427754.17471439345,654.0291849102709,-17.1318883896469,18.177354,2025-11-20T20:20:44
64,12,64,256,32,4,800,1e-05,334.4168448373058,21.560206177453203,195062.0274151564,441.65826994992,-7.268400682498001,5.124924,2025-11-20T20:21:03
65,12,32,512,32,2,485,0.009600939696772937,648.7871349577485,40.94274127251027,444522.3472633663,666.7250912207867,-17.842667269500776,1.799564,2025-11-20T20:21:09
66,24,16,256,4,1,800,1e-05,542.1145766765409,35.47726021110319,486853.246719808,697.7486988306091,-19.637013624834523,3.721726,2025-11-20T20:21:12
67,12,16,1024,8,9,543,0.001250203030532426,670.3191377246757,42.27137681642053,472919.0108905633,687.6910722777803,-19.04636127405483,19.416433,2025-11-20T20:21:17
68,12,64,256,4,1,300,1e-05,556.6874900215547,34.92081709230466,478887.8830498411,692.017256323743,-19.299373237938894,0.790667,2025-11-20T20:21:37
69,12,32,512,32,3,529,0.008633289745116178,685.3445283496757,43.198606608793334,493288.3870294501,702.3449202702687,-19.90979002951615,2.781707,2025-11-20T20:21:39
70,12,32,1024,32,3,493,0.009435341997506225,695.8574474577485,43.84749234493568,507815.1296469781,712.6114857669487,-20.525557896614142,4.155543,2025-11-20T20:21:43
71,12,32,512,32,2,533,0.008798271049569612,599.0937755827485,37.87729466783687,382570.5844167426,618.5229053290934,-15.216620544820952,2.127327,2025-11-20T20:21:48
72,12,32,512,32,3,434,0.009497255230407965,718.562647653061,45.248524373825695,539923.4934376563,734.7948648688669,-21.886585568677138,2.382271,2025-11-20T20:21:51
73,12,32,512,32,3,399,0.007938872914774079,706.2253877246757,44.4871807145254,522345.47446491214,722.7347192884206,-21.141478455841355,2.199527,2025-11-20T20:21:54
74,12,32,1024,32,3,400,0.00919208628883769,747.6404267871757,47.042941028892,582557.5179254612,763.2545564393712,-23.693780961055236,3.390311,2025-11-20T20:21:57
75,12,32,1024,32,3,376,0.007555479999702506,839.8982392871757,52.73624918193103,729020.3168483084,853.8268658506292,-29.90212977513171,3.174664,2025-11-20T20:22:02
76,12,32,1024,32,3,300,0.006141078774363108,739.846094918686,46.56194569934093,570963.5340986698,755.6212901306247,-23.202328549447298,2.550271,2025-11-20T20:22:06
77,12,16,1024,32,9,449,0.0017495881099915784,660.6615856413423,41.67540090006842,460064.9925665737,678.2809097760114,-18.501497800157303,16.291799,2025-11-20T20:22:09
78,12,32,1024,32,3,358,0.007477428490263011,693.0389456673839,43.673435623141174,503894.2401827117,709.8550839310174,-20.359356993486337,3.047602,2025-11-20T20:22:27
79,12,32,1024,32,3,334,0.009295339766628488,786.5299124642589,49.44284437515143,642220.5984432836,801.3866722396147,-26.22281371135857,2.840577,2025-11-20T20:22:31
80,12,32,1024,32,3,322,0.009148226967191194,290.34483352545686,18.822835776976866,107891.40715196915,328.46827419397624,-3.5733626188163754,2.742041,2025-11-20T20:22:34
81,12,32,1024,32,4,448,0.004163439287222493,475.8591767871756,30.271083476374077,250033.13718238453,500.0331360843844,-9.598547495489163,4.975114,2025-11-20T20:22:38
82,12,16,512,4,4,631,0.0036611615561617152,691.275538278061,43.56461998465044,501453.4172204912,708.1337565887474,-20.255893995002644,8.407314,2025-11-20T20:22:44
83,12,16,1024,8,3,474,0.006887239101379797,540.880030465561,34.283590292493884,316143.0957462859,562.2660364509721,-12.400854196353505,5.830831,2025-11-20T20:22:54
84,12,32,1024,32,3,466,0.01,688.6851655567069,43.40481330822279,497881.35696017044,705.6070839781659,-20.10447946350339,3.941254,2025-11-20T20:23:01
85,12,16,1024,8,9,618,0.001423703919884173,809.1977794889985,50.84169740077525,678392.3107187062,823.6457434593505,-27.756080920914837,22.076705,2025-11-20T20:23:06
86,12,16,1024,8,9,674,0.0015407107031333834,735.8361868783214,46.31449013146962,565046.14755123,751.695515186322,-22.951498987098287,24.005181,2025-11-20T20:23:29
87,12,16,1024,8,10,639,0.0015140622688901558,633.7798310840507,40.016504743180654,425268.13877953845,652.1258611491638,-17.026508877843096,25.310471,2025-11-20T20:23:55
88,12,16,1024,4,9,658,0.0014878468229921763,587.5387829069673,37.162929907729485,368793.0890773656,607.2833680230059,-14.632612199492094,23.081566,2025-11-20T20:24:21
89,12,16,256,16,4,735,0.0068478928973928245,673.9359997038423,42.494599068887354,477782.08419916104,691.2178268817732,-19.252500004368894,9.400236,2025-11-20T20:24:45
90,24,64,256,32,1,508,1e-05,592.965055118133,38.91214432033438,593178.9533660045,770.1811172484071,-24.144008435922924,1.270101,2025-11-20T20:24:56
91,12,32,512,32,3,367,0.01,716.8190359994152,45.14092498890263,537420.7642900209,733.0898746334046,-21.78049845543098,2.055066,2025-11-20T20:24:59
92,12,16,256,4,6,677,0.005941513005284407,638.5568696582694,40.3111785333053,431339.8563469237,656.764688718055,-17.283880311655036,12.78289,2025-11-20T20:25:02
93,12,16,1024,8,8,611,0.0015162425462714756,653.8797659798839,41.25688934370219,451150.02861617255,671.6770270123674,-18.123605213943904,19.348965,2025-11-20T20:25:16
94,24,64,256,16,1,365,1e-05,592.4446242839628,38.7592321321085,577548.4922670402,759.9661125780808,-23.481455519135217,0.911691,2025-11-20T20:25:37
95,24,16,256,8,5,528,0.0069381807075925795,734.7081147754569,46.24486657374107,563386.7997648565,750.5909670152289,-22.881161604927268,8.235052,2025-11-20T20:25:39
96,24,16,256,16,4,639,0.009749013853359561,787.8164318327485,49.522236377076915,644246.0130928176,802.6493712031535,-26.308668144907056,7.792094,2025-11-20T20:25:48
97,24,16,256,16,3,477,0.00962984784459631,237.57317621751415,15.56624836420406,80032.14942314057,282.8995394537442,-2.392448482572575,4.971428,2025-11-20T20:25:57
98,24,16,256,8,5,722,0.008106137954130082,608.7691499317069,38.47306690447578,394190.798967877,627.8461586789211,-15.709184839361384,10.721197,2025-11-20T20:26:03
99,24,16,256,16,5,612,0.00788644424275817,417.85769159837355,26.691758638360014,198196.08194617208,445.1921854055528,-7.4012487768535635,9.347589,2025-11-20T20:26:15
100,12,32,512,8,5,733,0.01,714.9611868783214,45.02627709145499,534760.8137610812,731.273419290679,-21.667746952432978,5.854045,2025-11-20T20:26:25
101,12,64,512,8,4,594,0.01,1606.7311657194675,100.058323741816,2605182.765548943,1614.0578569397514,-109.4299757474129,3.719874,2025-11-20T20:26:32
102,12,64,512,8,4,591,0.01,740.8652803028007,46.62484072297628,572472.6641069864,756.6192332388771,-23.266298414602986,4.108257,2025-11-20T20:26:37
103,12,64,512,8,4,614,0.01,615.8342540983735,38.90906763690769,402843.0875820019,634.6992103209219,-16.075942993319963,3.823958,2025-11-20T20:26:42
104,12,64,512,8,5,534,0.01,604.2332002246757,38.193156713115435,388689.0247443637,623.4492960492968,-15.475972489692591,4.082427,2025-11-20T20:26:47
105,12,64,512,8,3,576,0.01,678.7517549121757,42.79176088356853,484295.20928696886,695.9132196523996,-19.5285820723903,2.920638,2025-11-20T20:26:52
106,12,64,1024,8,4,594,0.01,838.4550019824882,52.647185724334165,726598.0523687382,852.4072104157368,-29.799453444215477,6.313448,2025-11-20T20:26:57
107,12,64,512,8,4,704,0.01,737.9807181283214,46.446836108010345,568207.0546289211,753.7951012237484,-23.08548532254669,4.70181,2025-11-20T20:27:04
108,12,32,1024,4,10,760,0.0019056088953132689,680.7749889616548,42.91661610601405,487045.83643483557,697.8866931206209,-19.64517722772678,19.897771,2025-11-20T20:27:09
109,12,64,512,4,4,590,0.01,720.2573498014985,45.35310673530429,542361.9074794734,736.4522438552776,-21.98994645646624,3.955928,2025-11-20T20:27:30
110,12,64,512,8,6,646,0.01,574.6274262988944,36.366162170188495,353788.1111557642,594.8009004328794,-13.996572621046719,6.006231,2025-11-20T20:27:35
111,12,64,512,16,3,567,0.01,648.8318330371757,40.94537674352448,444574.01205299207,666.7638352917711,-17.84485726612628,2.96961,2025-11-20T20:27:42
112,12,64,512,8,4,523,0.01,589.981592965561,37.313677231772374,371669.51841598464,609.6470441296215,-14.754539929977412,3.464708,2025-11-20T20:27:46
113,12,64,1024,4,3,668,0.01,632.8432669564464,40.7152842589971,490518.0818815028,700.3699607218336,-19.79236075186764,5.411151,2025-11-20T20:27:51
114,12,64,512,8,2,650,0.01,731.029932809311,46.018008238240554,558002.0077510307,746.9953197651447,-22.652907964009934,2.507362,2025-11-20T20:27:57
115,12,16,512,8,9,320,0.005866324443697731,920.0305024707694,57.681281647837835,870047.4686894716,932.7633508502955,-35.880069274614314,8.388162,2025-11-20T20:28:00
116,12,32,512,8,8,439,0.01,598.7360485319673,37.853922902826895,382076.1280715344,618.1230687100542,-15.19566124671275,5.139821,2025-11-20T20:28:10
117,12,16,512,16,8,382,0.01,783.4382783496757,49.252056380290995,637366.8004741146,798.3525539973643,-26.01706814943242,8.82896,2025-11-20T20:28:16
118,12,16,1024,4,8,573,0.01,758.481104684311,47.71192745926956,598884.8379881157,773.8765004754413,-24.38587273380243,17.95182,2025-11-20T20:28:26
119,12,16,512,4,7,300,0.0077688117040726765,648.5314586882173,40.92684068916939,444184.33363586076,666.4715550088097,-17.82833935470672,6.561639,2025-11-20T20:28:45
120,12,16,1024,8,10,473,0.01,740.2190400684257,46.58495997406801,571515.4917704322,755.9864362344289,-23.225725246643503,18.760573,2025-11-20T20:28:52
121,12,16,512,8,10,375,0.006382149953242442,808.4056855762382,50.79281736186595,677111.0614715006,822.8675844092418,-27.701770595679175,11.1052,2025-11-20T20:29:12
122,12,16,1024,8,10,320,0.004411879804247414,755.2578584278007,47.51301840349042,594005.6972075584,770.7176507694361,-24.179052926305495,12.721354,2025-11-20T20:29:24
123,12,64,1024,16,5,620,0.01,638.9431611621757,40.33513828794362,431839.6276865246,657.145058329228,-17.30506490478271,8.223467,2025-11-20T20:29:38
124,12,64,256,4,3,694,0.01,675.5347952767589,42.593240679505016,479938.58132455026,692.7759964985437,-19.34391083680848,3.595913,2025-11-20T20:29:47
125,12,16,512,16,9,430,0.006781676124524805,581.7046154264985,36.80289861807061,361971.5384137524,601.6407054162413,-14.343456411919616,11.745856,2025-11-20T20:29:52
126,12,32,512,8,3,618,0.01,656.9201712533214,41.44451528140006,455135.3875419568,674.6372266203199,-18.292538885446355,3.112336,2025-11-20T20:30:04
127,12,16,512,4,10,304,0.008354063560519473,755.5331269824882,47.53000663177572,594421.625151836,770.9874351452402,-24.196683517681514,9.439361,2025-11-20T20:30:08
128,12,32,1024,8,10,320,0.01,872.7053681934257,54.760805353767005,785205.9241642333,886.1184594422087,-32.28375740421817,8.395818,2025-11-20T20:30:18
129,12,16,1024,8,9,300,0.008445807410207146,758.7737275684257,47.72998569393421,599328.8327666754,774.163311431558,-24.404693038188245,10.751689,2025-11-20T20:30:28
130,12,16,1024,4,10,372,0.009205885323826789,726.1829072559257,45.71877813305837,550932.879281279,742.248529322409,-22.353257706917304,14.543851,2025-11-20T20:30:40
131,12,32,1024,8,10,312,0.005091440629325857,589.3787080371757,37.27647321046481,370958.525978181,609.0636469025064,-14.724401976240909,8.24691,2025-11-20T20:30:55
132,12,64,1024,4,5,408,0.01,1065.8044892871756,66.67711837535462,1159530.4738753077,1076.8149673343642,-48.15084031789816,5.442857,2025-11-20T20:31:05
133,12,64,1024,4,6,435,0.01,787.0734101856132,49.476383634713265,643075.825125479,801.9200864958298,-26.25906554866622,6.916478,2025-11-20T20:31:11
134,12,32,1024,4,6,371,0.01,534.5304414356132,33.89173961673684,309314.0665480777,556.1601087349557,-12.111381404383149,5.896856,2025-11-20T20:31:19
135,12,64,1024,4,4,386,0.01,606.0833792611339,38.30733291493522,390928.32885833737,625.2426159966524,-15.570893392082748,4.151814,2025-11-20T20:31:26
136,12,64,512,4,5,490,0.01,603.3874157194673,38.14096219964755,387667.61552933836,622.6295973765931,-15.43267641222155,3.93825,2025-11-20T20:31:31
137,12,16,512,8,10,300,0.01,706.7837780241548,44.52164016757108,523134.5215998671,723.280389337266,-21.174925036683554,8.311798,2025-11-20T20:31:35
138,12,32,512,4,10,360,0.004064594100482432,658.7078095996757,41.55483176044025,457487.2429182132,676.3780325514816,-18.392230675057395,5.583034,2025-11-20T20:31:45
139,12,64,1024,8,5,482,0.01,616.0912527962902,38.9249273590879,403159.69724217005,634.9485784236153,-16.089363624515638,6.400789,2025-11-20T20:31:52
140,12,32,1024,4,9,500,0.01,577.8424124642589,36.564558623718945,357493.1244406062,597.9072874958175,-14.153622841322814,11.83925,2025-11-20T20:31:59
141,12,64,1024,4,4,576,0.01,461.62571731451936,29.39272587133243,236689.55191833456,486.5075044830599,-9.032931978382791,6.140407,2025-11-20T20:32:12
142,12,16,1024,16,10,375,0.008041960830858483,771.9646455371757,48.54400862060115,619520.678449948,787.0963590628202,-25.26059653125064,14.750352,2025-11-20T20:32:19
143,12,64,512,8,4,396,0.01,739.8359427376964,46.56131846679099,570948.4743617796,755.6113249295431,-23.201690188714405,2.495628,2025-11-20T20:32:35
144,12,64,512,8,3,454,0.01,623.8238374317069,39.40211217007894,412747.46369238035,642.4542502718621,-16.495775347550925,2.298528,2025-11-20T20:32:39
145,12,64,1024,16,3,596,0.01,409.47651687506624,26.174569942745425,191263.089326128,437.3363571967554,-7.107369123950541,4.842469,2025-11-20T20:32:42
146,12,64,256,8,5,798,0.01,691.6814017220714,43.58966046212413,502014.42423421046,708.529762419484,-20.279674280876787,6.311803,2025-11-20T20:32:48
147,12,64,512,16,8,460,0.009383621320834411,642.6399791960298,40.563272085702366,436577.4069515448,660.7400449129331,-17.50589259958075,5.597195,2025-11-20T20:32:55
148,12,64,512,4,4,309,0.01,744.9424897754569,46.87644824204668,578530.5832156526,760.6119794058286,-23.523084951461886,2.242465,2025-11-20T20:33:02
149,12,16,1024,16,10,300,0.01,627.4527233366548,39.62605355781783,417288.1891827342,645.978474241003,-16.68825021434584,11.7682,2025-11-20T20:33:05
150,12,16,512,8,9,500,0.009041624281412185,694.2910818978527,43.75069658148475,505630.88002443773,711.077267267375,-20.43297067546668,13.044402,2025-11-20T20:33:19
151,12,64,256,8,3,509,0.01,651.8166963184257,41.12957522658618,448456.27009007736,669.6687764037363,-18.00942063824355,2.593519,2025-11-20T20:33:33
152,12,16,1024,8,8,423,0.0072722216261512105,742.7686006153007,46.74229602473677,575296.4838131933,758.4830148481858,-23.385996097926864,13.404776,2025-11-20T20:33:37
153,12,16,512,8,8,300,0.01,535.5063732389985,33.951964962851086,310358.3355852268,557.0981381993902,-12.155646477057179,7.236838,2025-11-20T20:33:51
154,12,64,1024,8,6,300,0.01,741.2373913054048,46.647803985127865,573024.1709233868,756.983600168053,-23.28967600068448,4.745561,2025-11-20T20:34:00
155,12,32,1024,16,6,300,0.01,435.8444062793631,27.80173926051379,213551.6096829267,462.11644602083436,-8.052147661178568,4.779678,2025-11-20T20:34:06
156,12,32,512,4,7,782,0.01,785.7146862272798,49.39253763042575,640938.9552445184,800.5866319421767,-26.168486687079078,8.333508,2025-11-20T20:34:12
157,12,64,1024,4,9,488,0.01,761.6321056608735,47.90637858919432,603674.7234345179,776.9650722101463,-24.588909135191955,11.519109,2025-11-20T20:34:21
158,12,64,1024,4,8,300,0.01,510.5408174121756,32.41131910034805,284243.19073450315,533.1446245949621,-11.048662794130072,6.338815,2025-11-20T20:34:34
159,12,16,1024,8,10,489,0.005837287737561246,512.1995698535819,32.513681803103154,285939.64588489715,534.7332474093014,-11.12057310445147,19.324959,2025-11-20T20:34:42
160,12,32,1024,4,6,699,0.007933180136474986,646.6516776009777,40.81083751068381,441749.6590819733,664.642504721127,-17.725136978468836,11.069247,2025-11-20T20:35:02
161,12,64,512,4,2,375,0.01,619.8399303679048,39.15683985787284,407822.4160041075,638.6097525125243,-16.287009611817133,1.55793,2025-11-20T20:35:15
162,12,16,1024,4,9,796,0.006976056219868274,871.8306733692069,54.70683017057851,783680.1413019411,885.2571046322877,-32.21908164837221,27.965791,2025-11-20T20:35:17
163,12,32,512,4,9,684,0.0077844246547274535,764.6691946908214,48.0938049157321,608310.4923438897,779.9426211868984,-24.78541275674292,9.399875,2025-11-20T20:35:47
164,12,16,1024,4,10,688,0.01,878.7270560189464,55.132409542192775,795752.5382532798,892.0496276851865,-32.73081330888339,26.8272,2025-11-20T20:35:57
165,12,16,512,4,10,672,0.01,880.2098237598319,55.22391196014663,798360.608013093,893.5102730316496,-32.8413656601934,19.248425,2025-11-20T20:36:26
166,12,16,512,4,10,800,0.01,681.9445853158214,42.98879304862898,488639.6732685718,699.0276627348676,-19.712737694202435,23.313475,2025-11-20T20:36:46
167,12,16,1024,8,10,685,0.01,586.8864595020194,37.12267389842781,368026.9557115015,606.652252704547,-14.600136900587747,26.96685,2025-11-20T20:37:10
168,12,16,512,4,8,721,0.009889140868231748,687.9269868457694,43.357972452041665,496834.80868150556,704.8650996336147,-20.060117777037565,16.967543,2025-11-20T20:37:39
169,12,64,1024,32,1,300,0.01,525.4480032845714,33.329117347236206,299579.47346845636,547.3385364365059,-11.698745910279145,0.933144,2025-11-20T20:37:57
170,12,64,512,4,7,730,0.01,512.8110607389985,32.55141747611985,286566.4391382295,535.3190068904985,-11.147141975042612,7.7899,2025-11-20T20:37:59
171,12,16,512,8,10,300,0.003112287116456066,663.3235322559257,41.839671979707774,463589.37293508864,680.8739772785333,-18.650891249156935,8.448329,2025-11-20T20:38:08
