trial_index,test_size,window_size,hidden_size,num_layers,batch_size,lr,epochs,mae,mape,mse,rmse,r2,sd,runtime_s,started_at,epochs_ran
0,12,38,512,4,32,6.293732687274718e-05,2000,131.92997065643368,9.36729459187066,26007.122745987697,152.8566294506391,-1.4129330573648051,3.7213820787185883,37.659501,2026-01-02T08:50:32,137.66666666666666
1,12,33,32,2,32,0.00020235847235661007,2000,140.43612858186103,9.640576007474264,28722.75416685428,167.16500927875242,-2.723910528600832,2.3267634493595235,7.274296,2026-01-02T08:51:10,161.66666666666666
2,12,38,512,4,64,0.00013931968168634246,2000,119.50825472934929,8.417107480292314,18757.379401709837,133.7296960568104,-0.8292479449294053,1.9929929422616035,18.41202,2026-01-02T08:51:17,115.66666666666667
3,12,37,64,4,128,2.0663667856701317e-05,2000,311.7858991555137,22.051586489211598,125069.5366234918,347.64109115211477,-15.021740182216481,5.600877893345373,6.733329,2026-01-02T08:51:36,304.0
4,12,33,1024,4,32,0.0006741004125448308,2000,120.95960161393651,8.527664732101194,21758.91636964445,137.32058323464,-0.6898237710078182,3.881634019656213,59.948975,2026-01-02T08:51:43,140.0
5,12,31,1024,2,128,0.00025022035412859646,2000,172.08708040670038,12.087595215062185,40172.232318221206,185.14771736625434,-4.6424104811607885,5.728443920365234,12.984866,2026-01-02T08:52:42,109.0
6,12,49,128,2,32,4.47291511420175e-05,2000,130.7835423902067,9.12324577301705,23024.622596238278,149.86534085138683,-1.5375952253718896,1.8344071838911054,9.405106,2026-01-02T08:52:55,213.66666666666666
7,12,26,256,4,32,1.8727051752654732e-05,2000,194.3840088810742,13.66106976870954,50292.85868536235,217.02102193044925,-4.407005587852546,4.025757882824135,55.393906,2026-01-02T08:53:05,295.6666666666667
8,12,43,128,1,32,0.00010972159168817991,2000,157.05835667126865,11.019941461798581,37404.23381329089,186.3651437708946,-3.761065552951394,3.641884783996297,6.579438,2026-01-02T08:54:00,174.66666666666666
9,12,33,512,2,32,0.0009423743349392071,2000,158.6888991128379,11.068418322097337,38766.645134344755,180.61327509596006,-4.687036898312825,5.766489263151871,15.578527,2026-01-02T08:54:07,110.66666666666667
10,12,39,1024,4,32,0.0002847824434161719,2000,182.18616019867451,12.717574573010253,44312.57087610386,198.22670142071937,-5.225600979512084,5.3619089913179945,57.161975,2026-01-02T08:54:23,119.0
11,12,30,512,4,64,0.0004968109631439053,2000,192.06319845554722,13.542631257840485,48474.54713720056,210.00570270551532,-5.063745163119111,5.026475643274637,15.229073,2026-01-02T08:55:21,113.0
12,12,44,256,3,64,8.913400546728352e-05,2000,212.59421699474396,15.138435480611987,57087.45411575243,238.53805816868928,-5.434950679098175,1.3274101997518808,19.167436,2026-01-02T08:55:36,175.0
13,12,36,1024,4,64,6.063688894944849e-05,2000,108.74890367030112,7.548162740420598,18097.51654127391,132.83222828506783,-1.0773431548654318,1.508787248535374,38.270156,2026-01-02T08:55:56,118.33333333333333
14,12,50,64,1,32,3.40336127005137e-05,2000,257.34494287671333,18.246222477978943,100017.93824909402,299.0155847430632,-11.880387623362715,8.072249026333436,10.554742,2026-01-02T08:56:35,292.0
15,12,38,128,2,32,0.00018329268490778716,2000,146.11792142791256,10.218385435366573,29150.754375679633,165.29052936441934,-2.6843716976244387,3.0674319451154055,5.524161,2026-01-02T08:56:47,124.0
16,12,33,1024,4,32,7.466849254724662e-05,2000,183.35846698155186,12.633891083899309,41555.4140396911,201.54541476513006,-4.324823073981388,2.554163880940281,49.390574,2026-01-02T08:56:53,113.66666666666667
