epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,9,,1406.745849609375,,,,,
0,11,,,192.491455078125,0.06215950474143028,192.491455078125,0.06028583273291588,192.491455078125
0,11,1498.0123291015625,,,,,,
1,19,,1360.334716796875,,,,,
1,23,,,119.350830078125,0.03854086995124817,119.350830078125,0.037812210619449615,119.350830078125
1,23,1230.73046875,,,,,,
2,29,,971.7899780273438,,,,,
2,35,,,164.48681640625,0.053116220980882645,164.48681640625,0.05174205079674721,164.48681640625
2,35,1157.9361572265625,,,,,,
3,39,,831.9014282226562,,,,,
3,47,,,47.201904296875,0.015242478810250759,47.201904296875,0.015359536744654179,47.201904296875
3,47,1074.5697021484375,,,,,,
4,49,,1180.08203125,,,,,
4,59,,985.0716552734375,,,,,
4,59,,,365.754638671875,0.1181097999215126,365.754638671875,0.11152377724647522,365.754638671875
4,59,1111.0872802734375,,,,,,
5,69,,899.573974609375,,,,,
5,71,,,85.098876953125,0.027480201795697212,85.098876953125,0.027863042429089546,85.098876953125
5,71,1048.4833984375,,,,,,
6,79,,1207.883056640625,,,,,
6,83,,,162.057861328125,0.05233186110854149,162.057861328125,0.05373796820640564,162.057861328125
6,83,1032.5887451171875,,,,,,
7,89,,1381.688720703125,,,,,
7,95,,,112.502197265625,0.036329302936792374,112.502197265625,0.035681165754795074,112.502197265625
7,95,1006.7592163085938,,,,,,
8,99,,1151.63720703125,,,,,
8,107,,,111.6640625,0.03605865314602852,111.6640625,0.03672070428729057,111.6640625
8,107,1006.9526977539062,,,,,,
9,109,,1091.704345703125,,,,,
9,119,,791.4112548828125,,,,,
9,119,,,34.94580078125,0.011284727603197098,34.94580078125,0.011221412569284439,34.94580078125
9,119,1015.842041015625,,,,,,
10,129,,1257.6763916015625,,,,,
10,131,,,91.1669921875,0.029439721256494522,91.1669921875,0.029012659564614296,91.1669921875
10,131,943.2697143554688,,,,,,
11,139,,809.6448974609375,,,,,
11,143,,,155.275146484375,0.050141580402851105,155.275146484375,0.051430996507406235,155.275146484375
11,143,925.1380004882812,,,,,,
12,149,,1035.641845703125,,,,,
12,155,,,3.061279296875,0.0009885509498417377,3.061279296875,0.0009880625875666738,3.061279296875
12,155,899.5745239257812,,,,,,
13,159,,1059.719970703125,,,,,
13,167,,,245.910888671875,0.07940974831581116,245.910888671875,0.07637720555067062,245.910888671875
13,167,913.5701293945312,,,,,,
14,169,,731.0845947265625,,,,,
14,179,,1057.38427734375,,,,,
14,179,,,2.5419921875,0.0008208622457459569,2.5419921875,0.0008205255144275725,2.5419921875
14,179,947.7005004882812,,,,,,
15,189,,868.4730224609375,,,,,
15,191,,,88.47216796875,0.028569506481289864,88.47216796875,0.02816714718937874,88.47216796875
15,191,920.220458984375,,,,,,
16,199,,832.263916015625,,,,,
16,203,,,57.584228515625,0.018595147877931595,57.584228515625,0.01842384971678257,57.584228515625
16,203,941.7233276367188,,,,,,
